"Compound","mz","rt","221012_DGM_Blank1_1_1_390","221012_DGM_Blank1_1_2_391","221012_DGM_Blank1_1_3_392","221012_DGM_MB1588_3_1_395","221012_DGM_MB1588_3_2_396","221012_DGM_MB1588_3_3_397","221012_DGM_MB1589_4_1_398","221012_DGM_MB1589_4_2_399","221012_DGM_MB1589_4_3_400","221012_DGM_MB1590_5_1_401","221012_DGM_MB1590_5_2_402","221012_DGM_MB1590_5_3_403","221012_DGM_Blank2_1_1_404","221012_DGM_Blank2_1_2_405","221012_DGM_Blank2_1_3_406","221012_DGM_MB1591_6_1_407","221012_DGM_MB1591_6_2_408","221012_DGM_MB1591_6_3_409","221012_DGM_MB1592_7_1_410","221012_DGM_MB1592_7_2_411","221012_DGM_MB1592_7_3_412","221012_DGM_MB1593_8_1_413","221012_DGM_MB1593_8_2_414","221012_DGM_MB1593_8_3_415","221012_DGM_MB1594_9_1_416","221012_DGM_MB1594_9_2_417","221012_DGM_MB1594_9_3_418","221012_DGM_Blank3_1_1_419","221012_DGM_Blank3_1_2_420","221012_DGM_Blank3_1_3_421","221012_DGM_MB1595_10_1_422","221012_DGM_MB1595_10_2_423","221012_DGM_MB1595_10_3_424","221012_DGM_MB1597_11_1_425","221012_DGM_MB1597_11_2_426","221012_DGM_MB1597_11_3_427","221012_DGM_MB1598_12_1_428","221012_DGM_MB1598_12_2_429","221012_DGM_MB1598_12_3_430","221012_DGM_MB1599_13_1_431","221012_DGM_MB1599_13_2_432","221012_DGM_MB1599_13_3_433","221012_DGM_Blank4_1_1_434","221012_DGM_Blank4_1_2_435","221012_DGM_Blank4_1_3_436","kmd"
"673.50102 Da 406.38 s",674.50829,6.77,6896.362793,8501.516602,6408.753418,369823.9688,394413.375,391237.3438,339129.0938,357438.3125,373199.5,519021.9375,540991.4375,647979.75,7136.95459,6563.983398,9176.101563,486336,549781.375,496350.2188,2559079.25,4442879,4143954,630282.625,682367.875,699364.4375,682223.375,732523,730286.625,0,0,8094.274414,901533.5625,983244.375,1050425.125,359382.875,313380.125,407948.7813,1675342,1555465.375,0,702697.9375,687898.3125,688076.75,7314.682129,5036.730957,6352.349609,0.508289999999988
"1201.70645 Da 290.57 s",601.8605,4.84,0,0,0,2413.350342,2287.717529,2179.871094,2146.514648,2306.174805,0,1872.859863,1499.457153,1662.73645,0,0,0,1457.231689,1390.947754,1691.610718,8437.504883,7087.575195,8238.915039,3215.321289,2758.464844,2777.129639,6916.625977,7234.755371,7101.32373,0,0,0,5558.921387,5708.14502,6375.848145,19733.27344,18384.21484,20623.77734,0,8938.802734,8811.15332,3972.979004,4645.54248,4378.076172,0,0,0,0.860500000000002
"1219.33818 Da 498.04 s",1220.34546,8.3,45178.125,25057.38086,3405.510742,2748.320313,0,0,4578.514648,0,0,0,0,2076.65625,1872.167847,0,1055.987305,0,1105.143433,0,0,0,0,0,0,0,0,549.2837524,0,164.1517792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345460000000003
"623.55426 Da 548.85 s",624.5627,9.15,17223.88477,0,0,16419.02148,21641.43555,2200.536133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.1629333,484.7080383,0,0,0,0,0,0,0,0.56269999999995
"1372.33179 Da 478.53 s",1373.33906,7.98,3084.016846,18120.67188,11735.80273,0,6587.842285,13941.22461,17563.98047,30400.25195,17356.80078,27421.67969,8174.901855,0,3571.116943,0,2484.061523,2763.963867,2487.171387,2765.815674,2559.045654,2051.064941,0,2532.035889,2209.315674,0,1612.895508,1697.127686,911.0530396,1043.431641,2088.294189,0,0,403.3876953,1515.751343,1089.379028,1522.316895,0,731.5,2164.841309,758.0249634,1092.030884,2611.92749,508.712738,0,2772.07373,0,0.339060000000018
"819.59338 Da 403.77 s",820.60065,6.73,0,0,0,0,0,0,0,0,0,4604.756348,0,6850.417969,0,0,0,0,0,0,9889.524414,17068.58203,13295.81641,0,0,0,0,0,0,0,11319.82227,0,19551.64063,19001.49609,20715.13281,22911.96484,22348.61719,26949.49023,54446.78516,48278.69922,52113.67188,23167.30664,29138.68945,22275.72656,0,0,0,0.600649999999973
"535.34956 Da 463.13 s",536.35684,7.72,0,0,2381.188232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3865.570313,0,0,0,0,0,0,5786.527344,4803.320313,0,0,0,0,5882.586914,4058.738281,19419.8418,22809.24023,26996.08398,3498.799072,7669.48877,4627.184082,5546.892578,6805.59082,5327.446289,0,0,0,0.356840000000034
"524.22249 Da 603.58 s",525.22977,10.06,0,0,0,0,0,0,0,5353.702148,4715.884766,3259.994141,4975.170898,0,0,0,4832.743652,5951.843262,3956.321777,7549.329102,4645.391113,8492.477539,4275.858887,6250.866699,5707.88623,5136.663086,5055.102051,5950.533203,4522.148438,0,0,0,4763.539551,6913.688965,7612.084961,7383.986816,5430.015137,5868.686523,0,6084.212402,2261.626953,7003.880371,2798.416504,7037.754883,4505.369141,6450.875488,4000.478516,0.22977000000003
"1034.14685 Da 299.74 s",518.0807,5,0,0,0,960,0,491.080658,0,0,583.4830933,0,528.5778809,625.0552368,0,0,0,628.3847656,0,0,2983,3906.925537,4263.395996,1304.301147,1828,0,3157.671875,2164.285645,2281.290283,0,0,0,2270.673828,1639.365112,2019.80188,15389.35547,13641.06543,15281.22363,0,7616.570801,0,2103.05957,2901.144531,2917.506592,0,0,0,0.0806999999999789
"661.46999 Da 606.97 s",662.47727,10.12,0,9292.280273,6415.640137,0,6153.72998,9601.208008,4123.926758,5991.663086,3618.022705,4413.562988,3742.789063,0,7269.598145,5645.119629,2827.965088,5645.22998,4665.224121,2869.497314,6938.411621,3536.473389,4587.574219,6708.054688,5184.962402,7354.324219,0,3566.922119,5458.740723,9008.594727,10718.69336,11357.36426,8625.925781,11609.46289,5409.425781,9718.061523,3247.772949,2967.723633,4696.398438,9593.363281,0,5118.574707,3884.371582,0,5201.929199,4443.584961,3943.210205,0.477269999999976
"783.57919 Da 477.83 s",784.58647,7.96,0,0,0,0,0,0,0,0,0,6977.794922,0,0,0,0,0,0,0,3165.53418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750.731445,8003.115234,0,4634.918457,5154.288086,4858.765625,0,0,4131.260742,0.586469999999963
"550.41813 Da 444.69 s",551.42541,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897.150391,0,4599.99707,0,0,0,0,7647.427246,5993.013672,10093.625,11073.45898,9419.771484,0,0,0,0.425410000000056
"880.65041 Da 519.19 s",881.65768,8.65,0,0,0,0,0,0,0,0,0,0,0,11999.94043,9582.479492,6818.501953,5863.037109,0,5134.222656,0,0,0,0,0,0,0,0,0,1244.319092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657680000000028
"677.46670 Da 408.06 s",678.47398,6.8,8767.139648,8790.557617,7890.844727,0,0,0,9942.443359,0,0,10646.25,8176.390625,7958.122559,0,0,0,0,0,0,0,0,0,18401.7832,0,0,0,17730.1582,0,17013.1582,0,0,0,0,14493.43652,28206.88086,0,0,0,0,0,0,0,0,8205.113281,0,5223.374512,0.473979999999983
"747.58646 Da 607.48 s",748.59374,10.12,0,0,0,0,0,0,10818.68848,0,9330.014648,14924.2373,13503.89258,12202.26953,15921.04785,7413.034668,6941.854004,6317.405762,4434.858887,5453.226074,3393.423828,0,0,2619.812744,0,2998.437988,3060.063477,0,0,3043.572754,3040.795166,0,0,0,3782.017578,0,3662.325195,2678.588379,0,0,0,0,4015.411865,0,2832.531494,0,1777.817139,0.593740000000025
"213.25169 Da 343.30 s",214.25897,5.72,0,6526.969727,0,10317.89258,7712.955078,9487.628906,8572.098633,8158.822754,11239.01367,7631.031738,7519.766602,7442.757813,9506.086914,9031.922852,7995.715332,10123.18066,13308.99609,10428.61621,21766.10547,28677.3418,25532.89453,12260.04785,9196.889648,10763.23633,27094.61914,22438.06836,26148.19531,8947.074219,0,7409.766113,7259.361816,10490.23633,9061.845703,25381.23633,24216.38867,22620.31641,35479.60547,0,0,11697.62695,19824.32422,15226.88965,3959.339355,4284.915039,4765.041016,0.258970000000005
"1119.74330 Da 421.95 s",560.87893,7.03,5836.020508,4959.587402,5749.042969,8278.148438,7985.451172,0,11502.22949,7253.054199,12972.18652,11796.94727,9333.950195,13139.09961,0,0,5979.51123,10228.51563,8435.293945,6233.548828,9590.157227,13877.53223,5166.774414,10797.26465,8406.569336,11294.87891,6085.375488,7959.545898,0,6732.98877,6884.361328,6068,15186.04688,17150.20703,18309.40625,32286.33789,28932.27344,30072.4043,0,35596.00781,0,50594.38281,42683.52344,54487.20703,5687.430664,7384.650879,4330.265625,0.878929999999968
"688.17545 Da 566.90 s",689.18272,9.45,347592.3438,336580.3125,157046.1563,37821.50391,63195.24609,131643.5313,57476.79297,45534.84766,133751.4375,45445.3125,26720.46875,58663.25391,163759.7344,65750.21094,44587.14844,23079.57813,19723.58203,3865.164795,2297.123291,3005.060303,11131.07422,7588.928223,17861.10156,29324.36523,3620.403809,7546.59082,8793.301758,5235.524902,6445.664063,6256.087402,1988.482788,993.0581055,1328.359863,1851.787964,5389.094727,3327.456299,3168.455078,1737.17334,2735.882324,3063.188965,5303.148438,12564.35938,9809.485352,7443.158203,9775.348633,0.182720000000018
"1369.37120 Da 562.60 s",1370.37848,9.38,17395.86914,21532.0293,24456.86328,0,25578.31641,21816.85938,29558.69141,33336.11719,56931.84375,8444.076172,7360.562012,4508.065918,0,0,0,0,0,0,0,310.7413635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378480000000081
"680.47830 Da 536.19 s",681.48558,8.94,23822.63086,22951.01953,24040.29883,17865.85742,26935.10352,24767.32227,26416.79883,18851.92969,17497.625,15816.55859,0,17985.49805,0,0,0,10625.59375,6401.420898,0,0,0,0,0,0,7822.315918,0,3161.790771,1121.484375,0,747.2026367,729.2714844,0,0,698.37323,0,0,0,1206.737915,0,1140.802124,1319.919189,1479.182983,0,1281.410278,1055.160156,0,0.485580000000027
"324.07193 Da 339.52 s",325.07921,5.66,0,8029.043945,0,0,6436.387207,9453.282227,6786.190918,6050.706543,8345.557617,7402.630371,8326.632813,9310.756836,10268.4873,8840.003906,0,10669.56934,0,6224.123535,0,6543.290527,0,7445.884277,8373.125977,6869.233398,7426.562988,6379.606934,0,0,8547.65625,8029.732422,7371.374512,0,7578.492676,7268.768066,10105.18359,8247.036133,0,0,0,0,7491.942383,0,8920.130859,0,0,0.0792099999999891
"384.26556 Da 359.86 s",385.27283,6,0,0,0,0,0,0,6658.062012,0,0,0,0,0,0,0,0,6196.505371,3687.012451,1120.59021,2878.121094,0,0,6002.363281,6010.745117,3974.914551,48577.69922,51625.77344,49630.74219,1300.711548,0,0,0,5317.353027,2936.014648,0,0,0,0,0,0,0,0,1673,0,0,0,0.272829999999999
"623.63229 Da 583.73 s",624.63956,9.73,71160.50781,39296.34766,34606.61328,40328.63672,30554.54102,0,18239.91211,4313.974121,8399.064453,5834.583984,3306.539063,4434.424316,4914.449707,1327.899536,1807.121338,3113.244141,3193.178955,0,0,1932.595337,0,755.6108398,1931.089111,1057.140381,0,1185.315186,742.3739624,0,0,0,1737.780518,920.3823242,0,0,0,0,691.1295776,989.6010742,0,0,0,0,0,0,1404.408081,0.63955999999996
"1254.28655 Da 302.95 s",628.15055,5.05,0,0,0,0,0,0,0,720.5404053,0,0,0,0,0,0,0,0,0,0,2542.846191,0,0,510.2763062,0,1019.001343,1825.064819,1196.118164,1696.704346,0,0,0,708.4092407,914.7526245,1674.801147,10662.10547,11867.52734,11538.98926,0,5851.126953,0,1301.693848,1479.875244,1594.046021,0,0,0,0.150549999999953
"830.66688 Da 603.77 s",831.67416,10.06,0,0,0,8982.119141,4482.117676,5140.635742,0,0,1798.946411,4522.908203,3800.38501,4302.265625,3024.518799,3703.312012,3489.775635,2696.581543,0,0,2806.184814,0,0,0,0,2901.010986,0,0,0,3962.410156,4767.725586,2816.201172,2834.055176,2668.609375,0,0,0,0,3596.276855,2420.604492,0,1979.462036,0,0,2687.064209,1964.950928,1624.174316,0.674160000000029
"339.28198 Da 356.70 s",340.28926,5.95,0,0,0,0,3539.809814,0,4538.331055,5150.461426,4512.172363,0,0,1753.328857,0,0,0,0,0,0,5531.552734,12559.83301,6446.500488,1723.622681,0,0,3314.711182,2402.5,3157,0,0,0,5337.319824,5167.8125,3604.03833,0,0,0,0,0,0,0,0,0,2123.930664,0,1068.793823,0.289260000000013
"368.30713 Da 346.34 s",369.31441,5.77,0,12721.86133,0,13105.96387,10391.87305,0,10251.88477,10079.77734,9379.363281,10247.08887,11802.64355,11015.17383,12507.5918,10938.34961,13332.64453,12938.68262,12714.72852,11274.24609,7598.959961,0,8410.735352,12165.54395,10494.3125,12183.73535,8769.513672,9237.728516,10513.96094,10033.46582,0,9719.536133,10797.93066,9755.09082,8463.274414,11184.98633,9862.611328,7667.380371,14047.60645,0,0,9047.681641,10006.13086,7896.412598,10905.77832,10065.23828,8936.821289,0.314410000000009
"799.48372 Da 416.72 s",800.49099,6.95,0,0,11869.98828,0,18409.07227,0,0,24963.08984,0,16573.07031,18431.35938,18506.37695,19308.08789,14205.88281,14964.25293,15413.375,0,0,0,0,0,0,26266.79102,0,0,0,0,10635.20898,0,4270.902344,0,0,0,0,18725.39844,20884.6543,21104.13867,0,0,0,0,10514.2998,0,0,0,0.490990000000011
"762.51415 Da 404.03 s",763.52143,6.73,23993.11328,0,26456.12695,25296.5,35432.29297,36940.60547,35861.17188,27583.98438,20077.34375,23136.26367,22085.8125,0,31522.94141,33686.10938,22410.70313,28497.95313,25552.52344,25584.75195,18069.87695,0,15938.84863,16714.5293,19316.07422,0,0,0,11498.07813,0,0,0,0,22753.59375,23839.375,0,0,0,14603.75684,13467.49023,0,16095.96094,0,20328.61719,0,0,0,0.521430000000009
"976.64170 Da 603.89 s",977.64898,10.06,0,0,0,0,0,6231.599121,4414.384766,0,2991.081055,0,3888.3479,0,0,0,0,2821.422119,0,0,2110.678223,0,3854.257568,0,3758.154297,0,0,3162.30542,0,0,0,0,1036.131348,3803.861816,4225.922363,0,0,0,0,0,0,0,0,0,0,0,0,0.648980000000051
"494.17735 Da 609.20 s",495.18463,10.15,0,0,0,0,0,0,0,7940.442383,4644.992188,5231.171387,5695.069824,6966.934082,8309.685547,8805.624023,9854.375977,3688.063965,2872.958984,2350.61499,2151.319824,0,0,0,0,4128.710938,6790.941895,8096.674805,6790.308594,5072.091309,1908.513062,2217.03418,0,0,2727.675293,0,0,0,0,0,0,1810.421387,0,0,0,0,0,0.184630000000027
"686.47679 Da 549.41 s",687.48407,9.16,15610.47559,0,18830.70313,22470.97266,20586.88477,25022.85156,17410.94531,0,0,14504.26758,13315.1377,0,0,11903.71484,0,14169.05957,0,0,0,0,3897.700684,4145.380371,0,7664.880859,3378.829346,0,1834.78064,0,643.3632813,0,0,0,0,0,1107.549072,0,1150.701416,1618.90979,1275.238647,0,1851.145508,2238.588623,1210.433472,0,0,0.484069999999974
"667.37869 Da 568.88 s",668.38597,9.48,0,0,0,27708.03906,25230.83594,12358.27344,22677.57813,23695.61523,20504.86133,8466.307617,11210.90234,0,0,407.3467712,0,6903.960449,2188.397705,0,1047.495361,1176.759277,1684.383301,1342.5,1471.259766,2022.394043,0,0,0,0,0,0,0,689.4525757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385970000000043
"1289.61719 Da 431.99 s",1290.62447,7.2,9034.664063,5806.390625,4529.857422,0,4505.725098,0,0,0,6606.180664,5778.422852,0,0,14235.08496,0,10014.6748,0,4866.712402,0,0,0,0,0,6998.460938,5350.508301,5468.597168,0,0,11551.16699,8923.143555,0,7706.053223,7801.067383,8129.94043,0,0,5347.503418,0,0,0,0,0,0,6829.996094,5727.975098,5916.996582,0.624469999999974
"687.48111 Da 390.53 s",688.48839,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70522.00781,39533.67969,12015.45508,0,0,0,18704.49219,0,0,0,0,11168.31738,8969.080078,10556.13086,11873.64941,0,0,14817.41602,0,0,0,0,0,0,0,0,0.488389999999981
"551.15296 Da 556.01 s",552.16024,9.27,104450.5625,71515.47656,48776.64063,0,0,0,0,0,0,0,0,0,20660.0332,12881.29785,5733.094727,0,0,0,0,0,0,0,0,0,0,0,0,1827.974854,1535.344971,1594.225586,0,0,0,0,0,0,0,0,0,0,0,0,2163.360596,2469.56958,2449.533447,0.160240000000044
"758.49549 Da 559.14 s",759.50276,9.32,0,8512.630859,8863.62793,0,0,0,0,10135.06055,10225.10449,11487.61328,7885.955566,11225.37891,8667.385742,0,0,0,0,1039.760498,677.5004883,895.3640747,2235.895508,2818.546143,2299.778564,3813.770508,1974.709839,3403.662598,863.7814331,372.3702393,0,0,0,0,0,0,559.7721558,0,0,0,0,0,1082.67627,1245.751465,466.727417,0,761.1253052,0.502759999999967
"760.57010 Da 604.08 s",761.57737,10.07,0,24892.08789,0,12387.29785,12863.26172,13323.75293,0,0,7637.597168,5261.248535,0,0,0,0,0,0,0,3642.117188,4808.569336,0,0,0,8419.964844,0,0,0,4961.189453,5063.771973,0,7351.666016,3876.535645,0,6275.795898,20185.97852,0,0,0,0,5658.918945,14625.84277,8988.512695,6717.18457,9506.047852,0,4299.926758,0.577369999999974
"487.12021 Da 420.99 s",488.12749,7.02,0,0,0,0,0,0,0,0,0,17518.39258,0,0,52794.78906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49420.53125,0,0,0,0,0,0,0,17688.07227,3814.623535,19983.03125,0,35885.37891,0,0,0,0,0.127490000000023
"571.45785 Da 442.37 s",572.46513,7.37,28785.21094,26447.56641,27371.37109,27550.02734,26243.68945,0,28610.9043,26415.00977,27076.11719,28341.16602,31456.32227,27750.46484,24955.50586,27579.5918,26208.25781,26451.82031,33480.625,27758.87305,21386.13477,27845.6875,7665.582031,27257.44141,28281.20703,30376.58984,27985.31445,26022.2832,0,24896.03711,25657.5293,28276.51172,27493.42773,23219.4707,29886.3125,29545.57422,27621.48438,30011.29883,30518.40234,36412.05469,31723.49805,34751.05859,32818.84375,38626.93359,26719.61719,28009.03711,23300.77539,0.465130000000045
"1128.31081 Da 487.29 s",1129.31809,8.12,30828.9707,14829.0498,31067.11914,26066.72266,18568.41406,28255.55078,15411.85059,13896.79688,16168.28027,26063.69336,23980.87109,34256.02734,16846.36523,0,25415.48047,17665.0957,8732.817383,5030.567383,0,0,5155.30127,7686.734863,5864.443359,12476.18262,7989.845215,10859.37305,0,0,0,0,0,0,0,0,0,0,8217.141602,9318.714844,18084.47461,8223.366211,9858.108398,6140.22168,0,6803.056152,10198.97266,0.318089999999984
"477.32463 Da 339.34 s",460.3214,5.66,0,0,0,42504.94922,47999.70313,0,38877.07813,0,37752.89844,0,14011.34863,17105.07617,0,0,0,8957.12207,9812.913086,0,58001.51172,59498.69531,64561.27734,12330.07031,11457.1543,13622.92285,11676.96094,9970.673828,11897.83789,0,0,682.4920044,31637.10742,27303.36328,35239.33203,0,0,1985.303467,0,0,0,0,0,0,0,0,0,0.321399999999983
"698.72023 Da 365.81 s",699.7275,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7628.973145,6607.544434,0,13669.36816,14218.12305,23249.3457,5358.571289,6351.004395,8864.760742,0,0,0,0.727499999999964
"556.10630 Da 556.05 s",557.11357,9.27,25883.29297,19362.58789,14795.03027,0,0,0,0,0,0,0,0,0,10365.67383,8396.176758,2985.644043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113569999999982
"680.47094 Da 604.41 s",663.46821,10.07,42446.07813,36934.98438,37258.08594,39522.32813,57847.25781,19925.75,45343.53125,66082.88281,52062.13672,43446.67578,62453.875,57025.87891,65884.66406,62486.29297,48594.57031,54780.85547,50021.61328,55302.40234,61666.05469,77369.46875,43054.94141,56145.92188,59341.14844,58108.64063,58912.34766,63306.90234,68975.85938,65551.07813,66799.17188,72502.61719,75862.53906,91381.44531,100263.4844,86772.25781,65635.41406,68396.19531,3693.766602,48410.33203,0,59765.12109,45982.47266,47366.69531,64998.65625,65998.76563,47945.01172,0.468209999999999
"665.42439 Da 603.89 s",666.43167,10.06,3161.920654,7756.571777,0,0,0,0,2416.769775,5858.542969,4941.535645,3136.499023,4177.498047,5204.619629,4940.084961,6297.522949,3169.383301,5247.668945,3283.828857,4395.476563,3493.144531,6005.137207,0,6052.146484,2534.867188,6033.95459,4260.378906,4957.382813,6546.507813,4180.698242,5975.440918,4409.049805,5397.97998,6318.166016,5761.617676,5339.849609,5796.380371,4371.266113,6854.643066,0,0,6236.778809,0,0,5451.347168,5585.810547,2276.373779,0.431670000000054
"868.21511 Da 580.18 s",869.22239,9.67,12664.47461,29964.86133,23942.18359,4476.141113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222390000000019
"485.34101 Da 485.41 s",486.34829,8.09,0,0,0,0,9837.507813,0,7394.772461,0,0,0,0,0,0,11054.27539,0,0,0,0,0,4685.044922,6236.708496,0,0,7425.187012,3668.193115,0,0,0,0,0,2542.431885,3138.313232,0,0,7384.396484,7646.155762,3855.915039,9686.701172,0,4834.601074,3696.409912,8090.464844,9432.783203,656,0,0.34829000000002
"742.47811 Da 604.04 s",743.48539,10.07,5909.221191,10612.45117,0,0,10458.79004,0,0,0,0,0,8643.975586,4333.855469,2680.17041,3815.432129,2928.832031,0,0,0,0,4537.304688,3823.563721,5131.635254,0,0,0,4755.641113,4219.317383,2206.552246,5108.32373,2721.581543,0,0,7156.473633,6872.98877,6110.581543,5212.561035,3917.132813,0,1516.414673,0,3352.219482,0,3608.427246,0,0,0.485390000000052
"795.42995 Da 334.05 s",796.43723,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035.353027,6806.353027,5899.445313,13214.25586,11971.45605,14778.80566,5315.177734,4592.078613,7470.999512,0,0,0,0.43723
"872.25849 Da 530.21 s",873.26576,8.84,0,0,82462.83594,0,0,0,0,50136.73047,9333.905273,0,0,0,0,0,0,0,0,3375.956299,3468.916748,3648.171387,3618.073975,5669.365723,0,4443.664551,3653.219238,7377.868164,1746.488403,1812.583252,1787.32605,654.1296387,942.5176392,1481.126465,1244.437622,1876.849487,1960.744629,1234.330444,2129.147949,1786.523071,1276.407959,4014.289307,4951.439941,2394.038086,1915.761475,1608.739624,1708.978638,0.26576
"354.11015 Da 394.66 s",355.11742,6.58,0,108371.8672,0,78641.85938,79811.67188,67175.66406,60487.89063,72879.26563,64415.94141,78732.07813,68390.6875,66362.97656,84167.48438,84100.45313,81891.71094,66225.80469,71180.53906,59047.53125,21403.25391,40669.1875,26209.37109,61298.27344,59170.89453,50688.26563,33936.375,49451.58594,46009.70703,45937.53516,0,60128.46094,36554.60938,32585.85547,31574.41211,27012.0957,27376.8125,34259.19141,20558.29297,0,36340.48438,33443.76953,25237.21094,24264.0957,41646.43359,0,50810.78906,0.117419999999981
"1214.82162 Da 567.08 s",1215.82889,9.45,0,7586.119629,0,5093.665039,0,4170.296387,2996.647217,4448.147949,3992.678955,3417.107666,3036.977295,5055.945801,3621.072266,0,1671.865356,3505.068115,1726.904541,428.6547241,396.7802734,397.5973511,1114.714478,0,1501.688354,1121.24939,0,1567.751953,215.3291626,245.1474304,0,0,0,0,0,210.3816223,0,0,0,0,0,0,240.6710815,452.7471008,0,0,0,0.828890000000001
"631.10947 Da 525.38 s",632.11675,8.76,105276.0313,250899.5625,188218.4219,216876.5625,71004.23438,0,117038.0078,49952.09766,90489.875,123575.5,65562.54688,77107.21094,107155.9297,116357.0156,74528.08594,74032.85156,48017.66016,4958.494141,5093.569824,2140.306396,6304.76416,19399.1582,23493.64844,29509.27734,22870.94922,12036.66406,6263.722168,7260.047363,4564.664063,3324.721191,4895.842773,1643.264893,1130.276123,2539.509277,2856.154297,6271.732422,10035.75879,5767.334961,5915.734375,8082.011719,12565.33008,18536.64063,21437.13086,15323.50488,10285.56738,0.116750000000025
"669.41104 Da 447.19 s",670.41831,7.45,0,0,0,0,0,0,0,0,0,0,0,10511.3418,0,0,0,0,5067.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13357.92578,11344.50391,0,6228.568359,7533.326172,9059.569336,4910.620605,0,0,0,0,0,0.41831000000002
"1047.69861 Da 399.82 s",524.85658,6.66,0,0,0,17171.74023,13720.63867,0,20115.96289,18680.27148,19333.00977,20965.14063,23315.66992,24176.54883,0,0,0,20058.31641,19373.33984,19019.51563,153359.2969,164804.3438,151955.4063,18410.75977,17282.25781,23607.28906,18771.34375,28021.62891,28935.66016,0,0,0,39494.63281,36885.68359,42443.05078,98078.54688,91227,127230.5156,0,71575.61719,0,61975.41797,63947.125,58444.60938,0,0,0,0.856580000000008
"385.17025 Da 339.63 s",368.16701,5.66,1294.99231,1395.289795,2781.298096,3009.092285,0,0,2736.940918,0,0,4141.860352,0,4057.746582,3571.252686,4414.528809,4955.091309,4421.445801,5214.007813,4691.740723,4503.323242,4473.493164,5948.956543,4591.124023,5241.211914,5819.885742,5785.732422,0,4331.611816,6345.450195,7435.591309,6385.428711,7092.543457,6076.128418,7525.724121,7314.344238,8651.140625,7965.509766,0,0,0,8023.055664,0,9803.419922,7831.625977,7362.686035,0,0.167010000000005
