"Compound","mz","rt","221012_DGM_Blank1_1_1_390","221012_DGM_Blank1_1_2_391","221012_DGM_Blank1_1_3_392","221012_DGM_MB1588_3_1_395","221012_DGM_MB1588_3_2_396","221012_DGM_MB1588_3_3_397","221012_DGM_MB1589_4_1_398","221012_DGM_MB1589_4_2_399","221012_DGM_MB1589_4_3_400","221012_DGM_MB1590_5_1_401","221012_DGM_MB1590_5_2_402","221012_DGM_MB1590_5_3_403","221012_DGM_Blank2_1_1_404","221012_DGM_Blank2_1_2_405","221012_DGM_Blank2_1_3_406","221012_DGM_MB1591_6_1_407","221012_DGM_MB1591_6_2_408","221012_DGM_MB1591_6_3_409","221012_DGM_MB1592_7_1_410","221012_DGM_MB1592_7_2_411","221012_DGM_MB1592_7_3_412","221012_DGM_MB1593_8_1_413","221012_DGM_MB1593_8_2_414","221012_DGM_MB1593_8_3_415","221012_DGM_MB1594_9_1_416","221012_DGM_MB1594_9_2_417","221012_DGM_MB1594_9_3_418","221012_DGM_Blank3_1_1_419","221012_DGM_Blank3_1_2_420","221012_DGM_Blank3_1_3_421","221012_DGM_MB1595_10_1_422","221012_DGM_MB1595_10_2_423","221012_DGM_MB1595_10_3_424","221012_DGM_MB1597_11_1_425","221012_DGM_MB1597_11_2_426","221012_DGM_MB1597_11_3_427","221012_DGM_MB1598_12_1_428","221012_DGM_MB1598_12_2_429","221012_DGM_MB1598_12_3_430","221012_DGM_MB1599_13_1_431","221012_DGM_MB1599_13_2_432","221012_DGM_MB1599_13_3_433","221012_DGM_Blank4_1_1_434","221012_DGM_Blank4_1_2_435","221012_DGM_Blank4_1_3_436","kmd"
"627.57230 Da 604.66 s",628.57958,10.08,0,0,0,2237.361816,6151.320313,4880.447266,4533.730469,3147.167236,3200.729736,0,0,0,0,0,1437.57373,2016.182251,0,0,0,1551.175171,1453.496948,2137.335938,2060.004395,0,0,0,0,0,1531.231079,1668.74353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579579999999964
"787.96333 Da 401.03 s",788.9706,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15489.0332,12293.61328,15527.86133,13177.95605,13218.60938,10662.60742,10593.66504,13080.53027,9963.617188,0,0,0,0.97059999999999
"839.66436 Da 532.28 s",840.67163,8.87,10507.45801,10812.1875,8351.884766,0,0,0,0,0,0,0,0,0,0,0,2730.999023,0,0,0,0,0,0,2209.925537,3223.078857,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.012695,817.237854,0,0,0,0,0,0,0,0.67163000000005
"704.58337 Da 607.85 s",705.59064,10.13,0,0,3780.29541,0,5369.367676,4835.591797,6395.115723,4662.861816,3894.923096,2965.807617,3038.12793,4608.603516,3089.377686,1814.070068,3135.564209,0,2964.26416,3263.569336,2880.398193,2730.650391,2060.89624,2139.756592,1990.561523,0,2441.736084,0,0,0,1667.86731,0,0,0,3110.238037,1159.068115,1680.778809,2199.392822,2027.438477,0,1703.197266,0,1949.382202,0,2753.675537,0,0,0.590640000000008
"815.66130 Da 604.47 s",816.66858,10.07,0,0,0,6720.865234,0,0,6386.207031,4336.794922,0,6242.285156,0,6116.302734,4085.910645,3128.706543,3046.023926,2861.493164,4159.776855,0,0,0,2542.797852,2048.272949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012.352295,161.0540009,4707.004883,3743.142334,3421.542236,0,0,0,2998.470215,0.66858000000002
"830.27738 Da 563.87 s",831.28466,9.4,12132.47266,18825.74805,12049.31641,12135.60352,3115.6521,0,5679.273438,0,3834.164063,6597.441895,1360.139526,0,0,8194.416016,2007.056274,2406.338379,0,0,0,0,581.3944092,1940.384155,0,1569.168335,913.0357666,0,0,538.798584,515.8670044,0,0,0,0,478.5403748,0,0,0,0,0,0,381.5181885,938.5912476,1186.545288,667.7612305,545.9986572,0.284660000000031
"1222.25405 Da 516.69 s",1223.26132,8.61,0,0,0,0,0,0,4188.553711,6735.491211,5257.554688,4285.922363,7276.858398,9434.579102,6741.573242,0,3063.34375,0,3640.854492,0,372.6219482,0,673.7207031,913.2556763,0,0,772.4387207,0,501.7093201,0,0,0,0,0,0,0,0,0,506.4976807,559.1880493,624.4104614,592.6098633,1009.283569,744.3768311,370.8059692,410.4824219,0,0.261320000000069
"1113.32719 Da 479.19 s",1114.33447,7.99,21873.34375,10973.00195,20774.50586,15299.06055,32232.61914,30400.92773,8858.814453,7074.33252,15473.30078,5177.69873,12322.32715,17945.26367,4209.5625,0,4547.393555,18751.28906,9370.416016,10581.64453,4010.80249,5489.375977,8695.290039,7508.259277,8582.547852,18495.14258,8169.451172,10754.33984,10892.21289,3361.852051,4072.008545,0,6234.933594,4856.450684,6654.415039,4279.942383,5730.371582,9420.146484,6069.557129,0,9052.206055,3616.424561,2526.005859,3871.446533,3985.51709,9007.624023,16514.91992,0.33447000000001
"772.61961 Da 515.70 s",773.62688,8.6,23456.17969,14206.29199,0,21402.44336,45131.66406,22811.67773,34409.51172,20922.60547,19204.49609,15462.51465,5782.075195,19623.51563,21647.07031,11571.73438,6429.908691,5230.823242,5943.374512,979.4239502,809.9051514,1227.680908,0,1979.559814,0,6640.51123,0,3081.401855,0,0,1320.036133,0,0,0,0,0,0,1766.222046,2514.318604,1650.122559,1633.144775,1619.834595,2378.930908,0,1228.204468,1370.06665,0,0.626880000000028
"584.66759 Da 609.58 s",585.67487,10.16,1829.777588,1150,1892.567383,1629.123901,1553.624756,0,2428.444092,1623.192993,1475.047852,1999.754761,2377.408691,2405.337158,1728.458252,2714.994385,967.4945679,1234.488159,770.5458374,2070.789795,815.2529297,1283.451538,1238.96228,1340.102417,1233.538574,2116.22583,0,1156.307983,1244.625,1282.014282,1345.605347,1830.401855,1820.995728,1019.61676,1327.445313,1054.420166,1269.1073,1017.975647,1082.623291,818.4330444,1378.395752,1572.819336,0,1187.769897,1361.067139,2122.914063,1278.211304,0.674870000000055
"462.75405 Da 608.67 s",463.76133,10.14,2526.335205,2549.337158,2037.42041,0,2978.981445,0,2639.762939,2524.540771,0,2268.55957,3282.10083,0,1494.931763,1778.197021,1813.400513,0,1213.308228,2014.743408,597.979248,2405.491943,3000.62915,2648.370361,0,2062.064697,1830.333862,2301.162598,1861.566895,0,0,1896.862793,0,0,2335.977783,1982.885986,0,0,1821.187378,1907.528198,0,2142.689941,1590.314087,1548.69519,2118.679199,1382.010498,1316.483765,0.761329999999987
"837.55379 Da 414.49 s",838.56107,6.91,0,0,0,0,0,0,0,0,13840.45117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11523.66992,10117.19043,16380.61914,0,0,0,0,0,0,0,0,0,0.561069999999972
"594.13109 Da 432.13 s",595.13837,7.2,14639.82617,8804.548828,6429.609863,3796.176514,4066.407959,0,0,3749.706055,9815.683594,4167.397461,0,5324.679688,7661.94043,8173.75293,8656.363281,0,5454.857422,4709.484863,0,0,3556.688477,5269.299805,8867.689453,7930.108398,3325.623779,0,5682.807617,8082.94043,0,5730.310547,0,2475.75708,6222.32666,3050.600342,6415.344238,4717.939941,4800.425781,0,0,3923.612305,6610.743164,9905.019531,7909.822754,5507.026367,8599.961914,0.138370000000009
"604.41909 Da 526.77 s",605.42636,8.78,0,0,0,0,33701.30078,0,0,0,0,0,0,34294.64844,34793.42188,39597.41016,0,0,28623.95703,0,0,0,0,0,3280.693848,0,0,0,11714.79395,0,0,0,0,0,0,0,0,8409.536133,0,0,0,0,0,0,12507.72461,6153.052734,9147.151367,0.426360000000045
"737.46792 Da 416.12 s",738.4752,6.94,0,0,0,9215.879883,13476.55762,0,0,0,0,0,23504.625,27266.29102,25050.30859,27700.66406,29026.14844,0,0,0,22751.2207,0,0,10797.25977,11430.26074,30249.85938,24189.61914,30721.75391,34802.67188,0,14233.91406,13454.38281,0,0,0,0,0,0,0,0,24975.05469,0,0,0,0,0,4066.934082,0.475199999999973
"869.55320 Da 603.97 s",870.56047,10.07,0,0,0,0,4729,0,0,0,0,0,3414.039795,0,0,0,0,2182.186035,3716.765625,5696.649902,0,0,0,1650.213867,2827.034912,0,0,4130.760742,0,0,0,0,2187.260986,2763.442139,0,0,0,0,3993.993408,2395.661865,0,3060.455811,0,4543.536133,2299.634033,0,0,0.560470000000009
"711.46537 Da 483.78 s",712.47264,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748.93457,0,0,0,0,0,4308.088867,3622.98999,2519.86084,0,1000.568115,0,0,0,0,0,11457.8418,15643.28125,15028.31934,0,5574.467285,7020.961914,0,0,6820.616699,0,0,0,0.472639999999956
"660.50000 Da 478.23 s",661.50728,7.97,0,0,0,12277.79785,13412.77148,0,0,8402.584961,5930.758301,7056.487305,7261.094238,0,0,0,2879.587402,0,0,0,2999.140381,4551.239746,6416.695313,5869.381348,3143.283203,0,0,0,0,9955.890625,6313.632813,6215.150391,0,3969.836182,0,0,4279.437988,3867.902344,0,4490.310059,0,0,5208.418945,3464.118164,3834.427002,0,0,0.507280000000037
"778.22316 Da 541.47 s",779.23044,9.02,473456.625,269212.5625,205319.9375,85815.58594,99827.42969,227936.4375,77217.38281,100525.9297,84699.41406,26156.44336,36199.91797,34564.34766,226472.3906,121635.0859,79912.16406,15675.75684,43874.41016,4614.300781,7343.437012,10222.95215,30517.0332,9613.74707,26437.5332,87355.92188,6122.731934,11629.37207,10622.30664,7334.955078,6774.418457,7300.529785,6690.914551,4837.379395,6032.78125,3498.250244,4513.666016,4569.175293,4155.178711,3223.157227,4524.164551,8581.213867,19466.99414,46505.50391,11220.39258,7325.012207,9616.119141,0.230440000000044
"726.54626 Da 604.19 s",727.55354,10.07,12091.69141,16785.21094,7314.223633,20044.75586,4698.756836,11327.86816,8993.839844,10567.64551,6678.060059,3030.464844,0,6931.105469,5051.16748,0,3531.60791,11942.08594,7525.559082,8983.124023,8011.144531,6937.743164,7460.446777,7290.462891,12166.52051,8945.34668,8701.754883,11151.33984,10200.04395,7716.864746,0,5405.813477,4450.361328,6639.186523,8242.172852,6517.367676,8132.294434,0,5216.227051,8858.155273,2975.267822,0,0,4549.333984,7993.893555,0,7998.098633,0.553539999999998
"776.22675 Da 541.26 s",777.23403,9.02,1195891.625,735808,525454.9375,201259.0469,253684.5469,537489.625,160312.3594,235038.1563,189556.2656,57670.10547,70171.36719,80779.41406,557575.75,299104.9375,209672.125,36354.30469,106142.4766,9957.46875,15972.66211,24654.47266,72213.875,22376.62891,64440.26172,215179.0469,14813.77051,24576.17188,26048.50781,17563.7168,15539.64063,15625.01953,16275.6709,12083.08203,13275.5127,7472.751465,8709.196289,10668.54492,8692.599609,6917.711914,10148.98047,19730.78711,47417.45703,115425.7188,24291.67773,17246.10547,20895.40625,0.234029999999962
"720.55075 Da 386.23 s",721.55803,6.44,18388.54102,11357.3252,4150.583008,0,0,0,0,0,0,0,0,0,0,12863.93945,14642.39063,0,0,0,46928.23438,0,5804.5,17184.0293,0,0,35968.91406,0,0,23458.31641,18560.61328,17384.57227,23917.15625,0,0,0,0,0,8385.90625,0,8266.601563,0,0,13732.66016,0,0,12285.45898,0.558030000000031
"660.34819 Da 490.89 s",661.35546,8.18,0,0,0,8851.025391,5256.70459,0,4555.11084,6218.463867,3740.790039,0,5251.955078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650.013672,0,0,0,0,0,0,0,0,0,0.355459999999994
"536.52815 Da 486.44 s",537.53543,8.11,25403.34766,21265.49219,19445.33008,22932.24805,22249.77148,0,24672.91406,20219.14063,23568.83008,22932.7793,0,24135.23633,0,24825.18164,19766.05273,8625.750977,17370.29688,19021.70117,0,0,0,0,7294.637207,21189.33008,17974.89844,19414.65625,0,0,0,0,0,0,0,0,17291.58594,0,0,0,0,8974.599609,14844.16406,25909.85547,0,21422.43164,0,0.535430000000019
"348.33158 Da 333.29 s",349.33885,5.55,0,0,0,0,3023.565674,2906.999512,3024.9021,3045.941406,2374.317383,3677.044434,3470.036865,4381.857422,0,0,0,0,0,3748.088867,33318.76172,33730.36719,39853.00781,6272.644043,5789.520996,7253.94873,19261.74805,20782.625,20455.55664,0,0,0,6438.708984,7097.837402,7926.004883,4204.004395,0,5150.49707,11799.7998,0,9348.650391,5906.552246,7070.243652,7427.211426,0,0,0,0.338849999999979
"794.53864 Da 443.36 s",795.54592,7.39,0,0,0,19932.91211,0,0,21357.50977,19640.85156,0,0,16418.74414,0,0,0,0,0,0,19097.60352,23466.16992,31103.38672,0,0,18875.82422,0,0,0,22488.45898,0,0,17981.0918,20980.29102,32955.04297,25215.41406,46778.95313,0,55202.82422,89328.45313,81259.14063,71254.28906,84447.90625,89649.8125,92773.84375,0,0,21705.14844,0.545920000000024
"495.37374 Da 433.29 s",496.38101,7.22,0,7076.256836,0,0,9946.476563,0,10044.24121,0,0,0,11746.96094,10862.28027,0,7176.828613,0,10511.90723,0,0,36917.21875,38928.34766,27760.33594,14085.07813,10186.07617,12273.97168,17914.4375,15898.00195,17486.87305,0,7434.848633,0,14389.32031,16017.87207,14420.71387,11096.72266,15972.75195,13772.8584,0,0,0,12965.30469,14375.23438,14928.22363,0,0,0,0.381010000000003
"815.60694 Da 560.66 s",816.61422,9.34,0,8894.763672,0,10909.72266,0,7282.314453,0,0,0,0,5137.342773,6376.40332,0,0,2215.11084,0,0,0,0,0,1714.690674,1810.819824,0,0,1264.62439,1392.525391,631.9116211,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.069824,2392.584961,0,0,0,0.614220000000046
"718.39890 Da 604.28 s",719.40618,10.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945.033447,0,0,0,1959.46814,0,0,1410.494019,4663.597168,0,0,0,3292.895996,2158.371094,0,3055.465088,0,3498.054932,2489.846436,27318.10547,26423.96289,32259.58203,8494.269531,7940.036621,5773.07666,0,0,0,3319.648193,0,1965.665039,0.406179999999949
"754.47708 Da 603.76 s",755.48436,10.06,0,0,0,0,0,6863.816895,0,10053.55273,0,0,5291.55957,0,0,0,0,0,0,3850.392334,0,3825.734863,0,3438.279297,0,0,2433.999023,4320.804199,0,0,0,0,0,4601.941895,0,0,3693.844482,4634.15918,4527.618164,4416.216309,0,3436.751953,3343.943604,2181.096924,0,2563.355469,0,0.484360000000038
"465.28231 Da 356.04 s",466.28959,5.93,2751.529297,0,4532.994629,6100.485352,6135.989746,0,6087.888672,6296.412598,0,0,5311.314941,0,0,0,0,8214.240234,8786.318359,0,11396.12988,9851.407227,10546.95313,0,0,4981.293945,14355.45703,18528.89844,0,11062.25,0,8560.164063,7245.491699,0,0,0,0,0,0,8704.395508,0,10397.49121,8298.541016,0,0,0,0,0.289589999999976
"608.01797 Da 368.46 s",609.02524,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21108.19531,21225.94922,24884.2832,18435.87109,31008.65039,0,29263.91602,14713.11719,16107.05762,0,0,0,0.0252400000000534
"1088.91122 Da 603.45 s",1089.9185,10.06,17572.37695,18434.81641,15566.16406,17545.04688,24873.48438,26520.49414,20792.90234,19546.23242,18257.00781,24654.65625,28797.04883,24553.20117,22416.23047,0,0,31403.82031,18968.3457,13209.7002,11146.29785,13043.49902,24234.41016,16835.85742,26388.29297,17933.39844,17389.41602,21823.46875,12730.38184,9758.732422,11166.30859,0,10693.31836,9792.788086,11725.16016,18787.72852,20111.08789,30486.99219,15415.47656,0,10924.44238,19200.63281,17145.34961,25259.49805,11101.75,7532.918945,6785.42041,0.918499999999995
"1437.82581 Da 347.92 s",719.92018,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014.49512,11852.77637,8815.330078,12745.56934,20244.62305,22708.46289,0,8712.396484,12747.43066,0,0,0,0.920179999999959
"932.63149 Da 562.19 s",933.63876,9.37,0,0,0,0,0,0,8167.225098,5229.463867,0,6425.880371,3599.099854,5702.955566,0,0,0,0,0,795.418457,0,0,1112.549561,0,0,0,1240.564331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.5363159,0,0,0,0,0.638760000000048
"869.46910 Da 355.48 s",870.47638,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98839.17969,97368.78125,107201.5156,207693.5313,197342.0781,187754.2969,91858.50781,109838.375,105036.5859,0,0,0,0.476379999999949
"566.28947 Da 603.66 s",567.29675,10.06,0,6639.998535,0,0,2813.231689,0,0,4347.686035,2023.407837,0,2615.567139,2406.829102,0,1607.816162,2056.251953,2029.021851,0,2453.680664,2588.911865,3546.95459,1377.059082,1993.467529,2989.368164,3146.889893,1976.870728,2196.172852,2707.91748,3260.104736,2681.071777,0,2659.115479,5429.482422,3593.198242,3582.195801,0,3493.235107,0,0,2608.981689,3319.627686,2375.024414,3477.7854,2312.815674,1810.406372,0,0.296749999999975
"648.44226 Da 504.36 s",649.44954,8.41,0,31541.27148,0,0,27086.98633,0,31215.10742,24360.75391,30809.85547,0,28909.78711,0,0,0,0,23620.79102,0,0,0,0,0,18723.89453,25861.51953,4060.166748,17274.875,0,0,10649.94238,0,0,0,0,0,7011.693359,0,0,0,0,0,20886.30078,0,0,0,0,0,0.449539999999956
"536.41630 Da 377.36 s",537.42358,6.29,6682.272949,7957.198242,6174.105469,5461.135254,0,0,4754.059082,0,0,7427.145508,0,0,6937.902832,0,0,42992.01563,0,0,0,0,0,0,0,0,0,0,0,0,26253.75586,7215.679199,0,0,0,0,0,0,0,0,118830.5,0,0,0,5646.579102,4925.879395,6466.715332,0.423580000000015
"731.54803 Da 408.68 s",732.5553,6.81,0,0,0,0,0,0,0,62709.66016,0,0,0,0,56603.72656,83830.65625,79816.04688,52805.88281,0,0,0,0,107743.0469,0,130623.2578,0,142241.5156,0,0,0,0,0,24985.80469,6774.688965,0,27015.38672,0,48622.69531,0,0,0,0,68787.59375,0,37933.33203,31202.87695,0,0.555299999999988
"615.41813 Da 438.92 s",616.42541,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6080.408691,0,0,0,0,0,0,0,0,0,0,0,0,0,8914.529297,8435.399414,9634.478516,0,5589.961426,0,6368.392578,8196.944336,7232.291992,0,0,0,0.425410000000056
"540.36364 Da 477.77 s",523.35954,7.96,19777.51172,0,0,59109.42578,29901.12695,0,30195.88672,21801.81836,14669.35449,18837.67773,23311.22852,26191.28516,9800.154297,0,0,10985.62988,9755.46875,8699.885742,26948.91992,31953.53516,38907.88672,21974.59961,13409.25098,17887.70117,25249.81641,22074.57813,23079.30859,8771.615234,4183.468262,4648.467285,10282.89063,11586.58594,7753.022461,19178.85547,20981.94922,20469.29297,3596.451416,72596.65625,0,14809.76563,17234.72852,16415.40039,5740.645508,6233.919922,5596.685059,0.359540000000038
"609.17531 Da 532.76 s",610.18259,8.88,0,980525.1875,394091.75,0,116462.6563,0,0,0,0,116308.0078,1131454.125,0,0,162995.2344,0,0,38682.33203,0,0,0,8747.644531,21450.38477,16533.40625,29154.16797,0,0,6712.289551,10926.08398,0,10931.82422,9915.469727,0,0,6330.708984,0,0,8598.989258,0,0,8088.10791,12781.04492,0,31846.43164,22751.2168,14947.84375,0.182590000000005
"909.23087 Da 571.47 s",910.23815,9.52,30345.14258,22121.35742,14719.77637,38358.79297,0,0,0,0,0,0,6398.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.682373,0,0,0,0.238150000000019
"937.69214 Da 495.44 s",938.69942,8.26,0,0,0,0,0,0,0,0,0,3788.712402,4336.075684,5544.12207,0,0,0,0,0,0,0,0,0,0,0,2473.647705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301.466309,0,0,0,0,0.699420000000032
"730.50287 Da 517.82 s",731.51014,8.63,0,9943.40332,0,0,11570.35547,9524.203125,0,0,7721.581055,0,0,0,6233.6875,8271.446289,0,0,5267.706055,943.0743408,630.2021484,0,2684.894775,0,0,4143.680176,0,2868.990479,1908.046143,1546.131592,1155.135864,0,0,0,0,499.3598938,856.3088379,1469.088867,0,1189.34375,1158.55249,0,0,1599.427856,1701.322754,0,0,0.510139999999978
"776.72483 Da 603.84 s",777.73211,10.06,0,0,0,0,2149.209961,0,4512.140625,2752.133301,6659.876465,2104.679932,5157.355469,3656.202148,5933.552734,3383.541992,2132.807129,1688.273682,2096.448486,3413.422607,2619.266113,2907.818604,4055.719482,8152.123535,8966.56543,10824.07715,6922.681641,4813.53125,4015.819824,5205.60498,2530.624512,1854.258301,2250.849365,0,0,1642.688721,0,2576.702881,2460.399414,2029.624756,1338.056152,1225.542114,1014.093567,2424.098145,2764.129639,1868.462524,799.1848145,0.732110000000034
"861.60221 Da 426.23 s",862.60949,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,8921.060547,0,0,0,0,0,0,0,0,0,0,0,8694.351563,0,6161.95752,0,0,0,0,0,13431.53418,11907.73438,11925.34375,0,0,0,0,11226.06055,0,0,0,0,0.609490000000051
"565.19381 Da 604.13 s",566.20109,10.07,12573.10156,21483.02344,14495.78223,12475.10254,0,0,11514.29004,8708.047852,9466.452148,11173.8623,6539.024902,14254.92871,14850.72949,13306.40332,8387.020508,6230.573242,6421.812012,5909.433105,0,1809.069336,3146.013428,0,5438.481445,10784.90039,4293.093262,0,4272.913574,2871.001709,3797.090088,4455.637207,1242.650269,0,2733.695068,3153.785156,3006.04834,7977.832031,0,0,10441.39453,5762.161133,6559.770508,13718.10059,6744.673828,7424.938965,7886.041504,0.201090000000022
"622.40547 Da 392.70 s",623.41275,6.54,0,0,0,0,0,0,0,0,0,0,7361.73584,0,0,0,0,0,0,0,14613.71094,0,12160.48242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6729,8061.230469,13075.9043,11861.5127,11892.84082,0,0,0,0.41274999999996
"339.39256 Da 603.48 s",340.39983,10.06,0,0,0,0,9247.503906,5165.611816,4109.987793,4006.952148,8992.027344,0,5207.522461,7854.916016,6299.188477,5336.162598,3740.124023,5845.68457,4944.864746,0,0,4977.447754,0,3867.87915,0,6953.66748,0,0,0,5337.731934,0,4780.028809,4479.695313,0,0,4768.29248,4806.797363,0,0,0,2470.521973,4224.262695,0,0,7124.159668,7732.965332,3431.034912,0.399830000000009
"647.41630 Da 447.95 s",648.42358,7.47,0,0,0,10320.07715,0,0,7323.371094,7340.813965,0,0,9583.327148,0,0,0,10305.36523,0,0,0,0,0,0,0,0,0,0,9965.405273,0,3202.320557,0,0,0,0,0,15228.89844,16712.29297,15815.33398,0,11438.21191,9352.603516,0,0,13637.04883,0,0,0,0.423580000000015
"880.65542 Da 479.75 s",881.66269,8,0,0,0,0,0,0,0,0,0,0,0,7543.539063,9892.893555,4748.558105,4555.338867,0,0,0,0,0,0,0,0,0,3503.212402,0,5526.763672,6531.663086,4575.663086,5046.244141,3868.525635,0,0,0,0,0,6498.932617,6194.669922,5505.020508,4049.443359,2504.817383,3590.485596,0,4299.290039,0,0.662689999999998
"936.66485 Da 477.72 s",937.67213,7.96,0,0,0,0,0,0,0,6050.601074,0,5674.655762,8193.398438,0,0,0,0,0,0,0,0,0,4369.797363,4836.48877,0,3868.57666,3989.431396,0,0,5890.858398,3288.220947,3947.889893,0,2765.066895,0,2636.430176,4622.251953,3004.504395,6366.888184,0,0,0,0,0,0,0,0,0.672130000000038
"635.41163 Da 288.73 s",636.4189,4.81,0,0,0,0,0,3531.369873,0,0,0,0,0,3866.125732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.001953,0,0,0,3434.229248,90921.17188,87355.89063,92277.94531,0,190613.8594,0,63568.83203,68630.11719,66153.28125,3112.5979,0,0,0.418900000000008
"602.33253 Da 394.62 s",603.33981,6.58,0,0,0,0,0,0,0,0,0,11403.82227,10330.75586,12787.02148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339810000000057
"354.24426 Da 407.80 s",355.25153,6.8,0,17054.5625,0,15377.79688,14483.94922,12302.22168,14948.05762,14004.96387,14906.56641,11983.78125,0,0,10516.61523,12278.42578,11425.5625,12387.6123,15718.15039,13062.2832,5803.813477,10235.75293,8347.02832,11193.94824,10326.71094,0,17162.79102,20805.06836,21369.54688,10398.85938,0,11251.35352,21690.55469,18896.625,16174.83887,0,10272,14475,18473.04297,0,0,9935.06543,0,8478.100586,12303.44629,10863.98145,11878.62012,0.251530000000002
"727.58175 Da 556.41 s",728.58903,9.27,10218.96973,10753.60938,9605.817383,12010.74609,0,5128.136719,6305.926758,6097.446289,6129.769043,7234.657715,5815.144043,5198.177734,4161.346191,4252.79541,1830.402222,2730.611328,0,0,0,0,853.9429932,1270.971802,1186.631226,0,631.8311157,0,639.2202148,0,0,0,0,0,0,0,595.2973022,0,882.4528198,532.2872314,922.4624634,1556.255371,0,1381.827881,0,0,0,0.58902999999998
"1830.14155 Da 298.42 s",611.05446,4.97,0,0,0,0,2468.742188,0,1666.559082,0,0,0,0,0,0,0,0,0,1910.730835,0,6248.717773,6297.927734,7958.744141,1485.998047,2503.899414,2118.975586,4829.693359,5013.841797,5382.668945,0,0,0,4261.782227,3722.992432,4065.376953,20225.72266,16256.69238,22050.44531,0,9357.085938,0,3797.436523,4691.508789,4707.892578,0,0,0,0.0544599999999491
"404.26958 Da 391.76 s",405.27686,6.53,0,0,0,0,2754.018311,0,0,12319.95605,0,19455.63477,0,18644.44141,13467.24414,4476.476074,0,0,0,0,12149.68262,11540.23242,15760.5,0,14808.42578,18375.73047,6505.89502,0,19244.3418,0,12711.77441,14522.9541,0,0,11637.96289,0,0,0,16694.46094,0,21711.51563,0,33382.01172,0,0,0,14638.5625,0.276859999999999
"274.19835 Da 360.65 s",275.20562,6.01,0,0,0,8825.506836,5319.275391,1811.5,8318.492188,5839.16748,5279.927734,5187.751465,0,4929.15918,0,1707,1453.833862,1556.495483,3750.217285,4560.849121,13063.5,6975.5,3038.5,4339.416016,3819.86792,3473.942627,1911.755859,3701.802734,4756.147461,1146.446411,1725.5,1087.942505,8611.244141,6812.897461,8182.15332,4136.584473,3320.257813,0,0,0,0,4846.229492,3628.530029,3823.861572,0,1154.620361,0,0.20562000000001
"651.45302 Da 365.34 s",652.4603,6.09,0,0,0,12379.23828,9621.005859,11513.2793,14365.52441,0,11607.9043,0,4803.762207,0,2442.740479,0,3375.487793,0,0,0,0,0,0,0,0,4300.987305,0,0,0,0,0,0,0,0,7804.5,0,0,0,0,0,0,0,0,0,0,878.1400146,0,0.460299999999961
"928.72862 Da 544.61 s",929.73589,9.08,15645.12891,16775.75977,12754.33008,0,0,0,0,0,4545.739258,0,0,0,0,5098.585938,3370.179199,1930.327515,0,0,0,368.8138733,0,0,0,1329.21814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.0747375,0,0,0,0,0,0,0.73589000000004
"528.36080 Da 456.46 s",529.36807,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6326.908203,0,0,0,0,0,0,0,6382.154785,0,1682.909302,0,0,0,0,18487.31445,15701.79199,21169.53516,0,0,0,0,0,0,0,0,0,0.368069999999989
