Compound,mz,rt,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12871,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12872,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12873,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12912,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12938,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12966,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12909,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12935,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12964,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12913,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12931,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12960,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12910,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12933,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12957,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12914,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12940,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12963,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12911,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12936,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12958
1049.77397 Da 37.07 s,1050.78124,0.62,0,0,0,0,0,0,5829.335449,4969.817871,4229.230469,0,0,0,0,3977.252197,0,0,0,0,7078.484863,6765.746094,5231.412598
1177.75844 Da 37.08 s,1178.76572,0.62,0,0,0,0,0,0,4225.821777,5534.427246,4418.783203,0,0,0,3526.97998,4496.229492,4822.964844,0,0,0,0,4173.303711,3784.101318
981.78522 Da 37.08 s,982.7925,0.62,0,0,0,0,0,0,7812.675293,8875.298828,7644.380371,0,0,0,7045.504883,7209.740234,6391.86084,0,0,0,10774.68652,9433.631836,8726.22168
1811.61976 Da 37.08 s,906.81716,0.62,0,0,0,1674.27124,1552.338745,1426.635498,23929.13867,24611.0332,25706.92578,0,0,0,24395.26563,27210.42578,23264.52539,0,0,1140.490845,23409.88477,21522.08203,20669.47461
974.29785 Da 37.08 s,975.30513,0.62,0,0,0,0,0,0,5879.048828,5702.895508,6748.140625,0,0,0,6515.996094,6462.806641,6986.586914,0,0,0,4960.214844,6760.867676,5923.745117
1533.65401 Da 37.08 s,767.83428,0.62,0,0,0,0,0,0,7625.748535,7783.272461,8614.750977,0,0,0,5560.313477,6046.805176,5719.920898,0,0,0,9162.040039,7697.655762,9700.963867
940.30408 Da 37.08 s,941.31136,0.62,0,0,0,0,0,0,7724.302246,7550.033691,8168.590332,0,0,0,7222.999023,8349.969727,7488.922363,0,0,0,7426.147461,7025.913086,6714.513184
1623.63371 Da 37.08 s,812.82413,0.62,0,0,0,1655.302979,0,1847.993286,16914.87109,16169.09863,20094.01563,0,0,0,13322.31543,13151.54883,12425.83203,1580.195435,1289.634033,1708.876831,18828.28906,20069.48828,18507.93164
1008.29279 Da 37.09 s,1009.30007,0.62,0,0,0,0,0,0,4526.062012,4864.631348,4895.52002,0,0,0,5052.221191,5378.824219,5141.165527,0,0,0,4747.536133,4714.129883,4897.989258
567.88134 Da 37.09 s,568.88861,0.62,0,0,0,0,713.7401733,0,4103.817871,5041.660645,4217.344238,775.8656006,591.2759399,632.7808838,3584.0979,4448.369629,3363.538086,642.0578003,0,808.2445068,3661.536621,4910.138672,3380.245605
1896.58113 Da 37.09 s,949.29784,0.62,0,0,0,0,0,0,0,0,3855.94873,0,0,0,0,0,0,0,0,0,4422.307617,4577.398926,4078.671875
1639.60685 Da 37.09 s,820.8107,0.62,0,0,0,0,0,0,0,0,6376.106934,0,0,0,0,0,3055.017334,0,0,0,8708.089844,7795.534668,7888.560059
1004.78134 Da 37.09 s,1005.78861,0.62,0,0,0,0,0,0,5350.561523,4144.866211,4436.819336,0,0,0,0,2688.991211,3026.164551,0,0,0,4339.703613,0,4241.508301
1038.77624 Da 37.10 s,1039.78352,0.62,0,0,0,0,0,0,2972.891113,2841.002197,3243.84668,0,0,0,0,0,0,0,0,0,3522.846191,3703.719971,3529.803223
1617.61380 Da 37.10 s,809.81417,0.62,0,0,0,0,0,0,0,4403.354004,4471.813965,0,0,0,3000.395508,0,2982.720459,0,899.3249512,0,5871.449707,5118.114746,5983.556152
1465.66989 Da 37.10 s,733.84222,0.62,0,0,0,0,0,0,5995.617188,7403.678223,5583.188477,0,0,0,4849.817383,0,0,0,0,0,6070.972656,6343.921875,6445.718262
1471.68618 Da 37.11 s,736.85037,0.62,0,0,0,0,0,0,26806.71289,26731.49805,26919.44336,0,0,0,27607.42969,29888.94531,0,0,0,0,26106.2168,26603.48438,21966.5918
1759.60765 Da 37.11 s,880.8111,0.62,0,0,0,0,0,0,16450.98828,15347.78418,13976.4834,0,0,0,0,0,11421.38672,1111.062988,1195.786621,1383.314819,0,15783.27832,16263.22754
777.82367 Da 37.12 s,778.83095,0.62,0,0,0,1536.804199,1992.387817,1677.77002,19638.26563,18952.11914,0,0,0,1740.342529,12728.76855,14368.33691,0,0,0,2253.612061,0,0,18678.66602
1404.70479 Da 37.13 s,703.35967,0.62,0,0,0,0,0,0,5355.865723,6110.328613,5271.944824,0,0,0,5355.305176,5686.918945,5787.616211,0,0,0,4463.399414,5234.174316,5805.663086
1143.76549 Da 37.13 s,1144.77276,0.62,0,0,0,0,0,0,6088.509277,5121.895508,4392.845703,0,0,0,5769.979492,7885.591797,5718.662598,0,0,0,5551.472168,5072.047852,3671.67749
876.79701 Da 37.13 s,877.80428,0.62,0,0,0,0,0,0,0,5399.314453,0,0,0,0,2287.852295,2149.055664,3301.793945,0,982.4238281,0,0,0,5711.533691
1691.62024 Da 37.13 s,846.8174,0.62,0,0,0,0,0,0,18397.2168,18058.08594,17579.64453,0,0,0,12493.57715,0,0,0,0,0,17230.51172,0,0
913.79784 Da 37.14 s,914.80511,0.62,0,0,0,0,0,0,14059.40234,15421.15039,12422.1084,0,0,0,9689.769531,8828.160156,9050.364258,0,0,0,15487.33301,16199.08301,16557.49219
1743.63263 Da 37.14 s,872.82359,0.62,0,0,0,0,1573.249512,2284.301025,27133.10938,26616.36328,26143.75391,0,0,0,27861.30273,28732.50391,28808.87305,1698.185059,2182.817139,1730.454956,26882.91211,23415.33594,22493.08594
947.79090 Da 37.14 s,948.79818,0.62,0,0,0,0,0,0,12356.27246,12304.95801,11980.79395,0,0,0,8375.118164,8202.378906,7635.20752,0,0,0,12512.7998,13759.37988,11876.64648
1489.65884 Da 37.15 s,745.8367,0.62,0,0,0,0,0,0,4182.345215,4648.408691,3850.153809,0,0,0,0,2477.22583,2564.935547,0,0,0,3873.422119,4354.206543,3817.001709
1760.60875 Da 37.16 s,881.31165,0.62,0,0,0,0,0,0,5831.572754,6142.223633,5736.391113,0,0,0,0,4062.623779,3521.589111,0,0,0,5355.887207,6352.001465,5671.443848
1549.62663 Da 37.16 s,775.82059,0.62,0,0,0,0,0,0,2736.620605,3906.749512,4272.347656,0,0,0,3193.008057,3870.487061,0,0,0,0,4244.072754,4411.851563,4324.106445
1571.62019 Da 37.16 s,786.81737,0.62,0,0,0,0,0,0,6053.129883,5802.597656,5934.533691,0,0,0,2494.545654,3351.725098,0,0,0,0,8499.699219,8843.113281,8315.983398
1335.71248 Da 37.17 s,668.86351,0.62,0,0,0,0,0,0,9818.521484,8964.700195,9368.447266,0,0,0,10820.91309,11668.50781,9419.981445,0,0,0,9553.12207,0,7616.152344
1625.63365 Da 37.17 s,813.8241,0.62,0,0,0,0,0,0,5740.15625,5391.677734,4825.678223,0,0,0,3150.228516,3115.79126,2549.377686,0,0,0,5146.348633,4909.25,4824.10791
1031.28859 Da 37.17 s,1032.29587,0.62,0,0,0,0,0,0,2776.910156,4371.05957,2891.956543,0,0,0,0,3049.768066,2678.727783,0,0,0,2875.251221,2506.317139,0
702.84998 Da 37.17 s,703.85725,0.62,0,0,0,0,0,0,3137.07666,3627.381592,2271.813232,0,0,0,2953.138184,3411.063965,3277.229004,0,0,0,1877.169434,3885.148438,2327.51001
1397.67825 Da 37.22 s,699.8464,0.62,0,0,0,0,0,0,0,3931.174316,3525.212646,0,0,0,2415.031494,0,2390.224854,0,0,0,3398.787109,4911.803711,3745.810791
1488.66499 Da 37.22 s,745.33977,0.62,0,0,0,0,0,0,4741.182129,4480.403809,4123.068359,0,0,0,0,3486.038086,2929.425293,0,0,0,4519.229004,5323.096191,4104.058594
1685.60304 Da 37.23 s,843.80879,0.62,0,0,0,0,0,0,0,0,5516.061035,0,0,0,3483.681885,0,3180.337158,0,0,0,6091.212402,4779.791504,5081.762695
1776.58571 Da 37.27 s,889.30013,0.62,0,0,0,0,0,0,2224.926025,2297.581055,2678.091553,0,0,0,0,0,0,0,0,0,2887.140137,2822.942627,2706.49292
1708.60173 Da 37.33 s,855.30814,0.62,0,0,0,0,0,0,2162.689453,1951.091797,2352.772461,0,0,0,1693.437988,0,0,0,0,0,3664.740967,2826.030029,3633.281494
1420.67188 Da 37.33 s,711.34322,0.62,0,0,0,0,0,0,3421.814453,3181.104736,2647.719727,0,0,0,0,0,0,0,0,0,3891.70459,3451.031738,4002.329346
1472.69274 Da 37.39 s,737.35365,0.62,0,0,0,0,0,0,7479.276855,8101.796875,7234.819824,0,0,0,8605.475586,9314.773438,7011.46875,0,0,0,7734.915039,8051.718262,7620.507324
483.19600 Da 37.41 s,242.60528,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417.21934 Da 37.59 s,209.61695,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662.61131 Da 37.60 s,832.31293,0.63,0,0,0,0,0,0,2027.103638,2117.190674,2533.299805,0,0,0,0,0,0,0,0,0,0,2738.378906,2487.422119
1663.60830 Da 37.69 s,832.81143,0.63,0,0,0,0,0,0,2280.132568,2111.646484,2533.299805,0,0,0,1815.087646,1410.488892,1794.485107,0,0,0,2549.795166,2738.378906,2240.821045
1594.62275 Da 37.71 s,798.31865,0.63,0,0,0,0,0,0,1645.873291,2619.336182,0,0,0,0,2276.623535,2087.714111,2286.888916,0,0,0,0,2252.505127,1283.576172
378.18748 Da 37.95 s,190.10102,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515.14514 Da 38.49 s,258.57985,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238.10409 Da 39.03 s,239.11137,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253.05726 Da 39.12 s,254.06453,0.65,0,0,0,2419.776611,2248.224121,2740.21582,0,0,0,3035.134766,2540.791748,2848.106201,0,0,0,1942.862427,2193.35376,2341.455566,0,0,0
738.35962 Da 39.24 s,370.18709,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.64657 Da 39.28 s,320.65385,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559.33857 Da 39.37 s,280.67656,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607.33680 Da 39.54 s,304.67568,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449.27101 Da 39.56 s,225.64278,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621.35488 Da 39.66 s,311.68472,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644.88289 Da 39.74 s,645.89017,0.66,0,0,0,0,0,0,2943.299805,3262.033203,2918.144531,0,0,0,1490.335083,2740.120117,1453.310669,0,0,0,2597.536377,2919.450439,2600.727295
712.87140 Da 39.85 s,713.87867,0.66,0,0,0,0,0,0,2123.316895,3168.789551,2496.850098,0,0,0,1393.486694,1658.745728,1552.709473,0,0,0,2309.842529,2239.449951,2233.587646
554.90324 Da 40.00 s,555.91051,0.67,0,0,0,0,0,0,2128.453857,3175.873047,2011.483643,0,0,0,2024.910156,0,1532.050903,0,0,0,1782.502197,2521.4104,2323.602539
701.41136 Da 40.09 s,351.71296,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576.89786 Da 40.10 s,577.90514,0.67,0,0,0,0,0,0,3021.065674,3360.259277,3360.255859,0,0,0,2212.935059,3053.055664,1887.154175,0,0,0,3528.302246,3450.020264,2858.900391
674.32949 Da 40.20 s,338.17202,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580.33093 Da 40.21 s,291.17274,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440.92370 Da 40.28 s,441.93098,0.67,0,0,0,0,0,0,2854.455322,2621.915039,2705.749023,0,0,0,1922.30188,1928.485229,1866.931274,0,0,0,3253.558594,2848.850586,3015.314697
587.34460 Da 40.49 s,294.67958,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.13017 Da 40.60 s,200.13744,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655.90596 Da 40.72 s,656.91324,0.68,0,0,0,0,0,0,3152.632324,2943.48291,3056.783936,0,0,0,1884.124878,2276.724365,2077.830322,0,0,0,2578.002441,2539.412598,2812.059082
236.96368 Da 40.88 s,237.97096,0.68,0,0,0,0,309.3121643,0,6819.263184,6648.759766,6653.570801,0,0,0,5601.657227,6677.764648,6699.28125,0,0,0,7522.134766,6889.305664,6218.713379
587.91815 Da 40.88 s,588.92543,0.68,0,0,0,0,0,0,4871.691895,4711.875488,5760.847656,0,0,0,3648.878174,4202.568848,4098.657715,0,0,0,4845.230957,5275.369141,5235.105957
519.93184 Da 40.94 s,520.93911,0.68,0,0,0,0,0,0,6919.074707,5705.275391,6848.904785,0,0,0,4092.294189,6035.677734,4898.641113,0,0,0,7169.084961,6521.322266,5795.503906
565.92514 Da 40.97 s,566.93241,0.68,0,0,0,0,0,0,3595.20752,3713.969238,2913.381104,0,0,0,2408.10498,2319.677246,2368.614502,0,0,0,3416.126465,2974.179443,3314.934326
140.07545 Da 41.00 s,141.08273,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138.55453 Da 41.07 s,380.52545,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666.92683 Da 41.12 s,667.9341,0.69,0,0,0,0,0,0,5134.46582,4774.157227,5081.738281,0,0,0,3075.285645,3503.909424,3636.476563,0,0,0,4808.250488,4205.270508,3871.941406
719.32669 Da 41.12 s,360.67062,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644.93185 Da 41.17 s,645.93913,0.69,0,0,0,0,0,0,3800.126709,3529.699463,2968.789795,0,0,0,1247.809448,2293.694824,0,0,0,0,2901.300293,2501.18042,2727.7854
1138.59962 Da 41.18 s,380.54048,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139.56107 Da 41.18 s,380.86097,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487.09928 Da 41.21 s,488.10656,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.21820 Da 41.21 s,193.61638,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363.19642 Da 41.21 s,364.20369,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.26964 Da 41.25 s,274.6421,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644.37522 Da 41.28 s,323.19489,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655.95376 Da 41.28 s,656.96103,0.69,0,0,0,0,0,0,2814.449951,2154.914551,2889.758301,0,0,0,1341.43103,2478.989746,2463.404541,0,0,0,1952.36438,3113.343506,0
451.94467 Da 41.30 s,452.95195,0.69,0,0,0,361.3854675,0,251.9934692,8553.270508,8202.142578,7249.217285,0,0,0,6926.700195,5999.09668,6547.638672,0,0,0,7736.925781,8148.088379,9043.141602
745.93599 Da 41.32 s,746.94327,0.69,0,0,0,0,0,0,3012.219727,3238.960693,2221.863525,0,0,0,0,1859.2771,2203.417969,0,0,0,2760.49585,2615.816162,2019.742065
612.38976 Da 41.34 s,307.20215,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.18222 Da 41.36 s,198.09839,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677.94872 Da 41.36 s,678.956,0.69,0,0,0,0,0,0,4336.828125,6386.14502,5495.146484,0,0,0,3810.702148,4779.860352,4217.631348,0,0,0,4141.070313,5519.009766,3739.230957
657.07737 Da 41.38 s,658.08465,0.69,0,0,0,0,0,0,0,0,0,0,0,0,2580.340088,2801.428711,2661.480713,0,0,0,0,0,0
598.93988 Da 41.42 s,599.94716,0.69,0,0,0,0,0,0,7678.077148,8142.901367,6958.219727,0,0,0,5630.130859,5842.021484,4856.766602,0,0,0,6824.863281,6167.850586,6641.288086
772.05090 Da 41.42 s,387.03273,0.69,0,0,0,0,0,0,21054.08984,19830.79102,20305.11719,0,0,0,22310.43164,19047.98438,22923.74609,0,0,0,12094.1123,13159.73926,11875.92969
497.93797 Da 41.42 s,498.94524,0.69,0,0,0,0,0,0,3254.704834,3863.144531,3859.230957,0,0,0,3148.985107,4127.302734,4064.227295,0,0,0,4596.44873,4592.424316,3893.051758
508.95940 Da 41.44 s,509.96667,0.69,0,0,0,0,0,0,7133.904785,6950.526855,5822.320801,0,0,0,4119.231445,3412.908203,4979.057617,0,0,0,4662.589844,5149.498535,5211.56543
576.94604 Da 41.48 s,577.95332,0.69,0,0,0,0,0,0,4341.598633,2703.557373,4301.103516,0,0,0,2774.983643,2901.175049,3360.00415,0,0,0,3382.084961,3678.312012,2896.11792
524.01872 Da 41.56 s,525.026,0.69,0,0,0,0,0,0,3706.308838,2555.31958,3296.041748,0,0,0,3326.51001,2684.731689,2559.238525,0,0,0,0,2818.306641,0
552.96442 Da 41.57 s,553.97169,0.69,0,0,0,938.7315674,819.4912109,900.0276489,2813.181641,2190.882324,2590.241211,801.9641113,502.48703,0,3323.586182,3901.159668,2967.599609,0,0,0,2751.510254,2522.135498,1863.157349
782.08909 Da 41.61 s,392.05182,0.69,0,0,0,0,0,0,0,0,0,0,0,0,4569.904785,5794.199219,4679.31543,0,0,0,0,0,0
272.99661 Da 41.67 s,274.00389,0.69,0,0,0,0,0,0,1186.709961,1212.4646,1802.746826,0,0,0,1872.110229,1221.390503,2601.299561,0,0,0,0,901.8984985,0
516.05825 Da 41.67 s,517.06553,0.69,0,0,0,0,0,0,0,0,0,0,0,0,2946.089844,2275.878662,2915.144043,0,0,0,0,0,0
427.95143 Da 41.72 s,428.95871,0.7,0,0,0,3829.768066,3747.562012,3993.184814,4203.647461,4364.973633,3474.151611,3445.073242,3368.422363,3350.181396,6001.256348,4474.876465,5248.753906,2990.405029,3285.835205,2975.544922,3893.86499,3589.373291,4572.280762
688.19645 Da 41.74 s,689.20373,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420.21063 Da 41.75 s,421.21791,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.05181 Da 41.76 s,186.05909,0.7,0,0,0,0,0,0,2227.635986,2320.464844,0,0,0,0,0,0,0,0,0,0,2452.362549,3021.444824,2215.54126
301.90583 Da 41.81 s,302.91311,0.7,0,0,0,2386.458984,2592.990967,2339.513428,317.3113708,0,0,2618.829102,2408.473633,2176.649658,669.8136597,462.2375488,447.0914917,2341.60498,2001.383911,2000.938599,0,0,407.4927673
510.07376 Da 42.63 s,256.04416,0.71,0,0,0,0,0,0,0,0,0,2010.747314,1639.921875,1783.265625,4897.994141,4290.239746,3746.686279,0,0,0,0,0,0
418.97955 Da 42.64 s,210.49705,0.71,0,0,0,0,0,0,2680.856201,1422.473145,3017.255859,0,0,0,2076.620605,0,2312.927002,0,0,0,1961.984131,0,1951.120117
395.02275 Da 42.77 s,396.03003,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418.92828 Da 42.84 s,419.93556,0.71,0,0,0,0,0,0,2131.22876,2779.737549,2209.886963,0,0,0,2727.034424,2382.60376,2027.977051,0,0,0,2464.629883,2670.453857,2342.61084
1682.48856 Da 42.95 s,842.25155,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838.057617,4538.48877,4735.327637
486.91523 Da 42.97 s,487.9225,0.72,0,0,0,0,0,0,2701.465332,2865.063721,2624.322021,0,0,0,0,2305.797363,1911.397583,0,0,0,2326.108154,2528.383057,2531.901367
736.29113 Da 43.03 s,369.15284,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619.30126 Da 43.06 s,310.65791,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.03764 Da 43.22 s,219.04491,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656.37055 Da 43.33 s,219.79746,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555.22115 Da 43.35 s,556.22843,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477.27644 Da 43.54 s,239.64549,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149.59643 Da 44.10 s,150.60371,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714.39579 Da 44.36 s,358.20517,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234.06536 Da 44.38 s,235.07263,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.96174 Da 44.77 s,261.96902,0.75,0,0,0,0,0,0,2934.830566,2315.306885,2776.511963,0,0,0,1575.193115,2055.540283,2080.172852,0,0,0,2134.30835,2451.336426,2169.045654
662.36665 Da 44.90 s,332.1906,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.36522 Da 45.45 s,356.18989,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157.10808 Da 45.45 s,158.11536,0.76,0,0,0,0,385.6849365,0,884.5459595,1118.959351,899.1923828,0,0,0,726.4957886,0,610.8717041,336.6005249,0,0,0,1197.873047,1248.148438
273.13964 Da 45.81 s,274.14691,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686.36626 Da 45.87 s,344.19041,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428.20739 Da 46.33 s,215.11097,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251.10820 Da 46.47 s,252.11547,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609.31191 Da 46.55 s,305.66323,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728.22985 Da 46.58 s,365.1222,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798.48650 Da 46.62 s,400.25052,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889.39899 Da 46.63 s,445.70677,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.10083 Da 46.79 s,330.10811,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566.26457 Da 46.83 s,284.13956,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506.26498 Da 46.90 s,254.13977,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571.33484 Da 46.90 s,286.6747,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.89937 Da 46.98 s,260.90665,0.78,0,0,0,312.3985291,0,0,753.7728882,613.6097412,414.6943665,388.9471741,355.2043762,0,537.3170776,568.3837891,781.6205444,367.3836365,0,0,817.3835449,573.2015991,565.9039917
691.35668 Da 46.98 s,346.68562,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420.20204 Da 47.02 s,421.20932,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541.33545 Da 47.02 s,271.675,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573.30812 Da 47.03 s,287.66133,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659.35631 Da 47.05 s,330.68543,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320.69174 Da 47.05 s,321.69901,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354.70339 Da 47.05 s,355.71067,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748.37875 Da 47.05 s,375.19665,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796.38454 Da 47.05 s,399.19954,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434.74116 Da 47.05 s,435.74844,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785.40484 Da 47.05 s,393.7097,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342.68828 Da 47.05 s,343.69556,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558.31594 Da 47.05 s,280.16525,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811.40855 Da 47.06 s,406.71155,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.18658 Da 47.07 s,373.19386,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734.20988 Da 47.12 s,368.11222,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570.23841 Da 47.12 s,571.24569,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780.37477 Da 47.17 s,391.19466,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.26580 Da 47.20 s,252.64018,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792.40714 Da 47.20 s,397.21085,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776.38247 Da 47.22 s,389.19851,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
