"FEATURE_ID","RT","PEPMASS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","sample_blank_MeanIntensity","sample_full_mix_MeanIntensity","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
194,73.32,406.13503,,,,ION=[M+H]+,,,34856.84,7.74,28576.53,23.23,0.00,0.00,16162.84,34709.91,34856.84
195,73.32,326.09925,,,,ION=[M+H]+,,,18921.13,12.02,13672.07,0.00,36.05,0.00,18921.13,10283.29,11811.79
196,76.39,244.08802,NA,"1-(2-hydroxy-3-methoxy-2-methylpropyl)-3-thiophen-2-ylurea","C10H16N2O3S",ION=[M+H]+,,,328448.41,40.72,216254.70,122.15,0.00,0.00,63264.40,257051.28,328448.41
197,76.40,95.00082,,,,ION=[M+H]+,,,17384.69,5274.58,11780.84,7815.14,1187.28,6821.32,17384.69,9419.77,8538.04
198,76.55,96.02101,NA,"2-Cyclopentene-1,4-dione","C5H4O2",ION=[M+H]+,,,12084.17,4254.33,10008.43,3923.63,0.00,8839.37,9731.70,12084.17,8209.43
199,76.70,1486.38548,,,,ION=[M+H+H]2+,,,10495.94,4.12,7828.08,12.37,0.00,0.00,10495.94,6768.48,6219.82
200,80.00,253.14275,11.525,"1-(3-methoxypropyl)-3-[(2-methoxypyridin-3-yl)methyl]urea","C12H19N3O3",ION=[M+H]+,,,19485.61,24.10,14705.23,72.30,0.00,0.00,5880.66,19485.61,18749.43
201,83.31,107.03703,,,,ION=[M+H]+,,,60839.74,14.73,47419.12,0.00,0.00,44.18,24428.97,60839.74,56988.66
202,87.65,115.06348,2.481,"D-Proline","C5H9NO2",ION=[M+H]+,"C00763","344-25-2",396635.81,51.07,327185.26,0.00,110.15,43.06,261953.09,396635.81,322966.88
203,96.96,172.07146,,,,ION=[M+H]+,,,346744.03,164464.33,2327.56,346744.03,129775.97,16872.99,0.00,3512.63,3470.06
204,100.18,193.11035,,,,ION=[M+H]+,,,235948.73,105443.49,16058.74,39404.27,40977.47,235948.73,118.02,23190.49,24867.70
205,108.27,58.04171,,,,ION=[M+H]+,,,613772.31,225969.54,344321.86,58255.30,613772.31,5880.99,273212.44,409198.38,350554.78
206,110.64,185.94922,,,,ION=[M+H]+,,,416816.75,148027.42,67273.04,21103.90,416816.75,6161.60,18533.24,98266.13,85019.76
207,112.16,238.15448,,,,ION=[M+H]+,,,47517.84,22966.96,39898.70,20026.82,19943.07,28931.00,47517.84,36511.93,35666.32
208,113.17,41.02650,,,,ION=[M+H]+,,,277201.59,95369.10,168292.12,8905.72,277201.59,0.00,227643.88,141266.86,135965.63
209,113.72,144.92251,,,,ION=[M+H]+,,,51230.64,5228.05,39079.82,4896.23,2150.48,8637.42,51230.64,35086.75,30922.07
210,117.19,153.04266,,,,ION=[M+H]+,,,157060.33,89.10,120334.75,238.21,29.08,0.00,52904.10,157060.33,151039.83
211,117.83,216.09814,,,,ION=[M+H]+,,,75480.70,37085.00,42513.65,30747.92,48744.96,31762.12,75480.70,24959.28,27100.96
212,129.51,200.10262,,,,ION=[M+H]+,,,84278.30,82820.67,1473.78,84278.30,80972.63,83211.09,2413.90,2007.44,0.00
213,129.55,145.05308,1.756,"4-formyl Indole","C9H7NO",ION=[M+H]+,,"1074-86-8",384369.53,36.11,265676.29,23.92,30.67,53.74,30711.90,381947.44,384369.53
214,129.55,143.07389,3.193,"quinaldine","C10H9N",ION=[M+H]+,,"91-63-4",93168.38,598.87,63498.60,616.92,919.75,259.93,6205.83,91121.59,93168.38
215,129.87,187.06398,34.340,"Indoleacrylic acid","C11H9NO2",ION=[M+H]+,,"1204-06-4",4572038.50,13.08,3345202.83,39.25,0.00,0.00,940035.00,4523535.00,4572038.50
216,130.42,137.11630,,,,ION=[M+H]+,,,37515.91,45.21,35013.28,53.86,81.78,0.00,30858.27,36665.67,37515.91
217,130.57,120.02118,,,,ION=[M+H]+,,,15837.86,1196.79,15453.43,801.08,0.00,2789.28,15837.86,14839.25,15683.17
218,130.73,76.00573,,,,ION=[M+H]+,,,8929.21,9.43,7410.83,28.29,0.00,0.00,8929.21,6720.89,6582.39
219,130.88,327.00730,,,,ION=[M+H]+,,,28256.02,72.44,20982.87,103.14,15.95,98.21,28256.02,16701.05,17991.53
220,130.88,64.03097,,,,ION=[M+H]+,,,8254.94,13.69,7247.62,41.08,0.00,0.00,8254.94,6831.90,6656.03
221,133.21,299.19370,,,,ION=[M+H]+,,,7154.95,6968.45,1385.31,7154.95,6664.55,7085.85,767.85,1548.58,1839.50
222,135.33,134.09438,NA,"Ethoxyethoxyethanol","C6H14O3",ION=[M+H]+,,"111-90-0",509166.91,405764.21,22113.61,341237.66,509166.91,366888.06,14230.00,26513.77,25597.06
223,139.06,204.05358,,,,ION=[M+H]+,,,6775.01,98.99,6092.01,160.37,136.59,0.00,5424.17,6076.86,6775.01
224,139.55,343.22093,,,,ION=[M+H]+,,,17817.75,11962.07,9471.38,11976.15,12751.47,11158.59,1930.85,8665.54,17817.75
225,142.55,113.08363,NA,"?-Caprolactam","C6H11NO",ION=[M+H]+,"C06593","105-60-2",57798.27,51193.66,37841.81,47914.21,47868.50,57798.27,17350.49,48704.37,47470.56
226,143.92,387.24670,,,,ION=[M+H]+,,,19003.08,12900.04,13688.36,12573.02,12791.95,13335.15,9940.82,12121.17,19003.08
227,148.68,431.27318,,,,ION=[M+H]+,,,16990.04,12321.88,13347.55,11751.26,11717.78,13496.59,10310.41,12742.18,16990.04
228,150.40,254.26097,,,,ION=[M+H]+,,,51431.18,45864.03,12022.38,51431.18,45819.69,40341.23,17666.42,17166.48,1234.25
229,150.59,921.00223,,,,ION=[M+H]+,,,169638.72,158457.38,44374.37,169638.72,154755.69,150977.73,67225.66,65897.45,0.00
230,151.59,170.09201,,,,ION=[M+H]+,,,67948.15,59584.56,20615.42,67948.15,53693.69,57111.85,32262.76,14122.33,15461.17
231,151.81,214.11834,,,,ION=[M+H]+,,,26840.47,24977.39,8041.82,26840.47,23274.57,24817.13,11322.36,6264.25,6538.85
232,151.87,776.50369,,,,ION=[M+H+H]2+,,,4468.45,596.79,4030.17,1790.37,0.00,0.00,3847.96,4468.45,3774.11
233,151.95,212.10270,,,,ION=[M+H]+,,,21874.51,15417.81,3875.29,21874.51,11306.06,13072.85,0.00,6348.81,5277.04
234,152.35,762.48911,,,,ION=[M+H+H]2+,,,31361.19,49.61,28388.09,148.83,0.00,0.00,31361.19,27068.78,26734.31
235,152.70,185.94914,,,,ION=[M+H]+,,,576366.81,372198.74,104364.02,21551.59,518677.81,576366.81,143608.47,84671.14,84812.44
236,153.31,167.05841,,,,ION=[M+H]+,,,263162.31,30.33,97832.82,44.70,46.30,0.00,263162.31,14911.16,15424.99
237,154.71,158.09519,,,,ION=[M+H]+,,,40180.40,263.04,39505.18,188.79,220.99,379.35,40180.40,38480.78,39854.37
238,154.73,114.06790,,,,ION=[M+H]+,,,683716.25,957.54,662492.44,0.00,2872.61,0.00,651730.63,652030.44,683716.25
239,154.88,749.51653,,,,ION=[M+H+H]2+,,,11182858.00,37963.36,9994177.83,49771.94,34477.27,29640.87,11182858.00,10938339.00,7861336.50
240,155.03,157.11143,,,,ION=[M+H]+,,,75555.90,94.43,72648.30,156.02,73.24,54.03,71424.26,70964.73,75555.90
241,155.19,227.92946,,,,ION=[M+H+H]2+,,,33842.40,1461.80,24012.01,1837.37,2548.02,0.00,6803.55,31390.08,33842.40
242,157.52,88.05187,,,,ION=[M+H]+,,,75022.07,5199.68,63365.32,3786.74,6723.98,5088.32,44527.43,70546.45,75022.07
243,157.85,764.50517,,,,ION=[M+H+H]2+,,,33399.14,37.90,31400.15,71.34,0.00,42.36,29763.30,31038.00,33399.14
244,158.15,95.00162,,,,ION=[M+H]+,,,36001.09,3697.78,34019.64,5401.21,5692.11,0.00,34979.84,36001.09,31077.98
245,158.17,174.03130,,,,ION=[M+H+H]2+,,,65638.59,2361.93,57413.80,1627.34,3574.27,1884.19,63531.83,65638.59,43070.99
246,158.31,171.99286,,,,ION=[M+H+H]2+,,,176335.14,1988.16,163632.16,2067.22,1479.71,2417.55,176335.14,161627.67,152933.67
247,163.38,776.54068,,,,ION=[M+H+H]2+,,,274910.13,48.14,272391.49,144.42,0.00,0.00,274001.63,274910.13,268262.72
248,163.71,762.52490,,,,ION=[M+H+H]2+,,,528520.44,32.95,522943.35,50.49,48.37,0.00,516832.19,523477.44,528520.44
249,164.03,83.95213,,,,ION=[M+H]+,,,45221.36,1227.77,43559.33,705.01,0.00,2978.29,45221.36,44596.64,40859.98
250,165.33,732.51452,,,,ION=[M+H+H]2+,,,1888296.00,226.92,1864438.17,238.39,201.07,241.30,1869069.88,1835948.63,1888296.00
251,170.21,1220.98341,,,,ION=[M+H]+,,,52494.59,48579.29,25939.80,52494.59,49344.33,43898.95,38458.13,39361.26,0.00
252,172.94,217.20425,3.879,"1-(2-methylbutan-2-yloxy)-3-(2-methylpropylamino)propan-2-ol","C12H27NO2",ION=[M+H]+,,,34121.39,33104.34,17298.72,34121.39,34055.90,31135.72,17779.02,16449.16,17667.97
253,173.45,1505.00433,,,,ION=[M+H+H2]3+,,,86480.33,22.60,84284.29,67.81,0.00,0.00,86480.33,83631.41,82741.13
254,174.80,156.07699,,,,ION=[M+H]+,,,46937.47,28634.92,29494.50,46937.47,38967.29,0.00,30761.93,30154.10,27567.47
255,179.09,272.15976,,,,ION=[M+H]+,,,15888.57,15338.74,10008.73,15888.57,15739.87,14387.78,10265.82,10252.64,9507.71
256,181.75,185.21440,,,,ION=[M+H]+,,,4655.40,4282.85,4223.57,4315.29,3877.86,4655.40,3948.70,4252.44,4469.57
257,184.05,143.09468,,,,ION=[M+H]+,,,4866.85,99.42,4553.14,27.50,97.74,173.03,4866.85,4281.21,4511.35
258,187.28,735.49884,NA,"PS(16:0/16:0)","C38H74NO10P",ION=[M+H]+,"C02737","3036-82-6",17528.83,25.23,12435.66,60.74,0.00,14.96,17528.83,11029.75,8748.39
259,187.30,628.28013,,,,ION=[M+H+H]2+,,,16938.44,21.18,16247.48,63.55,0.00,0.00,15092.20,16711.79,16938.44
260,189.56,734.49505,NA,"SM 36:7;3O","C41H71N2O7P",ION=[M+H]+,,,22144.79,20.32,19797.81,60.96,0.00,0.00,22144.79,17767.89,19480.74
261,189.66,148.03789,,,,ION=[M+H]+,,,5412.61,5015.49,1948.08,5412.61,4747.35,4886.51,461.47,1129.49,4253.27
262,192.32,278.11307,,,,ION=[M+H]+,,,10166.14,9639.02,262.39,9506.34,9244.57,10166.14,0.00,312.30,474.86
263,192.80,298.07439,,,,ION=[M+H]+,,,36373.23,41.52,35179.67,19.13,105.44,0.00,33864.24,35301.53,36373.23
264,192.80,74.03654,,,,ION=[M+H]+,,,31982.98,209.09,30274.67,107.51,229.18,290.59,31982.98,29897.06,28943.97
265,192.96,257.04773,,,,ION=[M+H]+,,,12553.59,36.49,12065.76,19.77,43.74,45.97,11555.30,12088.39,12553.59
266,192.96,154.97959,,,,ION=[M+H]+,,,6357.16,6.98,5816.31,0.00,20.94,0.00,5347.60,5744.17,6357.16
267,193.15,56.06255,,,,ION=[M+H]+,,,1183003.63,650132.70,68496.72,25508.60,741885.88,1183003.63,74025.55,71286.93,60177.69
268,193.53,44.02615,,,,ION=[M+H]+,,,93879.20,90127.62,53573.27,90870.35,85633.30,93879.20,56306.06,53632.32,50781.43
269,194.24,197.14215,,,,ION=[M+H]+,,,5015.17,4982.49,3100.22,4958.63,5015.17,4973.67,2829.38,3295.17,3176.12
270,196.28,54.04680,,,,ION=[M+H]+,,,494690.00,386905.42,85714.19,329759.00,336267.25,494690.00,37161.57,110483.69,109497.33
271,196.83,747.47653,12.823,"Clarithromycin","C38H69NO13",ION=[M+H]+,"C06912","81103-11-9",112971.13,417.80,108517.67,702.76,513.78,36.85,112971.13,110705.15,101876.73
272,198.63,157.11009,,,,ION=[M+H]+,,,52444.55,151.75,41658.83,111.84,185.89,157.53,26641.29,52444.55,45890.66
273,198.63,716.45373,,,,ION=[M+H]+,,,4651337.50,203.57,4614253.33,315.91,294.81,0.00,4649363.00,4542059.50,4651337.50
274,198.70,245.23583,,,,ION=[M+H]+,,,352250.25,334283.85,60214.09,307371.91,343229.41,352250.25,60461.95,59180.81,60999.51
275,199.57,201.20976,,,,ION=[M+H]+,,,5758.92,5648.15,1146.39,5649.34,5758.92,5536.21,1348.88,683.72,1406.56
276,200.84,181.14695,,,,ION=[M+H]+,,,7783.86,6718.42,1550.91,6533.22,5838.19,7783.86,1452.55,1580.45,1619.73
277,203.24,114.06798,,,,ION=[M+H]+,,,33270.63,356.93,32783.81,1070.80,0.00,0.00,32586.93,33270.63,32493.87
278,205.52,747.48209,NA,"Clarithromycin","C38H69NO13",ION=[M+H]+,"C06912","81103-11-9",17319224.00,130.28,17197236.00,152.42,0.00,238.40,16995228.00,17319224.00,17277256.00
279,205.73,232.07120,,,,ION=[M+H]+,,,6957.82,6579.80,52.57,6239.06,6542.51,6957.82,0.00,61.48,96.23
280,209.90,68.02591,,,,ION=[M+H]+,,,4033.75,436.11,3527.42,0.00,1261.63,46.69,3538.00,3010.52,4033.75
281,210.30,211.15752,,,,ION=[M+H]+,,,6418.54,5456.94,5307.51,4489.69,5462.58,6418.54,5000.33,5791.41,5130.79
282,215.79,284.08736,,,,ION=[M+H]+,,,5925.98,5508.47,29.51,4750.73,5848.71,5925.98,0.00,37.69,50.83
283,216.54,374.27494,,,,ION=[M+H]+,,,9500.91,347.24,8299.97,1041.72,0.00,0.00,6254.38,9144.62,9500.91
284,218.61,255.14721,,,,ION=[M+H]+,,,5730.09,5234.35,2001.86,4394.37,5730.09,5578.57,2568.06,1891.43,1546.08
285,220.17,129.95887,,,,ION=[M+H]+,,,477636.41,168857.90,73995.85,477636.41,19292.66,9644.64,65777.41,78525.36,77684.79
286,220.95,273.26698,4.921,"Lauryldiethanolamine","C16H35NO2",ION=[M+H]+,,,45080.11,25491.85,32462.84,24973.26,22897.26,28605.03,18990.34,33318.06,45080.11
287,221.87,558.23949,,,,ION=[M+H+H]2+,,,4022.15,119.08,3784.61,38.40,201.26,117.57,4022.15,3553.15,3778.54
288,222.12,229.24063,,,,ION=[M+H]+,,,3932.37,3248.08,3728.71,3215.07,3081.64,3447.54,3932.37,3727.00,3526.74
289,223.46,289.26219,,,,ION=[M+H]+,,,8212.67,7702.70,7241.29,7892.36,7003.08,8212.67,7207.64,7660.01,6856.21
290,223.85,762.48836,,,,ION=[M+H+H]2+,,,12425.08,67.30,12242.75,66.93,134.98,0.00,12197.30,12105.86,12425.08
291,225.65,262.11837,,,,ION=[M+H]+,,,8265.56,6437.15,3151.11,5568.19,5477.72,8265.56,4070.01,3730.21,1653.11
292,225.98,225.17312,,,,ION=[M+H]+,,,10507.07,9264.51,9611.07,7619.77,9666.69,10507.07,9817.79,9433.48,9581.94
293,226.25,257.16257,,,,ION=[M+H]+,,,7194.28,6238.14,3541.74,5452.40,6067.73,7194.28,3597.10,3732.18,3295.96
294,226.82,450.15670,,,,ION=[M+H]+,,,27529.64,71.85,26829.40,86.03,66.75,62.77,26376.34,26582.23,27529.64
295,227.66,58.05280,,,,ION=[M+H]+,,,19217.62,3948.88,17205.24,1849.24,4491.73,5505.68,17376.52,19217.62,15021.56
296,228.03,210.12572,,,,ION=[M+H]+,,,8370.08,6910.89,4965.67,4286.13,8370.08,8076.45,5638.14,4857.00,4401.88
297,228.14,776.50557,,,,ION=[M+H+H]2+,,,33080.43,8.25,30533.11,0.00,24.75,0.00,33080.43,27828.94,30689.97
298,228.45,287.24626,,,,ION=[M+H]+,,,62152.71,728.17,57634.82,503.87,456.95,1223.69,62152.71,57217.13,53534.62
299,228.77,183.97839,,,,ION=[M+H]+,,,27617.10,12942.47,26596.50,7120.47,14137.90,17569.04,26603.41,27617.10,25568.98
300,234.97,85.99690,,,,ION=[M+H]+,,,118849.54,5574.68,111003.54,9351.80,2714.10,4658.16,104191.64,118849.54,109969.45
301,236.79,549.23942,,,,ION=[M+H]+,,,12186.37,4.90,10871.19,0.00,0.00,14.70,12186.37,12101.58,8325.62
302,237.97,321.17888,,,,ION=[M+H]+,,,5938.17,5297.70,2256.21,4564.53,5938.17,5390.40,1847.22,2303.76,2617.64
303,238.02,156.04223,,,,ION=[M+H]+,,,24473.71,19664.08,22340.23,17147.66,21194.70,20649.89,20253.38,22293.59,24473.71
304,238.03,230.07960,,,,ION=[M+H]+,,,19248.38,16045.56,17990.38,13688.80,17292.42,17155.45,16116.33,19248.38,18606.43
305,238.15,574.22386,,,,ION=[M+H]+,,,8928.09,8225.43,1645.17,8928.09,8031.86,7716.35,1452.53,1952.93,1530.04
306,238.19,202.08461,,,,ION=[M+H]+,,,59561.04,53083.51,52392.07,46367.91,59561.04,53321.58,50263.91,54582.97,52329.33
307,241.20,285.26747,30.606,"D-erythro-Sphingosine C-17","C17H35NO2",ION=[M+H]+,,"6918-48-5",5129.96,18.27,4847.06,0.00,0.00,54.81,4916.93,5129.96,4494.30
308,242.67,342.28873,17.138,"1-(4-tert-butylcyclohexyl)oxy-3-[4-(2-hydroxyethyl)piperazin-1-yl]propan-2-ol","C19H38N2O3",ION=[M+H]+,,,6633.92,708.61,5500.72,487.31,728.93,909.60,4442.12,5426.12,6633.92
309,244.30,157.95422,,,,ION=[M+H]+,,,109353.79,8288.23,104842.13,8506.96,16357.75,0.00,98448.29,109353.79,106724.31
310,244.33,58.04172,,,,ION=[M+H]+,,,428433.31,182723.01,117663.81,428433.31,62481.02,57254.71,140368.80,122854.66,89767.98
311,245.75,557.35503,,,,ION=[M+H]+,,,131848.34,38.39,127769.79,17.54,30.38,67.24,124032.44,127428.60,131848.34
312,246.34,171.16245,,,,ION=[M+H]+,,,18418.79,18002.52,11520.75,17186.58,18418.79,18402.18,11319.84,11634.71,11607.71
313,246.67,260.10295,,,,ION=[M+H]+,,,51125.94,47322.46,10617.16,45012.71,45828.73,51125.94,9404.73,10934.93,11511.83
314,246.97,162.06849,,,,ION=[M+H]+,,,7592.86,6960.54,5912.01,6869.21,7592.86,6419.56,6043.06,6308.69,5384.29
315,247.26,747.47555,21.525,"Clarithromycin","C38H69NO13",ION=[M+H]+,"C06912","81103-11-9",3894169.75,31.13,3756438.42,0.00,0.00,93.38,3541626.25,3894169.75,3833519.25
316,252.56,181.95480,,,,ION=[M+H]+,,,25053.21,7020.85,21926.67,3538.74,13585.94,3937.86,25053.21,23360.14,17366.65
317,253.04,331.30789,18.535,"SPB 19:0;3O","C19H41NO3",ION=[M+H]+,,,8709.50,4.88,8128.34,0.00,0.00,14.63,8709.50,7736.83,7938.69
318,253.37,160.96207,,,,ION=[M+H]+,,,23733.05,6220.68,22806.40,6511.29,8859.65,3291.11,21958.33,23733.05,22727.81
319,253.67,257.27251,,,,ION=[M+H]+,,,5906.30,702.01,5601.47,0.00,1061.84,1044.20,5906.30,5574.06,5324.04
320,253.84,303.29267,23.322,"1-hexadecylpyridinium","C21H37N",ION=[M+H]+,,,6009.00,1878.00,5689.32,1716.82,2107.30,1809.87,5913.71,6009.00,5145.26
321,255.02,427.30834,,,,ION=[M+H]+,,,30042.94,60.86,29092.13,0.00,0.00,182.57,30042.94,28066.23,29167.21
322,255.99,191.13109,7.352,"diethyltoluamide","C12H17NO",ION=[M+H]+,"C10935","134-62-3",17739.91,16558.68,14562.58,16300.05,17739.91,15636.08,14215.69,15154.77,14317.27
323,260.61,222.05652,,,,ION=[M+H]+,,,8854.14,8531.44,469.90,8176.17,8854.14,8564.00,645.81,120.04,643.83
324,263.46,157.14675,,,,ION=[M+H]+,,,305820.53,281780.61,19009.57,267736.00,305820.53,271785.31,17418.26,20255.77,19354.67
325,264.22,413.26610,NA,"N-[3-[benzyl(ethyl)amino]propyl]-8-ethyl-3-methyl-2-oxo-1-oxa-8-azaspiro[4.5]dec-3-ene-4-carboxamide","C24H35N3O3",ION=[M+H]+,,,15598.35,24.52,13154.26,0.00,0.00,73.55,15598.35,10040.33,13824.09
326,265.85,202.17276,11.428,"alpha-curcumene","C15H22",ION=[M+H]+,"C09649",,13629.95,48.06,13063.48,0.00,56.06,88.13,12969.66,13629.95,12590.82
327,266.02,220.14685,13.028,"2,6-Di-tert-butylbenzoquinone","C14H20O2",ION=[M+H]+,,"719-22-2",17454.99,932.08,17108.14,0.00,1221.86,1574.37,17281.80,17454.99,16587.64
328,266.02,180.11541,6.986,"Olivetol","C11H16O2",ION=[M+H]+,,,21891.75,977.09,20337.93,119.54,1075.75,1735.99,19728.69,21891.75,19393.34
329,266.02,246.16258,,,,ION=[M+H]+,,,17661.63,5887.21,13943.15,17661.63,0.00,0.00,13897.75,13396.24,14535.47
330,266.17,174.14118,5.597,"Ionene","C13H18",ION=[M+H]+,,,23753.61,241.69,23247.37,79.80,328.66,316.61,23753.61,23028.66,22959.83
331,266.18,146.10961,,,,ION=[M+H]+,,,6770.86,103.17,6229.34,123.14,89.09,97.29,5682.73,6770.86,6234.42
332,266.18,748.56239,,,,ION=[M+H]+,,,19250.67,86.49,18020.82,259.46,0.00,0.00,18853.61,15958.18,19250.67
333,266.19,356.80070,,,,ION=[M+H]+,,,33347.54,58.25,32289.01,0.00,0.00,174.75,31733.59,33347.54,31785.90
334,266.34,94.07773,,,,ION=[M+H]+,,,8017.47,107.21,7242.61,0.00,0.00,321.62,8017.47,6941.51,6768.84
335,266.34,148.12537,10.091,"pentyl-Benzene","C11H16",ION=[M+H]+,,,9369.80,318.60,8725.17,83.99,527.28,344.53,9369.80,8436.08,8369.62
336,266.34,100.05229,NA,"Glutaraldehyde","C5H8O2",ION=[M+H]+,,"111-30-8",6532.63,866.73,6029.68,790.47,1561.63,248.10,5476.29,6532.63,6080.11
337,266.34,300.20956,NA,"9-cis-Retinoic acid","C20H28O2",ION=[M+H]+,"C15493","5300-03-8",4651.83,36.04,4556.57,52.72,55.39,0.00,4651.83,4614.33,4403.56
338,266.34,92.06179,,,,ION=[M+H]+,,,5454.58,547.39,4849.32,542.56,604.73,494.89,4051.57,5041.81,5454.58
339,266.35,256.21979,,,,ION=[M+H]+,,,8390.80,34.99,7916.09,104.96,0.00,0.00,7856.92,8390.80,7500.54
340,266.35,106.07811,NA,"o-Xylene","C8H10",ION=[M+H]+,"C07212","95-47-6",7986.67,612.45,7177.50,269.59,0.00,1567.77,7986.67,7224.46,6321.38
341,266.50,214.17268,,,,ION=[M+H]+,,,20585.05,15.53,19996.21,0.00,46.58,0.00,19099.49,20585.05,20304.10
342,266.51,188.15666,,,,ION=[M+H]+,,,26495.17,64.98,25934.89,95.95,98.98,0.00,25721.35,26495.17,25588.14
343,266.51,356.82859,,,,ION=[M+H]+,,,37710.76,141.76,36652.64,0.00,0.00,425.29,35791.78,37710.76,36455.39
344,266.51,160.12543,,,,ION=[M+H]+,,,17557.08,191.92,16812.67,110.56,397.18,68.03,17004.00,17557.08,15876.92
345,266.67,200.15697,16.242,"Alpha-Calacorene","C15H20",ION=[M+H]+,,,11814.74,38.96,11693.85,0.00,0.00,116.87,11814.74,11573.42,11693.40
346,266.83,162.14083,,,,ION=[M+H]+,,,5585.35,452.62,5199.70,294.87,450.82,612.16,4766.98,5246.77,5585.35
347,267.02,111.04325,NA,"Cytosine","C4H5N3O",ION=[M+H]+,"C00380","71-30-7",30287.92,120.48,29280.06,120.56,43.58,197.30,28530.32,29021.95,30287.92
348,267.67,499.32717,,,,ION=[M+H]+,,,33793.49,22.38,30391.42,67.15,0.00,0.00,27654.14,33793.49,29726.62
349,268.17,507.24804,131.656,"[4-[5-methyl-4-(pyrrolidine-1-carbonyl)-1,3-oxazol-2-yl]piperidin-1-yl]-(1-pyrrolidin-1-ylsulfonylpiperidin-3-yl)methanone","C24H37N5O5S",ION=[M+H]+,,,12630.04,12.47,10428.72,0.00,0.00,37.42,10922.47,12630.04,7733.66
350,268.26,117.07896,NA,"Betaine","C5H11NO2",ION=[M+H]+,"C00719","590-46-5",1132899.63,387428.50,172968.20,10761.59,1132899.63,18624.27,19003.03,254499.77,245401.80
351,268.68,80.06229,,,,ION=[M+H]+,,,29196.89,3671.32,27538.77,4042.25,3136.77,3834.95,25793.63,29196.89,27625.79
352,268.99,197.01034,,,,ION=[M+H+H]2+,,,345483.19,11078.53,310472.77,12515.31,13114.05,7606.22,272489.03,345483.19,313446.09
353,269.15,486.23157,,,,ION=[M+H]+,,,20318.33,52.29,18417.09,99.04,57.84,0.00,16688.46,18244.50,20318.33
354,269.33,401.35062,,,,ION=[M+H]+,,,19086.11,2740.13,16250.06,3184.95,2682.10,2353.34,19086.11,15491.33,14172.75
355,269.48,83.95230,,,,ION=[M+H]+,,,36983.20,1597.77,36218.79,947.92,1501.74,2343.65,35514.64,36158.53,36983.20
356,269.50,170.13087,,,,ION=[M+H]+,,,17220.18,16175.49,13602.74,15001.20,17220.18,16305.11,9921.31,14424.30,16462.61
357,269.59,279.18123,NA,"Moxisylyte hydrochloride","C16H25NO3",ION=[M+H]+,,"54-32-0",5784.34,4964.38,36.40,5784.34,4433.37,4675.43,0.00,84.16,25.02
358,269.91,153.95971,,,,ION=[M+H]+,,,132166.42,127863.47,1869.82,132166.42,130135.04,121288.96,5609.46,0.00,0.00
359,271.40,276.17307,,,,ION=[M+H]+,,,5041.04,4777.18,4740.08,4695.86,5041.04,4594.63,4270.42,4968.04,4981.79
360,272.64,331.32337,,,,ION=[M+H]+,,,11085.41,4698.92,9533.98,4835.77,4652.14,4608.86,11085.41,9191.38,8325.15
361,273.67,269.30785,26.286,"1-Octadecanamine","C18H39N",ION=[M+H]+,"0","124-30-1",20366.22,941.48,19180.15,1022.97,1056.08,745.37,20366.22,19517.79,17656.45
362,274.05,231.10493,,,,ION=[M+H]+,,,4451.14,3853.39,2236.38,4451.14,3822.60,3286.43,2236.04,2286.21,2186.90
363,274.71,283.32348,36.070,"CETRIMONIUM","C19H41N",ION=[M+H]+,,"57-09-0",20297.28,6995.99,18657.11,9354.83,6859.37,4773.77,20297.28,18488.68,17185.37
364,277.23,244.07162,,,,ION=[M+H]+,,,6428.59,5763.08,1603.51,5306.82,6428.59,5553.83,1490.39,902.93,2417.20
365,277.52,176.04765,,,,ION=[M+H]+,,,18598.54,17085.56,13491.41,15019.58,18093.11,18143.99,11325.81,10549.88,18598.54
366,279.00,747.47544,17.770,"Clarithromycin","C38H69NO13",ION=[M+H]+,"C06912","81103-11-9",3409205.50,585.71,2732369.38,0.00,1380.05,377.09,1502326.88,3285575.75,3409205.50
367,279.56,357.36075,11.519,"SPB 22:0;2O","C22H47NO2",ION=[M+H]+,,,41898.83,1874.80,39193.64,3564.88,1305.44,754.07,41898.83,40775.63,34906.47
368,279.77,173.98525,,,,ION=[M+H]+,,,13356.39,10595.51,12695.74,9138.42,11327.97,11320.15,12763.72,13356.39,11967.10
369,279.78,249.99292,,,,ION=[M+H]+,,,35753.56,27009.15,34675.55,24217.94,27403.69,29405.83,33291.37,35753.56,34981.72
370,280.82,325.37122,,,,ION=[M+H]+,,,11899.98,9271.27,11011.92,11219.62,8296.69,8297.49,11899.98,10659.92,10475.86
371,282.63,142.09924,NA,"4-Octanolide","C8H14O2",ION=[M+H]+,,,9419.59,732.69,7661.70,764.52,0.00,1433.54,7164.75,6400.76,9419.59
372,282.80,240.87667,,,,ION=[M+H]+,,,182407.59,164944.99,46510.33,138479.64,173947.75,182407.59,66224.54,16346.22,56960.23
373,282.95,524.15958,,,,ION=[M+H+H]2+,,,5559.38,153.39,5183.74,266.00,194.18,0.00,5278.05,5559.38,4713.80
