"FEATURE_ID","RT","PEPMASS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","sample_blank_MeanIntensity","sample_full_mix_MeanIntensity","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
937,138.62,60.02087,,,,ION=[M+H]+,,,184710.00,100510.82,149336.88,87499.67,86919.49,127113.29,92419.09,184710.00,170881.55
938,139.79,326.19440,,,,ION=[M+H]+,,,11552.57,6542.60,5806.20,6475.70,6957.24,6194.86,693.55,5172.47,11552.57
939,141.16,152.05870,,,,ION=[M+H]+,,,246523.59,1143.30,235883.46,544.89,471.65,2413.37,215962.44,246523.59,245164.36
940,142.93,748.50931,33.070,"Azithromycin","C38H72N2O12",ION=[M+H+H]2+,"C06838","83905-01-5",539710.13,10241.44,378837.91,0.00,27048.26,3676.06,86405.39,510398.22,539710.13
941,144.06,144.07887,,,,ION=[M+H]+,,,12723.22,79.91,11991.82,206.33,33.41,0.00,12723.22,11009.97,12242.26
942,144.06,734.49363,,,,ION=[M+H+H]2+,,,787639.38,69.22,723049.85,207.66,0.00,0.00,787639.38,641232.44,740277.75
943,146.18,156.99581,,,,ION=[M+H]+,,,588527.56,207939.43,31893.17,21124.46,14166.27,588527.56,8822.61,43599.50,43257.41
944,147.70,734.49306,,,,ION=[M+H+H]2+,,,641606.81,85.15,592020.50,132.96,122.50,0.00,641606.81,548027.38,586427.31
945,149.42,41.02650,,,,ION=[M+H]+,,,216747.88,18350.42,151163.73,0.00,0.00,55051.27,216747.88,119051.27,117692.05
946,151.22,136.06347,53.233,"3-aminobenzamide (3-ABA)","C7H8N2O",ION=[M+H]+,,"3544-24-9",338291.13,70.70,224601.64,141.73,44.96,25.42,338291.13,164472.33,171041.47
947,150.09,157.95406,,,,ION=[M+H]+,,,124019.35,52888.29,92845.23,61310.92,73323.04,24030.91,124019.35,74479.27,80037.07
948,150.54,58.04170,NA,"Propionaldehyde","C3H6O",ION=[M+H]+,"C00479","123-38-6",487435.81,378277.18,135003.90,375078.50,487435.81,272317.22,177309.94,118214.69,109487.08
949,151.30,60.02094,,,,ION=[M+H]+,,,99338.97,63548.96,26723.61,99338.97,38268.11,53039.79,15629.20,35267.63,29274.00
950,154.80,748.50808,6.959,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,4894894.00,16497.52,4829855.17,31261.95,11478.07,6752.55,4777976.50,4816695.00,4894894.00
951,154.80,115.09930,3.488,"N-Hydroxy-4-methylpentan-2-imine","C6H13NO",ION=[M+H]+,,,101194.25,161.29,100208.48,0.00,330.95,152.93,99087.46,100343.74,101194.25
952,154.88,126.06853,,,,ION=[M+H]+,,,230959.91,1313.30,227277.02,0.00,0.00,3939.90,226898.55,223972.61,230959.91
953,154.88,71.07324,NA,"Pyrrolidine","C4H9N",ION=[M+H]+,,"123-75-1",27581.53,675.56,27040.49,784.58,741.07,501.03,26120.42,27581.53,27419.50
954,154.57,76.05199,2.843,"1,2-Propanediol","C3H8O2",ION=[M+H]+,"C00583","57-55-6",15030.24,22.48,14106.09,67.44,0.00,0.00,13742.37,13545.65,15030.24
955,154.88,590.41480,,,,ION=[M+H]+,,,450185.81,79.06,420906.92,0.00,0.00,237.18,412101.88,450185.81,400433.06
956,154.40,98.07255,,,,ION=[M+H]+,,,47552.48,587.50,46309.73,68.20,1213.66,480.63,47552.48,45833.30,45543.40
957,155.02,112.05238,,,,ION=[M+H]+,,,9946.73,548.65,9455.93,1645.95,0.00,0.00,9307.88,9113.20,9946.73
958,157.07,590.41574,,,,ION=[M+H+H]2+,,,256533.33,331.42,211364.29,0.00,878.09,116.18,213991.41,256533.33,163568.14
959,159.79,187.12124,,,,ION=[M+H-H2O]+,,,9461.29,9203.45,4101.89,8812.93,9461.29,9336.13,3624.47,4505.94,4175.27
960,159.92,60.02076,,,,ION=[M+H]+,,,66491.45,40892.96,25323.00,66491.45,31282.95,24904.49,25879.71,6722.21,43367.08
961,160.06,137.04781,4.408,"Trigonelline","C7H7NO2",ION=[M+H]+,"C01004","535-83-1",368128.63,129.56,332724.01,131.43,137.23,120.02,274998.66,355044.75,368128.63
962,165.50,82.04158,,,,ION=[M+H]+,,,65217.33,1262.90,56711.22,0.00,0.00,3788.71,65217.33,52502.09,52414.23
963,166.91,60.02084,,,,ION=[M+H]+,,,91175.29,61245.50,62408.58,59123.86,56345.75,68266.88,18343.21,77707.25,91175.29
964,168.24,748.50742,16.205,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,2299016.75,15664.25,2254680.08,33170.82,2533.98,11287.95,2235222.75,2229800.75,2299016.75
965,172.19,406.21387,14.242,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H34N2O6S",ION=[M+H]+,,,561649.00,72.26,425731.19,80.10,47.39,89.29,304740.16,561649.00,410804.41
966,174.56,136.06360,4.267,"4-Aminobenzamide","C7H8N2O",ION=[M+H]+,,,89450.98,292.17,81946.40,609.46,204.00,63.05,89450.98,81047.34,75340.89
967,175.99,157.95425,,,,ION=[M+H]+,,,1196395.38,417018.84,156120.22,1196395.38,31712.78,22948.36,155414.58,154408.30,158537.78
968,176.47,41.02658,,,,ION=[M+H]+,,,604731.25,201577.08,216259.24,0.00,0.00,604731.25,230609.48,213436.52,204731.73
969,177.30,557.35647,,,,ION=[M+H]+,,,52456.89,27.33,49608.33,82.00,0.00,0.00,49617.20,52456.89,46750.89
970,177.80,60.02092,,,,ION=[M+H]+,,,199109.92,54216.60,105941.13,71064.04,81012.32,10573.45,199109.92,39971.12,78742.34
971,182.49,136.06373,5.856,"4-Aminobenzamide","C7H8N2O",ION=[M+H]+,,,51293.44,118.08,46730.00,108.00,94.52,151.71,51293.44,46285.38,42611.17
972,182.65,748.50877,21.888,"Azithromycin","C38H72N2O12",ION=[M+H+H]2+,"C06838","83905-01-5",1626527.00,65881.33,1550960.67,0.00,0.00,197643.98,1540994.50,1485360.50,1626527.00
973,184.76,206.15219,,,,ION=[M+Na]+,,,39760.80,39031.46,4142.19,38935.79,38397.80,39760.80,5110.85,2759.79,4555.93
974,186.94,82.04168,,,,ION=[M+H]+,,,210328.56,466.58,207159.08,0.00,0.00,1399.74,202662.63,210328.56,208486.05
975,188.10,733.46219,NA,"ERYTHROMYCIN","C37H67NO13",ION=[M+H]+,"C01912","114-07-8",7941389.00,4.30,7924053.00,0.00,12.91,0.00,7941389.00,7893512.00,7937258.00
976,187.59,557.35657,,,,ION=[M+H]+,,,1109929.75,11.81,1021104.10,0.00,35.43,0.00,1109929.75,1013046.56,940336.00
977,189.50,60.02085,,,,ION=[M+H]+,,,89600.49,38900.65,69458.74,42291.79,33993.43,40416.74,33452.72,89600.49,85323.00
978,192.55,748.50815,25.720,"Azithromycin","C38H72N2O12",ION=[M+H+H]2+,"C06838","83905-01-5",775897.56,29528.77,766550.29,0.00,0.00,88586.30,771187.63,752565.69,775897.56
979,193.11,406.21381,19.238,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H34N2O6S",ION=[M+H]+,,,203160.02,63.40,165224.36,134.17,56.04,0.00,94426.89,198086.17,203160.02
980,192.95,260.02245,,,,ION=[M+H-H2O]+,,,31928.30,8.72,28975.03,0.00,0.00,26.16,23979.63,31928.30,31017.15
981,192.46,84.05738,NA,"3-Methylcrotonaldehyde","C5H8O",ION=[M+H]+,"C07330","107-86-8",12287.91,893.48,11338.10,1703.32,0.00,977.10,10408.61,11317.77,12287.91
982,192.96,102.06820,3.057,"Valeric acid","C5H10O2",ION=[M+H]+,"C00803","109-52-4",33877.70,180.47,26299.68,91.55,205.23,244.63,22820.94,22200.40,33877.70
983,193.61,162.12562,,,,ION=[M+Na]+,,,130853.48,126302.70,25854.45,122739.23,130853.48,125315.38,26758.48,24958.41,25846.47
984,193.61,106.06274,,,,ION=[M+H]+,,,10617.74,10195.11,8891.28,9886.94,10080.65,10617.74,9199.22,8465.86,9008.75
985,193.84,88.05219,,,,ION=[M+H]+,,,23024.84,13364.36,20025.26,16984.72,11973.86,11134.50,17154.91,23024.84,19896.01
986,197.97,715.45214,,,,ION=[M+H]+,,,8445536.00,461.96,8437527.33,1158.37,163.00,64.50,8430200.00,8436846.00,8445536.00
987,198.69,308.22011,,,,ION=[M+H]+,,,8740.93,7663.74,3684.64,6732.28,8740.93,7518.02,3593.33,3572.85,3887.75
988,199.12,557.35636,,,,ION=[M+H]+,,,2969095.75,6.56,2617844.50,19.67,0.00,0.00,2465406.00,2969095.75,2419031.75
989,198.47,82.04156,,,,ION=[M+H]+,,,217850.67,596.07,207700.32,1788.20,0.00,0.00,198559.53,206690.77,217850.67
990,199.86,41.02628,,,,ION=[M+H]+,,,942157.69,314052.56,73546.64,942157.69,0.00,0.00,27441.76,94717.11,98481.06
991,200.18,60.02077,,,,ION=[M+H]+,,,91468.33,34993.27,41301.77,31734.10,25066.52,48179.20,91468.33,21886.11,10550.87
992,200.59,748.50696,25.572,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,86088.67,14673.15,78406.69,22934.81,9409.24,11675.42,86088.67,83416.42,65714.98
993,201.45,261.23047,,,,ION=[M+H]+,,,13907.46,12584.34,4764.98,10486.97,13358.58,13907.46,4190.79,4848.96,5255.18
994,202.25,157.95420,,,,ION=[M+H]+,,,1480049.13,974786.69,45201.65,34241.19,1410069.75,1480049.13,19063.13,56548.98,59992.82
995,203.36,243.22011,11.527,"SPB 14:1;2O","C14H29NO2",ION=[M+H]+,,,5156.24,4438.13,209.80,3653.75,4504.40,5156.24,208.10,111.89,309.41
996,206.82,715.45003,,,,ION=[M+H]+,,,1743622.13,153.51,1686406.13,0.00,255.13,205.41,1578886.38,1743622.13,1736709.88
997,211.44,748.50689,85.181,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,137885.48,44217.08,132017.28,84978.40,43806.19,3866.65,129910.10,137885.48,128256.25
998,211.44,733.46100,20.447,"ERYTHROMYCIN","C37H67NO13",ION=[M+H]+,"C01912","114-07-8",584807.06,5.46,562829.96,0.00,16.39,0.00,529171.44,584807.06,574511.38
999,213.41,557.35627,,,,ION=[M+H]+,,,218406.34,64.10,205525.51,144.12,48.19,0.00,192658.81,218406.34,205511.38
1000,217.36,748.50633,67.462,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,226277.39,8764.54,193580.51,0.00,16676.57,9617.06,226277.39,187860.42,166603.72
1001,217.69,60.02096,,,,ION=[M+H]+,,,185515.02,89818.93,60134.30,41102.49,185515.02,42839.29,53779.50,12177.67,114445.72
1002,223.54,733.45993,20.135,"ERYTHROMYCIN","C37H67NO13",ION=[M+H]+,"C01912","114-07-8",1285652.63,31.43,1250819.71,94.28,0.00,0.00,1285652.63,1244527.38,1222279.13
1003,223.85,748.50641,11.438,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,357518.06,1240.67,333221.86,0.00,0.00,3722.00,325578.88,357518.06,316568.66
1004,226.67,370.25065,25.518,"[4-(diethylamino)-5,7-dimethylpyrido[2,3-d]pyrimidin-2-yl]-(4-ethylpiperazin-1-yl)methanone","C20H30N6O",ION=[M+H]+,,,6193.07,35.57,5363.98,106.71,0.00,0.00,6193.07,5819.84,4079.04
1005,227.85,60.02088,,,,ION=[M+H]+,,,104878.95,17604.77,54410.07,39947.53,8911.25,3955.54,41124.63,104878.95,17226.64
1006,228.13,41.02637,,,,ION=[M+H]+,,,1244107.25,467780.58,260156.85,159234.48,1244107.25,0.00,270776.94,258514.84,251178.77
1007,228.43,136.06374,,,,ION=[M+H]+,,,118762.07,128.21,112559.46,226.59,94.26,63.78,116058.97,118762.07,102857.34
1008,229.75,406.21353,18.312,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H34N2O6S",ION=[M+H]+,,,316363.72,329.81,264189.19,358.65,596.31,34.47,164407.95,316363.72,311795.91
1009,230.59,465.30892,29.159,"Glycocholic Acid","C26H43NO6",ION=[M+H]+,"C01921","475-31-0",2998098.25,41.96,2928169.25,125.87,0.00,0.00,2943366.00,2998098.25,2843043.50
1010,235.32,413.29314,,,,ION=[M+H]+,,,1934671.75,9.80,1909068.75,0.00,0.00,29.39,1934671.75,1933658.25,1858876.25
1011,236.16,212.14127,,,,ION=[M+Na]+,,,12985.72,11359.22,2410.57,10322.01,12985.72,10769.94,2885.70,2425.61,1920.40
1012,238.03,276.12121,5.362,"Triethyl citrate","C12H20O7",ION=[M+Na]+,,"77-93-0",327194.56,306905.28,75718.61,282088.03,327194.56,311433.25,72733.14,78814.67,75608.03
1013,240.88,748.50610,33.339,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,556710.44,8068.26,547930.40,0.00,12142.08,12062.71,550571.69,556710.44,536509.06
1014,242.51,406.21416,22.300,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H34N2O6S",ION=[M+H]+,,,476200.88,39.78,407653.23,119.33,0.00,0.00,282778.56,476200.88,463980.25
1015,244.33,190.15726,,,,ION=[M+Na]+,,,46223.24,41609.65,27094.68,38919.64,39686.08,46223.24,45484.82,19470.75,16328.46
1016,245.92,715.44995,,,,ION=[M+H]+,,,572733.00,146.50,538481.44,0.00,192.29,247.21,476053.56,566657.75,572733.00
1017,246.10,209.17820,,,,ION=[M+H]+,,,14585.15,13400.49,11323.50,12482.26,13134.07,14585.15,11827.95,11130.70,11011.85
1018,249.04,60.02089,,,,ION=[M+H]+,,,323177.47,118961.74,58115.35,28619.77,323177.47,5087.99,80198.60,9243.82,84903.63
1019,251.15,370.25101,,,,ION=[M+H]+,,,21177.87,15.37,20300.33,46.11,0.00,0.00,20072.26,19650.86,21177.87
1020,251.48,733.45966,24.079,"ERYTHROMYCIN","C37H67NO13",ION=[M+H]+,"C01912","114-07-8",1630976.88,23.43,1609078.17,70.29,0.00,0.00,1580449.25,1630976.88,1615808.38
1021,252.38,227.18884,,,,ION=[M+Na]+,,,32362.11,30427.48,7712.77,32362.11,27296.76,31623.57,7103.85,7926.58,8107.88
1022,255.44,278.08623,2.972,"Triphenylphosphine oxide","C18H15OP",ION=[M+H]+,,"791-28-6",24968.87,1184.77,24052.59,972.90,1561.69,1019.72,24968.87,24121.65,23067.25
1023,255.19,737.42990,61.165,"Spirosolane-15-keto-3-ol-3-O-diglycoside","C39H63NO12",ION=[M+H]+,,,31461.28,9.88,30382.37,0.00,0.00,29.64,28335.60,31461.28,31350.23
1024,255.30,41.02643,,,,ION=[M+H]+,,,1425216.25,475072.08,281516.33,0.00,0.00,1425216.25,295605.97,280097.88,268845.16
1025,256.00,136.06355,,,,ION=[M+H]+,,,163552.47,107.58,155739.59,156.70,102.96,63.09,150737.59,163552.47,152928.72
1026,258.08,406.21354,11.143,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H34N2O6S",ION=[M+H]+,,,65538.91,129.97,58208.64,201.60,42.55,145.74,43851.92,65235.09,65538.91
1027,258.40,450.15696,,,,ION=[M+H]+,,,13226.83,256.71,9348.75,91.08,26.43,652.62,5993.79,8825.63,13226.83
1028,259.36,390.27726,24.170,"12-Ketodeoxycholic acid","C24H38O4",ION=[M+H-H2O]+,,"5130-29-0",1587891.13,84.42,1564662.88,253.26,0.00,0.00,1545093.25,1587891.13,1561004.25
1029,259.03,425.31405,,,,ION=[M+H]+,,,593985.56,8.52,575529.75,25.55,0.00,0.00,566948.88,593985.56,565654.81
1030,264.14,449.31409,39.032,"Glycoursodeoxycholic acid","C26H43NO5",ION=[M+H-H2O]+,,"64480-66-6",3480015.50,119.14,3293422.25,102.54,254.89,0.00,3159051.50,3480015.50,3241199.75
1031,264.90,218.18014,,,,ION=[M+H]+,,,122369.06,117923.03,6587.88,110493.41,122369.06,120906.60,0.00,404.67,19358.97
1032,266.35,206.13126,7.961,"S(+)-Ibuprofen","C13H18O2",ION=[M+H]+,,"51146-56-6",11692.32,276.20,11113.45,68.38,582.91,177.31,11235.55,11692.32,10412.47
1033,266.19,234.16245,43.566,"CONFERTIFOLINE","C15H22O2",ION=[M+H]+,"C09376","1811-23-0",6889.01,3029.85,4833.62,2200.55,0.00,6889.01,5446.53,4634.78,4419.57
1034,269.54,276.19390,,,,ION=[M+Na]+,,,41150.11,35218.33,8963.53,32111.66,32393.24,41150.11,7175.13,9307.54,10407.92
1035,269.18,232.16763,,,,ION=[M+Na]+,,,61885.92,59817.28,6619.35,60469.45,57096.47,61885.92,7334.27,7232.39,5291.40
1036,270.23,270.18050,,,,ION=[M+H]+,,,5642.63,4772.55,1777.16,5642.63,3847.64,4827.39,0.00,3519.92,1811.56
1037,269.15,390.27675,12.979,"Pregnan-20-one, 17-(acetyloxy)-3-hydroxy-6-methyl-, (3a,5b,6a)-","C24H38O4",ION=[M+H]+,,"71315-38-3",162155.02,95.40,147851.89,53.57,158.04,74.58,162155.02,121116.80,160283.86
1038,269.16,748.50578,18.449,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,568452.19,228670.94,443706.70,554690.56,88509.09,42813.18,296581.38,466086.53,568452.19
1039,273.70,41.02657,,,,ION=[M+H]+,,,914901.56,620769.04,51265.73,914901.56,623189.63,324215.94,0.00,0.00,153797.20
1040,275.48,406.21377,27.261,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide","C18H34N2O6S",ION=[M+H]+,,,617716.63,172.33,424998.78,294.84,135.09,87.07,617716.63,335656.56,321623.16
1041,275.74,252.17237,,,,ION=[M+H]+,,,11169.21,6876.75,10527.74,4707.74,7192.27,8730.23,9493.06,11169.21,10920.95
1042,278.55,733.45962,25.411,"ERYTHROMYCIN","C37H67NO13",ION=[M+H]+,"C01912","114-07-8",1519648.38,29.97,1021224.81,89.91,0.00,0.00,691508.69,1519648.38,852517.38
1043,279.96,326.00093,20.332,"Tris(2-chloroisopropyl)phosphate","C9H18Cl3O4P",ION=[M+H]+,,,54468.05,43593.13,52775.79,38595.54,44993.92,47189.93,54033.09,54468.05,49826.25
1044,280.30,748.50913,2.514,"Azithromycin","C38H72N2O12",ION=[M+H+H]2+,"C06838","83905-01-5",12467739.00,4155913.00,880079.15,12467739.00,0.00,0.00,970824.63,860524.81,808888.00
1045,283.33,386.18559,,,,ION=[M+H]+,,,788243.88,27964.90,757524.21,26125.07,28947.73,28821.89,746605.38,788243.88,737723.38
1046,283.47,426.17823,31.338,"2,3,4-trimethoxy-N-[1-(oxolane-2-carbonyl)-2,3-dihydroindol-6-yl]benzamide","C23H26N2O6",ION=[M+H]+,,,6096.40,264.00,5829.15,250.72,317.74,223.54,5626.80,6096.40,5764.25
1047,283.30,488.11065,135.406,"N-[[4-ethyl-5-[(5-phenyl-1,3,4-oxadiazol-2-yl)methylsulfanyl]-1,2,4-triazol-3-yl]methyl]-N-(4-fluorophenyl)methanesulfonamide","C21H21FN6O3S2",ION=[M+H]+,,,5404.54,297.57,4920.83,0.00,496.19,396.53,5081.88,5404.54,4276.05
1048,283.59,155.98327,,,,ION=[M+H+H]2+,,,273309.50,3037.79,249335.67,4863.58,1522.86,2726.93,273309.50,247933.73,226763.78
1049,287.51,414.20391,26.191,"1-([1]benzofuro[3,2-d]pyrimidin-4-yl)-N-[(4-ethylphenyl)methyl]piperidine-3-carboxamide","C25H26N4O2",ION=[M+H]+,,,75041.92,22160.84,69458.94,22412.01,20645.50,23425.00,64478.59,75041.92,68856.31
1050,292.25,287.24621,,,,ION=[M+H]+,,,99769.63,4989.39,96078.52,5735.87,4497.09,4735.21,91738.71,99769.63,96727.22
1051,294.82,748.50955,13.388,"Azithromycin","C38H72N2O12",ION=[M+H+H]2+,"C06838","83905-01-5",5211903.00,1737301.00,1014950.38,0.00,0.00,5211903.00,1019641.38,1002273.06,1022936.69
1052,297.61,398.18561,,,,ION=[M+H]+,,,4580.26,27.82,4290.76,0.00,0.00,83.47,4331.92,3960.08,4580.26
1053,298.59,41.02657,,,,ION=[M+H]+,,,831832.50,725346.13,452398.69,831832.50,613342.19,730863.69,495699.56,459604.53,401891.97
1054,301.99,416.19616,46.471,"2-[5-(3,5-dimethylanilino)-7-methyl-3-oxo-[1,2,4]triazolo[4,3-c]pyrimidin-2-yl]-N-methyl-N-phenylacetamide","C23H24N6O2",ION=[M+H]+,,,20441.69,42.49,19051.74,52.15,50.23,25.08,20441.69,17968.41,18745.12
1055,302.20,137.97282,,,,ION=[M+H]+,,,193781.86,132097.55,92248.51,10771.45,193781.86,191739.33,96220.71,92163.64,88361.19
1056,307.08,748.50857,24.596,"Azithromycin","C38H72N2O12",ION=[M+H+H]2+,"C06838","83905-01-5",7694129.00,2564709.67,351172.84,0.00,7694129.00,0.00,399743.59,319825.03,333949.91
1057,308.56,160.96215,,,,ION=[M+H-H2O]+,,,1474497.50,1328917.33,312201.86,1427130.75,1085123.75,1474497.50,97482.71,0.00,839122.88
1058,310.79,422.30298,6.379,"Cholic Acid Methyl Ester","C25H42O5",ION=[M+H-H2O]+,,"1448-36-8",50233.70,10.92,48774.39,32.75,0.00,0.00,47561.97,50233.70,48527.50
1059,314.17,279.25597,15.258,"Linoleamide","C18H33NO",ION=[M+H]+,,,33576.92,143.90,32478.68,120.32,181.03,130.36,31633.30,33576.92,32225.82
1060,315.31,324.15521,19.741,"tert-butyl 4-(6-amino-5-nitropyrimidin-4-yl)piperazine-1-carboxylate","C13H20N6O4",ION=[M+H]+,,,6152.61,85.44,5899.74,103.02,97.40,55.90,5628.47,6152.61,5918.13
1061,318.39,436.36623,,,,ION=[M+Na]+,,,6146.53,714.87,5900.99,1264.03,412.06,468.53,6060.95,6146.53,5495.50
1062,318.57,138.98039,,,,ION=[M+H]+,,,124126.39,116860.43,5318.22,107924.74,118530.16,124126.39,6037.38,9917.29,0.00
1063,325.06,260.88786,,,,ION=[M+H-H2O]+,,,337513.53,324237.47,148307.37,315784.28,337513.53,319414.59,220631.88,25219.86,199070.38
1064,324.68,295.25128,,,,ION=[M+Na]+,,,19755.67,262.45,18954.77,787.35,0.00,0.00,18587.09,19755.67,18521.56
1065,327.25,324.15499,,,,ION=[M+H]+,,,6381.09,29.16,5670.91,0.00,0.00,87.47,5297.09,6381.09,5334.54
1066,330.38,394.21317,,,,ION=[M+H]+,,,27360.22,16530.99,18177.17,405.25,27360.22,21827.49,18966.64,17726.77,17838.09
1067,331.44,715.45013,,,,ION=[M+H]+,,,962929.50,79.43,930046.27,0.00,0.00,238.30,867090.38,962929.50,960118.94
1068,336.91,290.24596,,,,ION=[M+H]+,,,84158.05,28461.02,39953.48,32189.75,23171.53,30021.77,84158.05,15892.76,19809.65
1069,337.49,398.24337,3.796,"Tris(butoxyethyl)phosphate","C18H39O7P",ION=[M+H]+,"C14446","78-51-3",24108.94,21640.78,21607.94,23871.00,21347.55,19703.79,24108.94,20043.81,20671.06
1070,337.06,246.21981,,,,ION=[M+Na]+,,,34567.13,16275.23,18578.38,12579.31,16541.60,19704.78,34567.13,9915.73,11252.28
1071,338.56,297.26699,23.142,"3-ketosphingosine","C18H35NO2",ION=[M+H]+,,,19581.68,341.37,15828.76,171.51,645.71,206.90,13834.56,14070.03,19581.68
1072,339.96,383.34006,,,,ION=[M+Na]+,,,416666.72,269180.87,378973.00,4010.85,407751.81,395779.94,416666.72,364303.56,355948.72
1073,341.88,280.16508,,,,ION=[M+H]+,,,6026.85,5778.86,3316.43,5334.38,6026.85,5975.36,2970.69,2758.02,4220.56
1074,343.05,360.21481,,,,ION=[M+Na]+,,,274694.34,42831.39,106096.56,57054.79,25524.78,45914.62,274694.34,18375.95,25219.39
1075,343.16,388.10491,,,,ION=[M+H-H2O]+,,,90326.70,56328.48,20100.68,90326.70,39802.93,38855.80,4903.35,4463.26,50935.44
1076,343.05,733.45985,26.301,"ERYTHROMYCIN","C37H67NO13",ION=[M+H]+,"C01912","114-07-8",2452967.25,20.80,1912690.29,62.40,0.00,0.00,1588977.88,2452967.25,1696125.75
1077,344.97,278.15204,,,,ION=[M+Na]+,,,17093.64,14622.83,13785.12,12569.81,14205.05,17093.64,14732.90,12108.00,14514.47
1078,347.94,58.05288,,,,ION=[M+H]+,,,1067700.50,581231.56,740392.85,0.00,675994.19,1067700.50,563958.63,834131.25,823088.69
1079,349.87,748.50704,38.226,"Azithromycin dihydrate","C38H72N2O12",ION=[M+H]+,,,2690998.75,1699979.88,1196595.90,2690998.75,1454158.63,954782.25,917003.44,1350493.25,1322291.00
1080,349.37,320.15962,,,,ION=[M+H]+,,,22014.92,18307.08,20044.76,18242.04,19192.59,17486.61,20433.36,22014.92,17686.01
1081,349.37,410.19181,NA,"N-[2-(azepan-1-yl)ethyl]-2-[2-oxo-3-(trifluoromethyl)quinoxalin-1-yl]propanamide","C20H25F3N4O2",ION=[M+H]+,,,12557.90,3660.42,5049.69,5144.25,1654.67,4182.33,12557.90,1303.18,1287.97
1082,349.57,41.02658,,,,ION=[M+H]+,,,390017.63,270040.77,227584.28,286372.78,204104.75,319644.78,193535.75,99199.46,390017.63
1083,354.00,318.21702,NA,"N-methyl-N-[(5-methyl-7-morpholin-4-yl-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)methyl]butan-1-amine","C16H26N6O",ION=[M+H]+,,,46800.95,45570.04,34734.92,45713.02,44196.14,46800.95,32650.42,43317.26,28237.08
1084,355.20,59.03689,,,,ION=[M+H]+,,,235172.05,130947.41,104053.70,148840.06,8830.12,235172.05,12899.17,163687.73,135574.19
1085,357.10,304.26155,,,,ION=[M+H]+,,,38692.83,26398.27,27952.63,20869.80,29141.60,29183.43,38692.83,24125.35,21039.72
1086,356.54,260.23502,,,,ION=[M+Na]+,,,15349.05,11700.14,10803.91,10895.38,8855.98,15349.05,14166.56,9551.70,8693.45
1087,361.01,748.50943,,,,ION=[M+H+H]2+,,,255290.27,177701.71,77726.92,205822.66,255290.27,71992.20,233180.77,0.00,0.00
1088,362.96,58.05286,,,,ION=[M+H]+,,,269223.22,174348.76,192846.05,147872.69,269223.22,105950.36,216438.45,184181.30,177918.39
1089,361.39,402.22532,,,,ION=[M+Na]+,,,2554702.50,679942.77,1080443.76,781123.75,543751.25,714953.31,2554702.50,328667.13,357961.66
1090,361.51,286.14192,,,,ION=[M+H-H2O]+,,,96444.95,18410.75,38137.14,27788.55,12973.88,14469.84,96444.95,7924.78,10041.68
1091,361.42,360.21492,1.508,"Tributyl citrate","C18H32O7",ION=[M+H]+,,,391665.91,72616.42,153123.54,119036.82,44016.01,54796.44,391665.91,31793.71,35911.00
1092,362.99,484.28220,,,,ION=[M+Na]+,,,22622.35,20892.39,17012.13,19468.76,22622.35,20586.04,9156.83,20294.42,21585.14
1093,366.40,391.30599,,,,ION=[M+H]+,,,17644.33,697.47,15685.98,326.12,854.33,911.95,11842.51,17571.12,17644.33
