"ms1_id","ms2_id","mz","RTINMINUTES","omus","annotations","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
"348","mz500.33445rt4.46","500.334446","4.46116666666667","omu68","",0,0,0,27654.14,33793.49,29726.62
"352","mz99.51245rt4.48","99.5124376","4.48316666666667","omu154","",0,0,0,272489.03,345483.19,313446.09
"353","mz487.23885rt4.49","487.238846","4.48583333333333","omu69","",0,0,0,16688.46,18244.5,20318.33
"355","mz84.95941rt2.73","84.959576","4.49133333333333","omu149","",0,0,0,35514.64,36158.53,36983.2
"361","mz270.31512rt4.56","270.315126","4.56116666666667","omu70","Dimethyldioctylammonium",1022.97,1056.08,745.37,20366.22,19517.79,17656.45
"363","mz284.33076rt4.58","284.330756","4.5785","omu71","Hexadecyl-trimethylammonium",0,0,0,20297.28,18488.68,17185.37
"367","","358.368026","4.65933333333333","","",0,0,0,41898.83,40775.63,34906.47
"373","","263.0870576","4.71583333333333","","",0,0,0,5278.05,5559.38,4713.8
"374","","487.256276","4.71633333333333","","",0,0,0,5350.25,6515.88,5795.81
"375","mz432.25047rt4.72","432.250466","4.7175","omu72","",4472.46,4058.51,4252.05,57873.61,70084.73,67041.48
"378","mz568.35432rt4.72","568.3543126","4.719","omu73","",0,0,0,13183.47,13221.86,12993.35
"381","","445.246236","4.727","","",0,0,0,3609.1,4818.53,4596.44
"382","","364.287566","4.751","","",0,0,0,8932,9260.29,9234.87
"385","","604.369566","4.79416666666667","","",0,0,0,5095.77,5278.49,5678.93
"387","","172.097076","4.79683333333333","","",0,0,0,9265.29,8967.08,9092.24
"388","mz428.31562rt4.25","428.316086","4.80783333333333","omu153","",0,0,0,29601.19,30480.84,31812.84
"389","","481.363276","4.81066666666667","","",0,0,0,9815.66,9242.78,9774.26
"390","","106.085836","4.86533333333333","","",0,0,0,3210.65,3847.75,4267.58
"391","","312.362736","4.90016666666667","","",0,0,0,8438.52,6904.88,8796.76
"392","mz327.17757rt4.97","327.177576","4.96816666666667","omu74","",0,0,0,4913.68,4926.15,6115.98
"393","mz244.22734rt4.97","244.227346","4.971","omu75","",0,0,0,3227.21,4032.71,3372.82
"395","","239.126016","5.01633333333333","","",0,0,0,5543.28,4897.2,5751.02
"396","","129.091056","5.01916666666667","","",0,0,0,6263.42,6359.83,5365.65
"397","mz449.21928rt5.02","449.219276","5.02483333333333","omu76","",0,0,0,11637.1,11012.81,9763.58
"398","mz457.31132rt5.06","457.3113126","5.06016666666667","omu77","",0,0,0,223554.27,236016.42,228756.3
"403","mz111.11656rt5.09","111.116566","5.08716666666667","omu158","",0,0,0,14829.59,15466.55,17291.18
"404","mz69.06974rt5.09","69.069746","5.08983333333333","omu78","",0,0,0,16571.19,17669.04,20567.76
"405","mz470.36029rt5.1","470.360296","5.09783333333333","omu79","",0,0,0,20091,21706.97,20737.98
"406","mz391.34222rt5.11","391.342226","5.11","omu80","",0,0,0,29263.1,28646.67,32781.89
"407","mz357.27889rt5.13","357.278896","5.12533333333333","omu81","",0,0,0,290880.31,298112.38,285303.97
"408","mz371.24058rt5.13","371.240576","5.12833333333333","omu82","",0,0,0,20373.03,17700.28,18082.23
"412","","340.393406","5.17933333333333","","",0,0,0,18210.76,14514.84,17362.37
"413","mz845.61162rt5.18","845.611616","5.17983333333333","omu83","",0,0,0,55657.28,57529.74,52614.47
"414","mz57.93443rt5.2","57.934426","5.1955","omu84","",0,0,0,100336.55,96729.2,88786.78
"415","","482.360546","5.19583333333333","","",0,0,0,5803.93,6161.13,5683.51
"416","","856.592406","5.212","","",0,0,0,4346.07,4585.09,4916.64
"417","","263.237176","5.239","","",0,0,0,6258.19,6134.23,5875.78
"420","mz389.30527rt5.32","389.305266","5.317","omu85","",0,0,0,9480.51,8656.43,8231.63
"421","","272.222626","5.32833333333333","","",0,0,0,4226.55,4549.21,3639.71
"423","","392.319316","5.33383333333333","","",0,0,0,3677.34,3447.54,3084.75
"425","mz462.39342rt5.35","462.393426","5.35266666666667","omu86","",0,0,0,4643.72,6420.12,6524.91
"426","mz710.47306rt5.37","710.473066","5.374","omu87","",0,0,0,63112.11,68554.23,70379.77
"427","mz368.42477rt5.41","368.424766","5.4065","omu88","",0,0,0,401211.13,385972.28,381855.75
"428","mz267.17206rt5.41","267.172056","5.40766666666667","omu89","Tri-isobutylphosphate,Tri-isobutyl phosphate,Triisobutyl phosphate,Tributyl phosphate",0,0,0,7826.76,7590.5,7732.26
"431","","404.227996","5.45416666666667","","",0,0,0,8760.63,7513.14,7695.49
"432","mz265.14179rt5.48","265.141796","5.47566666666667","omu90","",0,0,0,4871.15,5121.28,4930.6
"433","mz354.19457rt5.5","354.194566","5.5005","omu91","",0,0,0,7741.66,7617.49,6742.94
"444","mz429.4045rt5.66","429.404496","5.664","omu92","",0,0,0,24587.89,29334.83,27654.73
"445","mz338.34192rt5.67","338.341916","5.672","omu93","",0,0,0,158731.61,154153.48,163650.16
"455","","640.587936","5.76183333333333","","",0,0,0,9709.4,8170.16,8034.09
"458","","346.272406","5.826","","",0,0,0,7790.09,8451.97,7826.11
"460","mz124.08654rt5.88","124.086536","5.87816666666667","omu94","3,3'-Iminobispropanenitrile",0,0,0,915505.19,1129667,934444.44
"467","","410.346996","5.94133333333333","","",0,0,0,11203.22,9521.22,9463.43
"468","mz590.42613rt5.95","590.426126","5.94516666666667","omu95","ADP-glc",0,0,0,6476.3,5885.18,6267.79
"470","mz546.39966rt5.96","546.399656","5.9585","omu96","",0,0,0,7316.47,6365.27,7226.06
"471","","450.318966","5.9645","","",0,0,0,25388.74,30288.46,27476.14
"472","mz881.62312rt5.97","881.623116","5.96933333333333","omu97","",0,0,0,5971.12,5696.27,5401.83
"473","","502.373036","5.97183333333333","","",0,0,0,5597.16,5363.28,5549.03
"474","","458.347956","5.97466666666667","","",0,0,0,6196.62,5935.51,5263.35
"478","mz104.10682rt5.99","104.106816","5.98816666666667","omu98","",0,0,0,81490.64,69760.48,82009.32
"479","","254.248096","5.99466666666667","","",0,0,0,11714.85,11738.04,12445.97
"482","mz371.29449rt6.01","371.294496","6.01183333333333","omu99","",0,0,0,26904.59,30055.19,33768.55
"483","","522.596996","6.01616666666667","","",0,0,0,18246.66,15488.61,20121.98
"499","mz130.15894rt6.12","130.158936","6.11633333333333","omu100","Octylamine",0,0,0,183477.38,182211.41,177949.17
"503","","561.396736","6.14916666666667","","",0,0,0,18485.87,18644.28,17509.87
"505","mz584.47319rt6.17","584.473186","6.16983333333333","omu101","",0,0,0,114795.2,108133.22,116107.84
"507","","517.371056","6.1735","","",0,0,0,26360.48,23617.86,28446.43
"511","mz496.42072rt6.19","496.420726","6.18833333333333","omu102","",0,0,0,207711.34,211819.11,209578.5
"512","mz452.39411rt6.19","452.394116","6.19266666666667","omu103","",0,0,0,247102.5,250052.34,251408.17
"514","mz540.44673rt6.21","540.446736","6.20833333333333","omu104","",0,0,0,175968.95,178722.69,176044.66
"515","mz332.96429rt6.21","332.964286","6.21266666666667","omu105","",0,0,0,1935.13,1601.46,1822.29
"516","","263.236446","6.21566666666667","","",0,0,0,14508.82,13017.67,11682.98
"520","mz280.2635rt6.22","280.263496","6.22083333333333","omu142","",0,0,0,71719.76,70024.75,67157.84
"522","mz526.39508rt6.24","526.395076","6.24266666666667","omu144","",0,0,0,6912.45,8469.42,7553.85
"528","mz482.36783rt6.27","482.367836","6.26716666666667","omu106","",0,0,0,7032.65,7858.4,10044.64
"535","","846.582846","6.32183333333333","","",0,0,0,5772.43,5991.18,4858.95
"536","","1090.7884976","6.33166666666667","","",0,0,0,41243.36,41310.28,31035.07
"538","mz550.6277rt6.35","550.627696","6.346","omu107","Dimethyldioctadecylammonium",0,0,0,140301.36,124858.37,113163.77
"540","mz980.72441rt6.35","980.7244026","6.35166666666667","omu108","",0,0,0,134025.33,118422.52,114335.28
"542","mz958.70969rt6.36","958.7096826","6.3615","omu109","",0,0,0,83679.05,118213.27,118710.73
"547","","693.4110276","6.37383333333333","","",0,0,0,3114.89,3278.62,3536.97
"554","","451.268966","6.40466666666667","","",0,0,0,5026.99,4736.98,4993.48
"555","mz339.21674rt6.41","339.216736","6.40733333333333","omu110","",0,0,0,16647.38,14911.96,16099.34
"557","","239.127796","6.4125","","",152.66,176.57,150.32,3920.56,4148.48,3853.44
"558","","419.241776","6.41266666666667","","",0,0,0,6375.59,7051.51,6087.91
"560","mz686.35726rt6.42","686.357256","6.4205","omu111","",0,0,0,13714.92,11891.37,11496.39
"562","","714.388526","6.42566666666667","","",0,0,0,6102.87,7203.23,6771.84
"567","","378.297836","6.45816666666667","","",0,0,0,7666.8,8049.33,7872.56
"569","","619.439066","6.4855","","",0,0,0,40405.46,39290.89,40278.55
"571","mz466.41044rt6.49","466.410436","6.486","omu112","",0,0,0,17020.84,16394.66,16997.37
