"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","newJC1_Blank-expanded-gradient_MeanIntensity","newJC1_Coculture-1-mg_mL-expanded-gradient_MeanIntensity","newJC1_JC1-0-25-mg_mL-expanded-gradient_MeanIntensity","newJC1_JC1-1-mg_mL-expanded-gradient_MeanIntensity","newJC1_Media-1-mg_mL-expanded-gradient_MeanIntensity","newJC1_Media-0-25-mg_mL-expanded-gradient_MeanIntensity","newJC1_Coculture-0-25-mg_mL-expanded-gradient_MeanIntensity","X121523_Blank_expanded_gradient_73_1_6075","X121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6076","X121523_UM1899B_JC1_0-25mgmL_expanded_gradient_82_1_6077","X121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6078","X121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6079","X121523_UM1900B_Media_0-25mgmL_expanded_gradient_83_1_6080","X121523_UM1901B_Coculture_0-25mgmL_expanded_gradient_84_1_6081","X121523_Blank_expanded_gradient_73_1_6082","X121523_UM1901B_Coculture_0-25mgmL_expanded_gradient_84_1_6083","X121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6084","X121523_UM1899B_JC1_0-25mgmL_expanded_gradient_82_1_6085","X121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6086","X121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6087","X121523_UM1900B_Media_0-25mgmL_expanded_gradient_83_1_6088","X121523_Blank_expanded_gradient_73_1_6089","X121523_UM1899B_JC1_0-25mgmL_expanded_gradient_82_1_6090","X121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6091","X121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6092","X121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6093","X121523_UM1901B_Coculture_0-25mgmL_expanded_gradient_84_1_6094","X121523_UM1900B_Media_0-25mgmL_expanded_gradient_83_1_6095"
2119,51.63,538.23602,212.63316,43.526,"NPA007920","C30H30N6O4","ION=[M+H]+","","",6670.77,0,6344.68,0,133.04,0,0,2194.66,0,5941.61,0,0,0,0,2576.72,0,1840.81,6670.77,0,0,0,0,0,0,6421.67,399.11,0,2166.46,0
2120,50.62,598.34327,150.70688,28.438,"","C20H47N12O7P","ION=[M+H]+","","",1979.01,0,0,483.5,1236.04,1739.3,393.44,0,0,0,459.17,1108.69,1879.33,592.03,0,0,0,0,455.22,1320.27,1359.55,588.29,0,536.1,0,1279.15,1979.01,0,0
2121,51.96,582.33633,147.6228,16.574,"","C29H51N4O4PS","ION=[M+H]+","","",33656.1,0,26478.07,4902.77,14310.16,2948.73,1009.41,7008.77,0,24005.33,4144.33,14854.16,3204.2,939.86,8758.15,0,5046.01,33656.1,5809.99,14876.55,2832.51,940.29,0,4754,21772.78,13199.77,2809.49,7222.15,1148.1
2122,52.02,500.25916,208.70047,50.37,"","C33H32N4O","ION=[M+H]+","","",29468.67,0,0,10194.55,27850.97,1652.96,0,0,0,0,7867.22,26955.15,1729.22,0,0,0,0,0,13159.04,29468.67,1720.12,0,0,9557.39,0,27129.09,1509.55,0,0
2123,52.04,718.35242,240.67429,14.869,"NPA010109","C34H50N6O11","ION=[M+H]+","","",22948.91,0,18958.84,2425.78,8421.58,2396.22,394.31,3445.5,0,17743.53,1989.09,8442.45,2424.5,0,4555.51,0,2049.9,22948.91,3014.52,8485.19,2765.98,519.2,0,2273.72,16184.07,8337.1,1998.18,3731.08,663.72
2124,52.39,627.28688,134.71672,12.338,"","C36H42N3O5P","ION=[M+H]+","","",15306.31,0,0,3123.59,8554.36,13888.92,2869.84,0,0,0,1938.46,8003.83,12517.7,2478.89,0,0,0,0,5236.93,9211.67,13842.76,2826.2,0,2195.38,0,8447.6,15306.31,0,3304.43
2125,51.84,512.22098,212.83443,17.511,"","C24H38N2O6P2","ION=[M+H]+","","",7999.48,0,7595.84,527.45,1748.84,723.53,252.2,2879.75,0,7999.48,408.81,1667.48,832.14,0,3204.4,0,2685.82,7787.65,654.24,2166.83,0,447.44,0,519.31,7000.39,1412.21,1338.46,2749.05,309.15
2126,52.31,322.138,143.36427,16.089,"","C13H18N6O4","ION=[M+H]+","","",5622.95,0,0,2240.76,5144.98,4238.25,1491.48,0,0,0,1770.67,5453.66,3827.85,1330.11,0,0,0,0,2877.79,5622.95,4527.98,1426.17,0,2073.83,0,4358.32,4358.91,0,1718.14
2127,52.27,837.42419,269.52185,12.404,"","C39H51N17O5","ION=[M+H+H]2+","","",11057.06,0,0,2213.69,5791.1,9884.42,2066.19,0,0,0,1140.96,4973.21,9998.15,1830.91,0,0,0,0,3790.98,7229.5,8598.03,2023.73,0,1709.13,0,5170.58,11057.06,0,2343.93
2128,51.99,526.23716,218.41068,4.417,"","C25H40N2O6P2","ION=[M+H]+","","",4754.96,0,4524.31,127.05,718.84,961.8,133.2,1091.77,0,4754.96,0,0,0,399.6,1722.66,0,0,4666.07,381.16,1019.73,1556.34,0,0,0,4151.91,1136.78,1329.05,1552.67,0
2129,51.65,690.35361,237.4962,45.785,"NPA004528","C37H54O12","ION=[M+Na]+","","",10800.5,0,7466.29,0,0,0,0,1269.88,0,6311.55,0,0,0,0,2278.73,0,0,10800.5,0,0,0,0,0,0,5286.83,0,0,1530.92,0
2130,52.19,509.24883,144.1718,NA,"NPA005373","C26H39NO7S","ION=[M+H-H2O]+","","",2948.54,0,0,501.33,1666.16,2459.74,551.75,0,0,0,428.3,1898.93,2541.43,450.61,0,0,0,0,633.81,1463.69,1889.24,660.83,0,441.89,0,1635.86,2948.54,0,543.81
2131,51.97,480.28409,206.83635,NA,"","C18H48N4O4S3","ION=[M+Na]+","","",4178.63,0,0,1335.04,3979.92,0,0,0,0,0,1295.08,4178.63,0,0,0,0,0,0,1378.62,3997.42,0,0,0,1331.4,0,3763.71,0,0,0
2132,51.95,521.25108,210.9263,33.173,"","C24H35N5O8","ION=[M+H-H2O]+","","",4788.91,0,0,1999.18,4547.22,2424.61,186.98,0,0,0,1399.31,4207.13,2133.33,0,0,0,0,0,2921.82,4788.91,2402.4,0,0,1676.41,0,4645.62,2738.08,0,560.94
2133,51.54,690.31805,228.10974,16.988,"","C30H62K2O8P2","ION=[M+H-H2O]+","","",2328.31,0,2240.29,0,0,0,0,760.49,0,2199.58,0,0,0,0,787.85,0,875.51,2328.31,0,0,0,0,0,0,2192.97,0,0,618.12,0
2134,52.15,294.1564,212.6764,NA,"","C9H27ClN2O6","ION=[M+Na]+","","",2616.78,0,0,837.56,2499.8,0,0,0,0,0,642.39,2610.27,0,0,0,0,0,0,983.89,2616.78,0,0,0,886.41,0,2272.36,0,0,0
2135,51.95,284.13629,153.45915,NA,"","C9H21KN6O2","ION=[M+H]+","","",1592.76,0,1335.29,0,0,0,0,0,0,1231.7,0,0,0,0,0,0,0,1592.76,0,0,0,0,0,0,1181.43,0,0,0,0
2136,52.46,587.29003,218.337,29.511,"","C21H33N17O4","ION=[M+H]+","","",4317.88,0,0,1832.91,4084.45,0,0,0,0,0,952.27,4317.88,0,0,0,0,0,0,2774.87,4305.39,0,0,0,1771.58,0,3630.07,0,0,0
2137,51.95,540.25183,226.73131,26.507,"NPA020094","C19H32N12O7","ION=[M+H]+","","",6894.88,0,6130.64,0,0,0,0,2120.06,0,5809.05,0,0,0,0,2264.87,0,1858.34,6894.88,0,0,0,0,0,0,5688,0,0,2236.97,0
2138,51.48,476.19989,213.74196,24.249,"","C17H24N12O5","ION=[M+H]+","","",3545.27,0,2907.8,0,0,0,0,924.54,0,2596.58,0,0,0,0,889.68,0,985.24,3545.27,0,0,0,0,0,0,2581.57,0,0,898.7,0
2139,51.86,473.22834,143.30782,NA,"","C18H37ClKN7O3","ION=[M+H]+","","",1892.76,0,0,259.59,338.64,1379.21,156.68,0,0,0,418.64,0,1123,0,0,0,0,0,0,0,1121.88,0,0,360.13,0,1015.93,1892.76,0,470.03
2140,51.93,490.21565,220.62167,85.354,"NPA008292","C26H34O9","ION=[M+H]+","","",1815.53,0,1531.83,0,0,0,0,132.62,0,1526.27,0,0,0,0,0,0,397.87,1815.53,0,0,0,0,0,0,1253.7,0,0,0,0
2141,51.92,446.32167,149.422,24.649,"","C20H42N6O5","ION=[M+H]+","","",3284.17,0,2712.85,0,1556.65,0,0,564.95,0,2389.98,0,1554.93,0,0,885.7,0,0,3284.17,0,1560.75,0,0,0,0,2464.41,1554.27,0,809.15,0
2142,51.85,604.24504,228.6213,23.274,"","C32H37N4O6P","ION=[M+H]+","","",5522.29,0,5024.57,0,0,0,0,1922.22,0,5244.18,0,0,0,0,2095.99,0,1790.14,5522.29,0,0,0,0,0,0,4307.23,0,0,1880.54,0
2143,52.26,445.24061,138.18806,133.743,"NPA020139","C27H31N3O3","ION=[M+H]+","","",2602.17,0,0,331.12,2137.34,661.21,324.1,0,0,0,0,1538.23,1983.63,497.38,0,0,0,0,993.35,2602.17,0,474.92,0,0,0,2271.62,0,0,0
2144,52,1063.54109,287.6499,62.417,"","C52H66N21O3P","ION=[M+H+H]2+","","",5904.21,0,0,1142.91,3592.85,5634.98,1208.41,0,0,0,901.32,3802.68,5904.21,1003.42,0,0,0,0,1418,3939.76,5206.95,1431.47,0,1109.42,0,3036.1,5793.77,0,1190.34
2145,52.42,109.06216,150.56248,NA,"","","ION=[M+H]+","","",6172.76,0,0,837.45,4172.89,5739.17,1421.18,0,0,0,0,3614.46,4981.23,1251.47,0,0,0,0,2512.34,4921.87,6172.76,1289.71,0,0,0,3982.34,6063.52,0,1722.36
2146,52.3,505.28796,136.42516,NA,"NPA003059","C28H43NO5S","ION=[M+H]+","","",2445.03,0,0,219.95,560.24,1858.35,266.05,0,0,0,0,0,1489.84,398.85,0,0,0,0,659.86,1680.72,1640.19,0,0,0,0,0,2445.03,0,399.29
2147,51.7,437.1893,199.87584,16.091,"","C16H19N15O","ION=[M+H]+","","",3383.35,0,3079.44,0,581.01,748.97,0,1287.14,0,3024.5,0,895.16,1027.16,0,1327.77,0,1330.95,3383.35,0,0,0,0,0,0,2830.48,847.88,1219.75,1202.7,0
2148,52.17,573.1205,206.30908,23.593,"","C16H16N17O6P","ION=[M+H]+","","",4895.13,0,0,1792.09,4611.38,0,0,0,0,0,1914.83,4426.5,0,0,0,0,0,0,2072.87,4895.13,0,0,0,1388.56,0,4512.51,0,0,0
2149,52.12,243.12034,200.35608,NA,"","C9H26BrNO","ION=[M+H]+","","",2361.99,0,0,0,1728.63,0,0,0,0,0,0,1616.98,0,0,0,0,0,0,0,1206.92,0,0,0,0,0,2361.99,0,0,0
2150,52.17,581.31579,221.34508,11.099,"","C28H48N5O4PS","ION=[M+H]+","","",101454.48,0,1157.14,22590.34,54433.15,87009.12,24405.74,0,0,1074.16,16077.56,54666.3,70932.03,19030.95,0,0,0,1774.1,31515.03,56674.49,101454.48,25038.39,0,20178.42,623.15,51958.65,88640.84,0,29147.86
2151,52.15,612.14442,216.40782,64.546,"NPA031606","C30H28O14","ION=[M+H]+","","",4409.29,0,0,1168.08,4025.66,0,0,0,0,0,1057.2,3420.84,0,0,0,0,0,0,1301.63,4409.29,0,0,0,1145.43,0,4246.85,0,0,0
2152,52.52,154.084,146.45056,NA,"","C6H18S2","ION=[M+H]+","","",2002.96,0,0,274.06,1156.28,1686.52,0,0,0,0,0,1806.92,1366.43,0,0,0,0,0,822.19,1661.91,2002.96,0,0,0,0,0,1690.18,0,0
2153,51.31,435.22607,160.7728,89.126,"","C24H37NO2S2","ION=[M+H]+","","",1519.22,0,0,0,460.3,1264.73,0,0,0,0,0,1380.89,1519.22,0,0,0,0,0,0,0,954.35,0,0,0,0,0,1320.63,0,0
2154,51.69,461.09393,192.81415,14.461,"","C12H12N15O4P","ION=[M+H]+","","",3562.25,0,0,1698.22,3401.1,0,0,0,0,0,1694.18,3562.25,0,0,0,0,0,0,1728.55,3351.79,0,0,0,1671.93,0,3289.27,0,0,0
2155,52.3,439.24328,195.35295,29.671,"NPA015999","C25H33N3O4","ION=[M+H]+","","",3833.37,0,0,1375.73,3504.32,0,0,0,0,0,1101.77,3833.37,0,0,0,0,0,0,1707.89,3164.36,0,0,0,1317.52,0,3515.22,0,0,0
2156,52.4,576.27614,140.05049,27.226,"","C21H28N20O","ION=[M+H]+","","",2626.29,0,0,925.7,2078.69,0,0,0,0,0,688.21,1457.43,0,0,0,0,0,0,1308.89,2626.29,0,0,0,780,0,2152.37,0,0,0
2157,51.96,1150.5874,345.8067,4.598,"","C58H92N2O17P2","ION=[M+H+H]2+","","",199797.45,0,375.8,35538.29,149833.14,178945.17,25910.11,0,0,0,20127.25,146293.78,152925.88,20721.85,0,0,0,1127.4,59595.64,164378.94,199797.45,25051.9,0,26891.98,0,138826.7,184112.17,0,31956.59
2158,52.07,346.1634,181.3235,39.826,"","C16H26O8","ION=[M+H]+","","",13741.94,0,9705.9,0,0,0,0,2095.07,0,7511.25,0,0,0,0,3391.83,0,0,13741.94,0,0,0,0,0,0,7864.52,0,0,2893.4,0
2159,51.74,652.35294,236.67442,39.8,"NPA020114","C25H44N14O7","ION=[M+H]+","","",3136.19,0,0,174.18,404.79,2628.91,0,0,0,0,0,0,2124.67,0,0,0,0,0,0,1214.36,3136.19,0,0,522.55,0,0,2625.86,0,0
2160,51.7,466.25272,138.01166,52.238,"","C20H38N2O10","ION=[M+H]+","","",1918.34,0,1781.31,0,0,0,0,763.2,0,1580.94,0,0,0,0,842.94,0,748.66,1844.66,0,0,0,0,0,0,1918.34,0,0,698.02,0
2161,52.3,435.22217,141.09789,34.663,"","C19H29N7O5","ION=[M+H]+","","",28685.54,0,0,11103.43,27101.88,22649.03,7093.77,0,0,0,8503.43,25520.12,19148.77,6579.01,0,0,0,0,14682.55,28685.54,22760.69,6756.83,0,10124.32,0,27099.98,26037.63,0,7945.47
2162,52.15,1172.56751,348.98163,34.11,"","C68H82N6O8P2","ION=[M+H+H]2+","","",4045.03,0,0,1229.44,2619.06,3474.53,1210.79,0,0,0,706.85,2629.57,3059.63,1066.75,0,0,0,0,1863.27,2697.75,4045.03,1069.32,0,1118.19,0,2529.88,3318.93,0,1496.29
2163,52.32,265.1163,142.61548,NA,"","C10H19NO7","ION=[M+H]+","","",3704.56,0,0,743.82,2627.97,3283.75,532,0,0,0,816.01,2721.35,2804.57,764.3,0,0,0,0,1415.46,2743.09,3342.11,831.69,0,0,0,2419.48,3704.56,0,0
2164,51.31,1043.50575,274.68552,82.875,"","C36H80N13O16P3","ION=[M+H+H]2+","","",2205.93,0,0,0,0,1720.44,0,0,0,0,0,0,1791.59,0,0,0,0,0,0,0,1163.81,0,0,0,0,0,2205.93,0,0
2165,52.26,510.31553,209.37326,24.269,"","C21H34N16","ION=[M+H]+","","",4484.43,0,0,1197.34,3833.65,0,0,0,0,0,1100.63,4484.43,0,0,0,0,0,0,1481.57,4149.56,0,0,0,1009.82,0,2866.97,0,0,0
2166,51.48,657.31952,233.05043,NA,"NPA003586","C36H43N5O7","ION=[M+H]+","","",1933.54,0,1757.98,0,0,0,0,271.23,0,1687.31,0,0,0,0,521.94,0,0,1933.54,0,0,0,0,0,0,1653.1,0,0,291.74,0
2167,52.5,809.43035,269.65762,80.274,"NPA028051","C45H63NO12","ION=[M+H+H]2+","","",6954.01,0,0,1747.51,4875.73,6557.06,996,0,0,0,1197.6,5113.96,6488.4,0,0,0,0,0,2634.07,4836.55,6954.01,1345.43,0,1410.87,0,4676.67,6228.77,0,1642.58
2168,52.38,724.33934,271.17377,43.468,"","C16H44N20O13","ION=[M+H+H]2+","","",8029.34,0,0,1522.48,4676.51,7236.52,1236.79,0,0,0,1020.06,3780.24,6981.94,1016.61,0,0,0,0,2363.6,5446.8,6698.27,1235.16,0,1183.78,0,4802.49,8029.34,0,1458.6
2169,51.94,466.2527,209.48898,21.392,"","C15H35N10O5P","ION=[M+H]+","","",3308.02,0,0,887.22,3160.2,1992.62,0,0,0,0,850.76,3308.02,2226.56,0,0,0,0,0,991.26,3062.91,1987.62,0,0,819.62,0,3109.67,1763.69,0,0
2170,51.99,652.35353,230.72415,75.397,"NPA020114","C25H44N14O7","ION=[M+H]+","","",3306.46,0,0,245.83,1010.3,3027.96,551.32,0,0,0,0,1440.59,2472.2,0,0,0,0,0,737.48,0,3306.46,731.86,0,0,0,1590.3,3305.23,0,922.1
2171,52.3,499.22849,135.97346,16.108,"NPA013613","C26H33N3O7","ION=[M+H]+","","",16010.43,0,0,3004.67,10036.74,13841.43,2940.9,0,0,0,1840.15,8878.66,12115.8,2472.53,0,0,0,0,4952.57,11124.16,13398.06,3152.49,0,2221.3,0,10107.4,16010.43,0,3197.69
2172,52.04,437.17947,149.25017,38.7,"","C20H27N3O8","ION=[M+H]+","","",8687.53,0,7011.24,1428.5,3795.7,1058.18,0,1472.87,0,6306.31,1198.06,3630.26,0,0,2429.79,0,0,8687.53,1625.01,3930.79,1561.92,0,0,1462.43,6039.87,3826.03,1612.62,1988.83,0
2173,52.3,934.47805,268.80054,25.194,"NPA025802","C47H66N8O12","ION=[M+H+H]2+","","",12314.14,0,0,2454.87,8150.87,10473.14,2296.36,0,0,0,1626.32,6997.73,8229.03,2178.39,0,0,0,0,3736.84,9303.41,10876.25,1868.61,0,2001.44,0,8151.47,12314.14,0,2842.08
2174,52.36,202.09376,217.06049,NA,"","C8H14N2O4","ION=[M+H]+","","",2252.34,0,0,266.54,2002.32,0,0,0,0,0,0,2172.97,0,0,0,0,0,0,799.62,2252.34,0,0,0,0,0,1581.65,0,0,0
2175,51.16,340.16278,185.74356,75.17,"","C10H25N6O5P","ION=[M+H]+","","",1711.23,0,1546.03,0,0,0,0,533.22,0,1573.92,0,0,0,0,536.38,0,672.13,1352.94,0,0,0,0,0,0,1711.23,0,0,391.17,0
2176,52.09,342.17797,189.6115,12.22,"","C13H18N12","ION=[M+H]+","","",2492.26,0,1808.13,0,0,0,0,375.14,0,1676.91,0,0,0,0,587.08,0,0,2492.26,0,0,0,0,0,0,1255.23,0,0,538.35,0
2177,52.33,469.28842,140.15143,67.738,"","C26H39N5OS","ION=[M+H]+","","",1729.29,0,0,0,1610.76,0,0,0,0,0,0,1729.29,0,0,0,0,0,0,0,1707.02,0,0,0,0,0,1395.96,0,0,0
2178,52.15,449.26134,203.5809,NA,"","","ION=[M+H]+","","",2027.32,0,0,605.84,1890.35,0,0,0,0,0,511.3,1960.69,0,0,0,0,0,0,783.55,1683.05,0,0,0,522.66,0,2027.32,0,0,0
2179,51.97,525.27866,148.3735,12.466,"","C26H44N3O4PS","ION=[M+H]+","","",17855.11,0,14480.96,2754.01,8445.7,3935.75,1222.36,2873,0,12886.42,2452.46,8977.49,4089.8,1095.02,4689.8,0,0,17855.11,3253.87,8557.34,3774.14,1191.3,0,2555.69,12701.35,7802.28,3943.32,3929.19,1380.75
2180,52.18,461.23062,141.8705,79.865,"NPA001761","C27H31N3O4","ION=[M+H]+","","",2178.09,0,0,380.66,1152.56,1389.8,478.53,0,0,0,593.8,1816.27,1991.32,348.05,0,0,0,0,0,0,2178.09,528.6,0,548.18,0,1641.42,0,0,558.94
2181,52.43,471.23379,136.17435,21.63,"NPA031119","C25H33N3O6","ION=[M+H]+","","",4524.59,0,0,971.7,3126.48,4106.36,886.38,0,0,0,567.81,2826.46,3798.2,873.27,0,0,0,0,1724.12,3527.57,4524.59,736.94,0,623.16,0,3025.4,3996.3,0,1048.93
2182,52.09,686.32287,230.30379,3.553,"PG-PI","C30H55O15P","ION=[M+H]+","","",2161.93,0,1741.99,0,0,0,0,96.4,0,1642.66,0,0,0,0,289.21,0,0,2161.93,0,0,0,0,0,0,1421.39,0,0,0,0
2183,52.36,411.24848,141.09601,NA,"NPA011687","C24H33N3O3","ION=[M+H]+","","",1771.23,0,0,0,1465.52,0,0,0,0,0,0,1351.69,0,0,0,0,0,0,0,1771.23,0,0,0,0,0,1273.63,0,0,0
2184,52.36,462.21628,197.94386,91.834,"","C12H26N14O6","ION=[M+H]+","","",1893.2,0,0,516.44,1041.2,0,0,0,0,0,381.61,1230.4,0,0,0,0,0,0,721.17,1893.2,0,0,0,446.56,0,0,0,0,0
2185,52.37,573.12234,212.9904,28.908,"","C20H20N11O8P","ION=[M+H]+","","",5869.11,0,0,1634.41,4416.3,0,0,0,0,0,1705.93,3313.47,0,0,0,0,0,0,1903.15,5869.11,0,0,0,1294.15,0,4066.33,0,0,0
2186,51.68,514.27185,143.87383,83.54,"NPA028582","C28H38N2O7","ION=[M+H]+","","",1703.69,0,0,468.43,842.07,1132.69,119.61,0,0,0,380.43,1289.29,1694.39,0,0,0,0,0,569.4,0,1703.69,0,0,455.45,0,1236.91,0,0,358.83
2187,52.1,60.06909,155.7255,NA,"ethylenediamine","C2H8N2","ION=[M+Na]+","D01114","107-15-3",1751.31,0,0,0,1040.78,1557.01,190.94,0,0,0,0,0,1392.09,0,0,0,0,0,0,1528.75,1527.63,0,0,0,0,1593.59,1751.31,0,572.83
2188,52.82,439.25409,150.25854,NA,"","","ION=[M+H]+","","",1547.61,0,0,226.9,1260.38,1268.87,155.46,0,0,0,0,1159.91,997.93,0,0,0,0,0,680.69,1339.75,1261.07,0,0,0,0,1281.46,1547.61,0,466.39
2189,53.19,698.32054,234.37184,63.815,"","C35H43N10O4P","ION=[M+H]+","","",2258.6,0,1880.6,0,0,0,0,167.22,0,1867.82,0,0,0,0,0,0,0,2258.6,0,0,0,0,0,0,1515.37,0,0,501.67,0
2190,52.05,638.33752,232.31201,68.227,"PHOOA-PG","C30H55O12P","ION=[M+H]+","","",1762.55,0,0,0,172.29,1384.99,353.09,0,0,0,0,0,1376.41,0,0,0,0,0,0,0,1762.55,494.04,0,0,0,516.88,1016.02,0,565.23
2191,52.21,956.46467,280.77814,26.941,"","C42H74KN6O14P","ION=[M+H+H]2+","","",4904.5,0,0,794.33,2301.11,4289.96,670.43,0,0,0,656.6,2724.6,4217.62,0,0,0,0,0,1087.02,2477.59,3747.76,954.87,0,639.37,0,1701.14,4904.5,0,1056.43
2192,52.17,596.14861,228.54704,66.885,"Okanin 4'-(6''-p-coumarylglucoside)","C30H28O13","ION=[M+H]+","","",6767.5,0,0,1978.78,5604.86,0,0,0,0,0,1932.25,3339.81,0,0,0,0,0,0,2479.65,6707.27,0,0,0,1524.44,0,6767.5,0,0,0
2193,52.68,461.0954,143.40402,67.88,"","C9H26KN7O8P2","ION=[M+H]+","","",3589.81,0,0,703.02,3354.78,0,0,0,0,0,0,3126.15,0,0,0,0,0,0,1132.25,3589.81,0,0,0,976.8,0,3348.39,0,0,0
2194,51.98,511.26415,148.3965,51.831,"NPA009431","C28H37N3O6","ION=[M+H]+","","",4986.09,0,3856.87,753.14,2459.99,0,0,829.04,0,3224.39,583.77,2429.39,0,0,1333.86,0,0,4986.09,968.28,2664.9,0,0,0,707.37,3360.13,2285.67,0,1153.26,0
2195,52.44,513.21804,140.69164,NA,"NPA014366","C19H35N3O13","ION=[M+H]+","","",1645.65,0,0,571.67,1319.41,0,0,0,0,0,508.73,904.2,0,0,0,0,0,0,570.19,1408.37,0,0,0,636.07,0,1645.65,0,0,0
2196,51.7,602.2305,225.04224,47.955,"LMPK12140101","C31H38O12","ION=[M+H]+","","",4323.08,0,3335.21,0,0,0,0,370.41,0,2795.53,0,0,0,0,1111.24,0,0,4323.08,0,0,0,0,0,0,2887,0,0,0,0
2197,52.04,318.1682,173.44579,17.352,"","C15H26O7","ION=[M+H]+","","",3606.5,0,3045.37,934.27,1773.09,699.02,0,702.17,0,2796.43,809.27,2589.51,0,0,1116.89,0,0,3606.5,1060.52,2729.77,0,0,0,933.02,2733.19,0,2097.05,989.62,0
2198,52.16,1279.61358,420.05222,11.129,"","C51H88N21O12P3","ION=[M+H+H2]3+","","",5086.01,0,0,596.42,2239.36,4092.15,999.38,0,0,0,0,1828.43,3117.91,722.56,0,0,0,0,1008.46,2768.46,4072.53,1103.78,0,780.82,0,2121.19,5086.01,0,1171.81
2199,51.88,668.34803,238.53297,58.46,"NPA020093","C25H44N14O8","ION=[M+H]+","","",8030.47,0,0,1135.93,3581.22,7264.96,1850.82,0,0,0,1054.44,3692.65,6358.31,1820.8,0,0,0,0,1182.18,3485.05,8030.47,1675.83,0,1171.17,0,3565.95,7406.08,0,2055.82
2200,51.72,470.24959,202.34291,NA,"1-(18-mercaptooctadecanoyl)-sn-glycerol 3-phosphate","C21H43O7PS","ION=[M+H]+","","",1679.44,0,0,373.94,1371.66,0,0,0,0,0,443.37,1400.1,0,0,0,0,0,0,356,1679.44,0,0,0,322.46,0,1035.44,0,0,0
2201,51.96,678.34299,237.71815,11.735,"","C38H51N2O7P","ION=[M+H]+","","",42006.94,0,0,10785.27,39944.48,26037.68,5061.44,0,0,0,7624.58,39988.86,21508.34,4368.02,0,0,0,0,14276.15,42006.94,29508.54,5032.63,0,10455.08,0,37837.63,27096.14,0,5783.68
2202,51.93,573.12163,221.20155,23.133,"","C16H16N17O6P","ION=[M+H]+","","",3556.84,0,0,373.76,3194.88,0,0,0,0,0,0,2582.75,0,0,0,0,0,0,0,3556.84,0,0,0,1121.28,0,3445.05,0,0,0
2203,52.03,136.01413,160.56367,NA,"","C3H8N2S2","ION=[M+H]+","","",4229.28,0,3346.27,0,1880.57,0,0,710.59,0,3157.48,0,1871.31,0,0,1204.92,0,0,4229.28,0,1901.26,0,0,0,0,2652.05,1869.16,0,926.84,0
2204,50.74,364.17456,184.0744,52.12,"","C17H24N4O5","ION=[M+H]+","","",1679.88,0,1601.34,0,0,0,0,547.24,0,1604.86,0,0,0,0,571.88,0,501.14,1679.88,0,0,0,0,0,0,1519.28,0,0,568.7,0
2205,51.52,275.13639,204.65428,NA,"Glutaryl-Carnitine","C12H21NO6","ION=[M+H]+","","",1562.39,0,1518.8,0,0,0,0,521.19,0,1476.03,0,0,0,0,567.06,0,515.4,1562.39,0,0,0,0,0,0,1517.98,0,0,481.1,0
2206,51.82,429.29894,150.10356,NA,"NPA008314","C30H39NO","ION=[M+H]+","","",1548.53,0,1098.08,0,0,0,0,0,0,947.02,0,0,0,0,0,0,0,1548.53,0,0,0,0,0,0,798.7,0,0,0,0
2207,52.07,543.30873,219.86168,34.196,"","C27H42N7O3P","ION=[M+H]+","","",6383.93,0,0,1783.34,5584.6,0,0,0,0,0,1711.37,5351.79,0,0,0,0,0,0,1943.97,6383.93,0,0,0,1694.68,0,5018.08,0,0,0
2208,52.38,984.46076,280.41864,8.591,"","C51H70N8O6P2S","ION=[M+H+H]2+","","",18373.91,0,0,3539.61,10566.41,16601.48,4356.29,0,0,0,2624.78,10211.33,14885.41,3578.8,0,0,0,0,4959.34,11155.26,16545.12,4273.31,0,3034.7,0,10332.63,18373.91,0,5216.75
2209,51.93,461.09371,218.44745,38.907,"","C9H21N9O9P2","ION=[M+H]+","","",3135.43,0,0,881.17,2832.32,0,0,0,0,0,1025.88,2744.98,0,0,0,0,0,0,883.69,2616.57,0,0,0,733.95,0,3135.43,0,0,0
2210,52.01,1297.6251,372.58356,4.805,"","C64H92KN9O17","ION=[M+H+H]2+","","",21685.67,0,0,3582.14,14314.01,19478.79,3253.46,0,0,0,2142.82,14064.49,15485.77,2499.12,0,0,0,0,5122.82,13971.6,21685.67,3073.96,0,3480.8,0,14905.96,21264.93,0,4187.29
2211,51.84,599.29115,222.70615,206.94,"NPA018620","C30H46ClNO9","ION=[M+H]+","","",3298.48,0,788.67,973.92,2828.35,2492.5,644.69,0,0,663.4,1029.7,2799.88,2470.44,612.67,0,0,0,861.63,983.65,3298.48,2459.62,667.78,0,908.4,840.98,2386.69,2547.45,0,653.63
