Compound,mz,rt,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12871,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12872,250120_JMK_50MeOH_Blank_C18_pos_P2B1_1_12873,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12912,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12938,250120_JMK_UM2142_squid_clutch_C1_10Xdil_C18_pos_P2E1_1_12966,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12909,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12935,250120_JMK_UM2142_squid_clutch_C1_1mgml_C18_pos_P2C7_1_12964,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12913,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12931,250120_JMK_UM2143_squid_clutch_C5_10Xdil_C18_pos_P2E2_1_12960,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12910,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12933,250120_JMK_UM2143_squid_clutch_C5_1mgml_C18_pos_P2C8_1_12957,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12914,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12940,250120_JMK_UM2144_squid_clutch_C9_10Xdil_C18_pos_P2E3_1_12963,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12911,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12936,250120_JMK_UM2144_squid_clutch_C9_1mgml_C18_pos_P2C9_1_12958,kmd
940.30408 Da 37.08 s,941.31136,0.62,0,0,0,0,0,0,7724.302246,7550.033691,8168.590332,0,0,0,7222.999023,8349.969727,7488.922363,0,0,0,7426.147461,7025.913086,6714.513184,0.311360000000036
1623.63371 Da 37.08 s,812.82413,0.62,0,0,0,1655.302979,0,1847.993286,16914.87109,16169.09863,20094.01563,0,0,0,13322.31543,13151.54883,12425.83203,1580.195435,1289.634033,1708.876831,18828.28906,20069.48828,18507.93164,0.824129999999968
1008.29279 Da 37.09 s,1009.30007,0.62,0,0,0,0,0,0,4526.062012,4864.631348,4895.52002,0,0,0,5052.221191,5378.824219,5141.165527,0,0,0,4747.536133,4714.129883,4897.989258,0.300070000000005
567.88134 Da 37.09 s,568.88861,0.62,0,0,0,0,713.7401733,0,4103.817871,5041.660645,4217.344238,775.8656006,591.2759399,632.7808838,3584.0979,4448.369629,3363.538086,642.0578003,0,808.2445068,3661.536621,4910.138672,3380.245605,0.888609999999971
1896.58113 Da 37.09 s,949.29784,0.62,0,0,0,0,0,0,0,0,3855.94873,0,0,0,0,0,0,0,0,0,4422.307617,4577.398926,4078.671875,0.297839999999951
1639.60685 Da 37.09 s,820.8107,0.62,0,0,0,0,0,0,0,0,6376.106934,0,0,0,0,0,3055.017334,0,0,0,8708.089844,7795.534668,7888.560059,0.810699999999997
1004.78134 Da 37.09 s,1005.78861,0.62,0,0,0,0,0,0,5350.561523,4144.866211,4436.819336,0,0,0,0,2688.991211,3026.164551,0,0,0,4339.703613,0,4241.508301,0.788609999999949
1038.77624 Da 37.10 s,1039.78352,0.62,0,0,0,0,0,0,2972.891113,2841.002197,3243.84668,0,0,0,0,0,0,0,0,0,3522.846191,3703.719971,3529.803223,0.783519999999953
1617.61380 Da 37.10 s,809.81417,0.62,0,0,0,0,0,0,0,4403.354004,4471.813965,0,0,0,3000.395508,0,2982.720459,0,899.3249512,0,5871.449707,5118.114746,5983.556152,0.81416999999999
1465.66989 Da 37.10 s,733.84222,0.62,0,0,0,0,0,0,5995.617188,7403.678223,5583.188477,0,0,0,4849.817383,0,0,0,0,0,6070.972656,6343.921875,6445.718262,0.842219999999998
1471.68618 Da 37.11 s,736.85037,0.62,0,0,0,0,0,0,26806.71289,26731.49805,26919.44336,0,0,0,27607.42969,29888.94531,0,0,0,0,26106.2168,26603.48438,21966.5918,0.850369999999998
1759.60765 Da 37.11 s,880.8111,0.62,0,0,0,0,0,0,16450.98828,15347.78418,13976.4834,0,0,0,0,0,11421.38672,1111.062988,1195.786621,1383.314819,0,15783.27832,16263.22754,0.81110000000001
777.82367 Da 37.12 s,778.83095,0.62,0,0,0,1536.804199,1992.387817,1677.77002,19638.26563,18952.11914,0,0,0,1740.342529,12728.76855,14368.33691,0,0,0,2253.612061,0,0,18678.66602,0.83095000000003
1404.70479 Da 37.13 s,703.35967,0.62,0,0,0,0,0,0,5355.865723,6110.328613,5271.944824,0,0,0,5355.305176,5686.918945,5787.616211,0,0,0,4463.399414,5234.174316,5805.663086,0.359670000000051
1143.76549 Da 37.13 s,1144.77276,0.62,0,0,0,0,0,0,6088.509277,5121.895508,4392.845703,0,0,0,5769.979492,7885.591797,5718.662598,0,0,0,5551.472168,5072.047852,3671.67749,0.772760000000062
876.79701 Da 37.13 s,877.80428,0.62,0,0,0,0,0,0,0,5399.314453,0,0,0,0,2287.852295,2149.055664,3301.793945,0,982.4238281,0,0,0,5711.533691,0.804279999999949
1691.62024 Da 37.13 s,846.8174,0.62,0,0,0,0,0,0,18397.2168,18058.08594,17579.64453,0,0,0,12493.57715,0,0,0,0,0,17230.51172,0,0,0.81740000000002
913.79784 Da 37.14 s,914.80511,0.62,0,0,0,0,0,0,14059.40234,15421.15039,12422.1084,0,0,0,9689.769531,8828.160156,9050.364258,0,0,0,15487.33301,16199.08301,16557.49219,0.805110000000013
1743.63263 Da 37.14 s,872.82359,0.62,0,0,0,0,1573.249512,2284.301025,27133.10938,26616.36328,26143.75391,0,0,0,27861.30273,28732.50391,28808.87305,1698.185059,2182.817139,1730.454956,26882.91211,23415.33594,22493.08594,0.823589999999967
947.79090 Da 37.14 s,948.79818,0.62,0,0,0,0,0,0,12356.27246,12304.95801,11980.79395,0,0,0,8375.118164,8202.378906,7635.20752,0,0,0,12512.7998,13759.37988,11876.64648,0.798180000000002
1489.65884 Da 37.15 s,745.8367,0.62,0,0,0,0,0,0,4182.345215,4648.408691,3850.153809,0,0,0,0,2477.22583,2564.935547,0,0,0,3873.422119,4354.206543,3817.001709,0.836699999999951
1760.60875 Da 37.16 s,881.31165,0.62,0,0,0,0,0,0,5831.572754,6142.223633,5736.391113,0,0,0,0,4062.623779,3521.589111,0,0,0,5355.887207,6352.001465,5671.443848,0.311649999999986
1549.62663 Da 37.16 s,775.82059,0.62,0,0,0,0,0,0,2736.620605,3906.749512,4272.347656,0,0,0,3193.008057,3870.487061,0,0,0,0,4244.072754,4411.851563,4324.106445,0.820590000000038
1571.62019 Da 37.16 s,786.81737,0.62,0,0,0,0,0,0,6053.129883,5802.597656,5934.533691,0,0,0,2494.545654,3351.725098,0,0,0,0,8499.699219,8843.113281,8315.983398,0.817369999999983
1335.71248 Da 37.17 s,668.86351,0.62,0,0,0,0,0,0,9818.521484,8964.700195,9368.447266,0,0,0,10820.91309,11668.50781,9419.981445,0,0,0,9553.12207,0,7616.152344,0.863510000000019
1625.63365 Da 37.17 s,813.8241,0.62,0,0,0,0,0,0,5740.15625,5391.677734,4825.678223,0,0,0,3150.228516,3115.79126,2549.377686,0,0,0,5146.348633,4909.25,4824.10791,0.824100000000044
1031.28859 Da 37.17 s,1032.29587,0.62,0,0,0,0,0,0,2776.910156,4371.05957,2891.956543,0,0,0,0,3049.768066,2678.727783,0,0,0,2875.251221,2506.317139,0,0.295869999999923
702.84998 Da 37.17 s,703.85725,0.62,0,0,0,0,0,0,3137.07666,3627.381592,2271.813232,0,0,0,2953.138184,3411.063965,3277.229004,0,0,0,1877.169434,3885.148438,2327.51001,0.857250000000022
1397.67825 Da 37.22 s,699.8464,0.62,0,0,0,0,0,0,0,3931.174316,3525.212646,0,0,0,2415.031494,0,2390.224854,0,0,0,3398.787109,4911.803711,3745.810791,0.846400000000017
1488.66499 Da 37.22 s,745.33977,0.62,0,0,0,0,0,0,4741.182129,4480.403809,4123.068359,0,0,0,0,3486.038086,2929.425293,0,0,0,4519.229004,5323.096191,4104.058594,0.339770000000044
1685.60304 Da 37.23 s,843.80879,0.62,0,0,0,0,0,0,0,0,5516.061035,0,0,0,3483.681885,0,3180.337158,0,0,0,6091.212402,4779.791504,5081.762695,0.808790000000045
1776.58571 Da 37.27 s,889.30013,0.62,0,0,0,0,0,0,2224.926025,2297.581055,2678.091553,0,0,0,0,0,0,0,0,0,2887.140137,2822.942627,2706.49292,0.300129999999967
1708.60173 Da 37.33 s,855.30814,0.62,0,0,0,0,0,0,2162.689453,1951.091797,2352.772461,0,0,0,1693.437988,0,0,0,0,0,3664.740967,2826.030029,3633.281494,0.30813999999998
1420.67188 Da 37.33 s,711.34322,0.62,0,0,0,0,0,0,3421.814453,3181.104736,2647.719727,0,0,0,0,0,0,0,0,0,3891.70459,3451.031738,4002.329346,0.343219999999974
1472.69274 Da 37.39 s,737.35365,0.62,0,0,0,0,0,0,7479.276855,8101.796875,7234.819824,0,0,0,8605.475586,9314.773438,7011.46875,0,0,0,7734.915039,8051.718262,7620.507324,0.353650000000016
1662.61131 Da 37.60 s,832.31293,0.63,0,0,0,0,0,0,2027.103638,2117.190674,2533.299805,0,0,0,0,0,0,0,0,0,0,2738.378906,2487.422119,0.312930000000051
1663.60830 Da 37.69 s,832.81143,0.63,0,0,0,0,0,0,2280.132568,2111.646484,2533.299805,0,0,0,1815.087646,1410.488892,1794.485107,0,0,0,2549.795166,2738.378906,2240.821045,0.811429999999973
1594.62275 Da 37.71 s,798.31865,0.63,0,0,0,0,0,0,1645.873291,2619.336182,0,0,0,0,2276.623535,2087.714111,2286.888916,0,0,0,0,2252.505127,1283.576172,0.318650000000048
253.05726 Da 39.12 s,254.06453,0.65,0,0,0,2419.776611,2248.224121,2740.21582,0,0,0,3035.134766,2540.791748,2848.106201,0,0,0,1942.862427,2193.35376,2341.455566,0,0,0,0.0645299999999907
644.88289 Da 39.74 s,645.89017,0.66,0,0,0,0,0,0,2943.299805,3262.033203,2918.144531,0,0,0,1490.335083,2740.120117,1453.310669,0,0,0,2597.536377,2919.450439,2600.727295,0.890170000000012
712.87140 Da 39.85 s,713.87867,0.66,0,0,0,0,0,0,2123.316895,3168.789551,2496.850098,0,0,0,1393.486694,1658.745728,1552.709473,0,0,0,2309.842529,2239.449951,2233.587646,0.878670000000056
554.90324 Da 40.00 s,555.91051,0.67,0,0,0,0,0,0,2128.453857,3175.873047,2011.483643,0,0,0,2024.910156,0,1532.050903,0,0,0,1782.502197,2521.4104,2323.602539,0.910510000000045
576.89786 Da 40.10 s,577.90514,0.67,0,0,0,0,0,0,3021.065674,3360.259277,3360.255859,0,0,0,2212.935059,3053.055664,1887.154175,0,0,0,3528.302246,3450.020264,2858.900391,0.90513999999996
440.92370 Da 40.28 s,441.93098,0.67,0,0,0,0,0,0,2854.455322,2621.915039,2705.749023,0,0,0,1922.30188,1928.485229,1866.931274,0,0,0,3253.558594,2848.850586,3015.314697,0.930979999999977
655.90596 Da 40.72 s,656.91324,0.68,0,0,0,0,0,0,3152.632324,2943.48291,3056.783936,0,0,0,1884.124878,2276.724365,2077.830322,0,0,0,2578.002441,2539.412598,2812.059082,0.913239999999973
236.96368 Da 40.88 s,237.97096,0.68,0,0,0,0,309.3121643,0,6819.263184,6648.759766,6653.570801,0,0,0,5601.657227,6677.764648,6699.28125,0,0,0,7522.134766,6889.305664,6218.713379,0.970959999999991
587.91815 Da 40.88 s,588.92543,0.68,0,0,0,0,0,0,4871.691895,4711.875488,5760.847656,0,0,0,3648.878174,4202.568848,4098.657715,0,0,0,4845.230957,5275.369141,5235.105957,0.925430000000006
519.93184 Da 40.94 s,520.93911,0.68,0,0,0,0,0,0,6919.074707,5705.275391,6848.904785,0,0,0,4092.294189,6035.677734,4898.641113,0,0,0,7169.084961,6521.322266,5795.503906,0.939110000000028
565.92514 Da 40.97 s,566.93241,0.68,0,0,0,0,0,0,3595.20752,3713.969238,2913.381104,0,0,0,2408.10498,2319.677246,2368.614502,0,0,0,3416.126465,2974.179443,3314.934326,0.932410000000004
666.92683 Da 41.12 s,667.9341,0.69,0,0,0,0,0,0,5134.46582,4774.157227,5081.738281,0,0,0,3075.285645,3503.909424,3636.476563,0,0,0,4808.250488,4205.270508,3871.941406,0.934099999999944
644.93185 Da 41.17 s,645.93913,0.69,0,0,0,0,0,0,3800.126709,3529.699463,2968.789795,0,0,0,1247.809448,2293.694824,0,0,0,0,2901.300293,2501.18042,2727.7854,0.939129999999977
655.95376 Da 41.28 s,656.96103,0.69,0,0,0,0,0,0,2814.449951,2154.914551,2889.758301,0,0,0,1341.43103,2478.989746,2463.404541,0,0,0,1952.36438,3113.343506,0,0.961030000000051
451.94467 Da 41.30 s,452.95195,0.69,0,0,0,361.3854675,0,251.9934692,8553.270508,8202.142578,7249.217285,0,0,0,6926.700195,5999.09668,6547.638672,0,0,0,7736.925781,8148.088379,9043.141602,0.951950000000011
745.93599 Da 41.32 s,746.94327,0.69,0,0,0,0,0,0,3012.219727,3238.960693,2221.863525,0,0,0,0,1859.2771,2203.417969,0,0,0,2760.49585,2615.816162,2019.742065,0.943269999999984
677.94872 Da 41.36 s,678.956,0.69,0,0,0,0,0,0,4336.828125,6386.14502,5495.146484,0,0,0,3810.702148,4779.860352,4217.631348,0,0,0,4141.070313,5519.009766,3739.230957,0.956000000000017
657.07737 Da 41.38 s,658.08465,0.69,0,0,0,0,0,0,0,0,0,0,0,0,2580.340088,2801.428711,2661.480713,0,0,0,0,0,0,0.0846500000000106
598.93988 Da 41.42 s,599.94716,0.69,0,0,0,0,0,0,7678.077148,8142.901367,6958.219727,0,0,0,5630.130859,5842.021484,4856.766602,0,0,0,6824.863281,6167.850586,6641.288086,0.947160000000054
772.05090 Da 41.42 s,387.03273,0.69,0,0,0,0,0,0,21054.08984,19830.79102,20305.11719,0,0,0,22310.43164,19047.98438,22923.74609,0,0,0,12094.1123,13159.73926,11875.92969,0.032730000000015
497.93797 Da 41.42 s,498.94524,0.69,0,0,0,0,0,0,3254.704834,3863.144531,3859.230957,0,0,0,3148.985107,4127.302734,4064.227295,0,0,0,4596.44873,4592.424316,3893.051758,0.945240000000013
508.95940 Da 41.44 s,509.96667,0.69,0,0,0,0,0,0,7133.904785,6950.526855,5822.320801,0,0,0,4119.231445,3412.908203,4979.057617,0,0,0,4662.589844,5149.498535,5211.56543,0.966670000000022
576.94604 Da 41.48 s,577.95332,0.69,0,0,0,0,0,0,4341.598633,2703.557373,4301.103516,0,0,0,2774.983643,2901.175049,3360.00415,0,0,0,3382.084961,3678.312012,2896.11792,0.953319999999962
524.01872 Da 41.56 s,525.026,0.69,0,0,0,0,0,0,3706.308838,2555.31958,3296.041748,0,0,0,3326.51001,2684.731689,2559.238525,0,0,0,0,2818.306641,0,0.0259999999999536
552.96442 Da 41.57 s,553.97169,0.69,0,0,0,938.7315674,819.4912109,900.0276489,2813.181641,2190.882324,2590.241211,801.9641113,502.48703,0,3323.586182,3901.159668,2967.599609,0,0,0,2751.510254,2522.135498,1863.157349,0.971689999999967
782.08909 Da 41.61 s,392.05182,0.69,0,0,0,0,0,0,0,0,0,0,0,0,4569.904785,5794.199219,4679.31543,0,0,0,0,0,0,0.0518200000000206
272.99661 Da 41.67 s,274.00389,0.69,0,0,0,0,0,0,1186.709961,1212.4646,1802.746826,0,0,0,1872.110229,1221.390503,2601.299561,0,0,0,0,901.8984985,0,0.00389000000001261
516.05825 Da 41.67 s,517.06553,0.69,0,0,0,0,0,0,0,0,0,0,0,0,2946.089844,2275.878662,2915.144043,0,0,0,0,0,0,0.065529999999967
427.95143 Da 41.72 s,428.95871,0.7,0,0,0,3829.768066,3747.562012,3993.184814,4203.647461,4364.973633,3474.151611,3445.073242,3368.422363,3350.181396,6001.256348,4474.876465,5248.753906,2990.405029,3285.835205,2975.544922,3893.86499,3589.373291,4572.280762,0.958709999999996
185.05181 Da 41.76 s,186.05909,0.7,0,0,0,0,0,0,2227.635986,2320.464844,0,0,0,0,0,0,0,0,0,0,2452.362549,3021.444824,2215.54126,0.0590899999999976
301.90583 Da 41.81 s,302.91311,0.7,0,0,0,2386.458984,2592.990967,2339.513428,317.3113708,0,0,2618.829102,2408.473633,2176.649658,669.8136597,462.2375488,447.0914917,2341.60498,2001.383911,2000.938599,0,0,407.4927673,0.913110000000017
510.07376 Da 42.63 s,256.04416,0.71,0,0,0,0,0,0,0,0,0,2010.747314,1639.921875,1783.265625,4897.994141,4290.239746,3746.686279,0,0,0,0,0,0,0.0441599999999767
418.97955 Da 42.64 s,210.49705,0.71,0,0,0,0,0,0,2680.856201,1422.473145,3017.255859,0,0,0,2076.620605,0,2312.927002,0,0,0,1961.984131,0,1951.120117,0.497050000000002
418.92828 Da 42.84 s,419.93556,0.71,0,0,0,0,0,0,2131.22876,2779.737549,2209.886963,0,0,0,2727.034424,2382.60376,2027.977051,0,0,0,2464.629883,2670.453857,2342.61084,0.93556000000001
1682.48856 Da 42.95 s,842.25155,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838.057617,4538.48877,4735.327637,0.251549999999952
486.91523 Da 42.97 s,487.9225,0.72,0,0,0,0,0,0,2701.465332,2865.063721,2624.322021,0,0,0,0,2305.797363,1911.397583,0,0,0,2326.108154,2528.383057,2531.901367,0.922500000000014
260.96174 Da 44.77 s,261.96902,0.75,0,0,0,0,0,0,2934.830566,2315.306885,2776.511963,0,0,0,1575.193115,2055.540283,2080.172852,0,0,0,2134.30835,2451.336426,2169.045654,0.96902
157.10808 Da 45.45 s,158.11536,0.76,0,0,0,0,385.6849365,0,884.5459595,1118.959351,899.1923828,0,0,0,726.4957886,0,610.8717041,336.6005249,0,0,0,1197.873047,1248.148438,0.11536000000001
259.89937 Da 46.98 s,260.90665,0.78,0,0,0,312.3985291,0,0,753.7728882,613.6097412,414.6943665,388.9471741,355.2043762,0,537.3170776,568.3837891,781.6205444,367.3836365,0,0,817.3835449,573.2015991,565.9039917,0.906650000000013
992.50389 Da 47.59 s,331.84191,0.79,0,0,0,0,0,0,542.8859253,0,0,0,0,450.2725525,0,0,0,0,0,0,0,545.3428345,0,0.841909999999984
1028.50122 Da 47.91 s,343.84102,0.8,0,0,0,0,0,0,0,0,0,171.0269623,0,0,0,0,0,0,0,0,0,0,0,0.841020000000015
427.02414 Da 60.31 s,428.03141,1.01,0,0,0,0,0,0,0,0,0,0,0,0,1422.394775,1230.245972,1109.807739,0,0,0,0,0,0,0.0314099999999939
663.10184 Da 60.72 s,664.10911,1.01,0,0,0,0,0,0,0,0,0,0,418.201355,0,3356.749268,3154.100586,3487.163574,0,0,0,0,0,0,0.109109999999987
259.85282 Da 63.60 s,260.86009,1.06,0,0,0,0,0,0,0,0,0,0,0,752.9725342,0,0,0,0,0,639.5094604,0,0,0,0.860090000000014
801.43094 Da 65.21 s,401.72275,1.09,0,0,0,163.9682922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722750000000019
182.06844 Da 68.81 s,183.07571,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.2552795,0,0.0757099999999866
573.14829 Da 70.94 s,574.15557,1.18,0,0,0,0,0,0,0,0,0,0,0,0,4508.958496,4845.295898,4333.746094,0,0,0,0,0,0,0.155570000000012
402.96965 Da 71.25 s,403.97693,1.19,0,0,0,0,0,0,890.8830566,696.628479,634.6607056,0,0,0,2822.409912,2360.556396,3171.629639,0,0,0,359.7042847,0,342.8972473,0.976929999999982
95.95231 Da 72.33 s,96.95959,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.1456299,0,156.3717651,0,0,0,0.959590000000006
127.94246 Da 72.35 s,128.94974,1.21,245.2247009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949739999999991
649.05472 Da 97.78 s,325.53464,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1382.520508,1176.858765,1337.407471,0,0,0,0,0,0,0.534640000000024
1158.65148 Da 98.00 s,387.22444,1.63,0,0,0,0,0,0,0,0,0,0,0,0,2666.225586,2553.375244,2835.932129,0,0,0,0,0,0,0.224440000000016
716.43647 Da 99.24 s,359.22551,1.65,0,0,0,0,0,0,0,0,0,0,0,0,5634.01123,6061.453613,5442.387207,0,0,0,0,0,0,0.225509999999986
443.28105 Da 105.88 s,444.28832,1.76,0,0,0,0,0,0,0,0,0,0,0,0,706.3727417,1015.440063,981.0726318,0,0,0,0,0,0,0.288319999999999
585.39171 Da 105.96 s,293.70313,1.77,0,0,0,0,0,0,0,0,0,0,0,0,2382.279053,3089.933594,3412.344482,0,0,0,0,0,0,0.703129999999987
719.35311 Da 112.36 s,360.68383,1.87,0,0,0,0,0,0,0,0,0,0,0,0,2513.822754,2467.785889,2487.633301,0,0,0,0,0,0,0.68383
797.36795 Da 114.65 s,399.69125,1.91,0,0,0,0,0,0,0,0,0,0,0,0,2156.799561,2505.90332,2470.902344,0,0,0,0,0,0,0.691250000000025
841.44580 Da 114.75 s,421.73017,1.91,0,0,0,0,0,0,0,0,0,0,0,462.6981506,3079.396729,3268.359619,3460.424316,0,0,0,0,0,0,0.730169999999987
1466.56338 Da 116.04 s,734.28897,1.93,0,0,0,0,0,253.7084351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288969999999949
849.44880 Da 116.91 s,425.73167,1.95,0,0,0,0,0,0,0,0,0,0,0,0,2161.142822,2507.021484,2624.846191,0,0,0,0,0,0,0.731670000000008
741.44000 Da 120.08 s,371.72727,2,0,0,0,0,0,0,0,0,0,0,0,0,9028.580078,9179.966797,9475.083984,0,0,0,0,0,0,0.727269999999976
177.12493 Da 120.61 s,178.1322,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.8481445,0.132200000000012
879.43695 Da 123.06 s,440.72575,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,227.8887482,0,0,0,0,0,0,0,0.725750000000005
991.49963 Da 123.40 s,496.75709,2.06,0,0,0,0,0,0,205.4720917,0,0,0,0,0,359.171051,459.2784424,278.1869812,0,0,0,0,0,0,0.757090000000005
993.49214 Da 123.67 s,497.75334,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.8481445,0,0,0,0,0,0,0.75333999999998
142.06425 Da 124.27 s,143.07153,2.07,0,0,0,822.9212646,787.7271118,0,5821.797363,5592.219727,5722.82373,0,0,0,1291.361572,997.8580322,1158.706177,788.539917,1155.61438,1058.361328,8081.989746,7454.985352,7561.777344,0.0715299999999957
244.99904 Da 124.38 s,246.00632,2.07,0,0,0,0,0,0,1400.447388,1435.13916,1494.293579,0,0,0,0,0,0,0,0,0,1780.189331,1904.721558,2173.656494,0.00631999999998811
936.39407 Da 125.32 s,469.20431,2.09,0,0,0,0,0,0,0,0,0,0,0,0,2189.838379,2528.485107,2487.186279,0,0,0,0,0,0,0.204310000000021
700.41728 Da 125.75 s,351.21592,2.1,0,0,0,0,0,0,0,0,0,0,0,0,6149.916016,5170.524414,5173.694336,0,0,0,0,0,0,0.215919999999983
1488.76538 Da 133.33 s,497.2624,2.22,0,0,0,0,0,0,0,0,0,0,0,0,2400.544922,2590.449707,1734.638916,0,0,0,0,0,0,0.262400000000014
546.28644 Da 134.19 s,547.29372,2.24,0,0,0,0,0,0,0,0,0,0,0,0,633.4171753,574.6324463,587.9700928,0,0,0,0,0,298.4289856,0.293720000000008
570.32308 Da 140.27 s,286.16881,2.34,0,0,0,0,0,0,0,0,0,0,0,0,2263.692871,2595.554932,2395.107666,0,0,0,0,0,0,0.168810000000008
157.08759 Da 143.21 s,158.09487,2.39,0,0,0,0,0,0,0,242.866333,0,0,0,247.0342255,0,0,0,0,0,0,0,0,0,0.094869999999986
873.47247 Da 143.86 s,437.74351,2.4,0,0,0,0,384.6694336,0,2681.405518,3059.800293,2419.312256,2576.628174,2319.780518,2813.206543,18009.47656,20011.24414,20291.91211,0,0,0,0,0,0,0.743510000000015
1025.59482 Da 146.93 s,342.87222,2.45,0,0,0,0,0,0,0,0,0,0,0,0,3795.202881,4323.086914,4637.025391,0,0,0,0,0,0,0.872220000000027
855.34770 Da 148.36 s,428.68112,2.47,0,0,0,0,0,0,0,740.125,0,434.7738342,0,0,3332.930664,3201.928955,3325.516846,0,0,0,0,0,0,0.681120000000021
1131.50440 Da 152.45 s,566.75948,2.54,0,0,0,0,0,0,0,0,0,0,0,0,337.9262695,841.6098633,500.2816162,0,0,0,0,0,0,0.759480000000053
1017.46377 Da 153.75 s,509.73916,2.56,0,0,0,0,0,0,137.3231506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739160000000027
1063.47620 Da 154.36 s,532.74538,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.1408081,0,0,0,0,0,0,0.745379999999955
915.51810 Da 158.04 s,458.76633,2.63,0,0,0,0,0,0,0,0,305.3194275,119.2156525,313.8214417,364.9370728,2454.936279,3058.340088,2835.167725,0,0,0,0,0,0,0.766329999999982
941.56093 Da 158.97 s,471.78774,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,131.026001,0,0,0,0,0,0,0,0.787739999999985
1015.49106 Da 159.90 s,508.7528,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,567.2963867,0,0,0,0,88.77465057,0,0,0.752799999999979
1135.50578 Da 160.39 s,568.76016,2.67,0,0,0,0,547.5142822,398.7216187,1125.484131,996.9140015,1106.946655,437.0401306,674.2921753,944.5061035,687.7783203,1735.047363,1400.644775,0,0,1425.879883,574.6949463,920.4329834,834.819397,0.760160000000042
1136.50799 Da 160.46 s,569.26127,2.67,0,0,0,0,0,0,609.5270386,590.4833984,554.6553345,0,469.9738159,568.2766113,516.9318237,1066.383911,659.8261108,0,0,1007.232483,0,0,617.1144409,0.261269999999968
1188.42132 Da 160.49 s,595.21793,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,407.5577393,0,0,0,0,0,0,0,0.217930000000024
969.48649 Da 161.07 s,485.75052,2.68,0,0,0,0,0,0,165.5653839,0,0,188.2870789,0,0,0,0,0,0,0,0,0,0,0,0.750519999999995
1186.59102 Da 161.14 s,594.30278,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,433.146637,0,0,0,0,0,0,0,0.302779999999984
916.51437 Da 161.25 s,459.26446,2.69,0,0,0,0,0,0,0,0,0,0,0,0,1729.611694,1580.252319,1498.268921,0,0,0,0,0,0,0.264459999999985
1027.55848 Da 164.46 s,514.78652,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,350.0278931,0,0,0,0,0,0,0,0.786519999999996
229.07494 Da 166.10 s,230.08222,2.77,0,0,0,0,0,0,0,0,551.3196411,0,0,0,1601.078491,1932.942017,1754.589111,0,0,0,3658.792725,3532.386963,3556.958496,0.0822200000000066
739.44760 Da 168.38 s,740.45488,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.6889038,420.627594,0.454880000000003
844.52850 Da 172.11 s,423.27153,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099.223633,1960.21875,2115.892578,0.271529999999984
935.44916 Da 173.11 s,468.73186,2.89,0,0,0,0,0,0,0,89.2913208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731859999999983
888.55362 Da 173.99 s,445.28409,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613.086426,2181.034668,1886.86792,0.284089999999992
985.47923 Da 175.54 s,493.74689,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,178.8602905,0,0,0,0,0,0,0,0.746890000000008
