"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","newJC1_Blank expanded gradient_MeanIntensity","newJC1_Coculture 1 mg_mL expanded gradient_MeanIntensity","newJC1_JC1 0.25 mg_mL expanded gradient_MeanIntensity","newJC1_JC1 1 mg_mL expanded gradient_MeanIntensity","newJC1_Media 1 mg_mL expanded gradient_MeanIntensity","newJC1_Media 0.25 mg_mL expanded gradient_MeanIntensity","newJC1_Coculture 0.25 mg_mL expanded gradient_MeanIntensity","121523_Blank_expanded_gradient_73_1_6075","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6076","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6077","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6078","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6079","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6080","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6081","121523_Blank_expanded_gradient_73_1_6082","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6083","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6084","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6085","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6086","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6087","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6088","121523_Blank_expanded_gradient_73_1_6089","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6090","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6091","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6092","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6093","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6094","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6095"
239,249.16,1797.85709,498.87698,27.240,,"C73H138KN11O33P2",ION=[M+H+H2]3+,,,1734.43,0.00,1522.78,0.00,0.00,0.00,0.00,0.00,0.00,1495.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1338.51,0.00,0.00,0.00,0.00,0.00,0.00,1734.43,0.00,0.00,0.00,0.00
240,250.10,468.30554,136.45749,26.501,,"C22H40N6O5",ION=[M+H]+,,,2434.69,0.00,0.00,695.00,2007.48,2216.79,814.14,0.00,0.00,0.00,657.43,2094.29,2241.77,869.42,0.00,0.00,0.00,0.00,706.04,1867.51,1973.90,766.07,0.00,721.52,0.00,2060.62,2434.69,0.00,806.93
241,250.67,1087.50551,333.24268,13.676,,"C46H79N11O13P2S",ION=[M+H+H]2+,,,2489.36,0.00,0.00,467.29,2347.45,0.00,0.00,0.00,0.00,0.00,650.61,2489.36,0.00,0.00,0.00,0.00,0.00,0.00,751.27,2231.15,0.00,0.00,0.00,0.00,0.00,2321.84,0.00,0.00,0.00
242,250.86,376.13765,183.35725,22.841,"Riboflavin","C17H20N4O6",ION=[M+H]+,,,4420.17,0.00,4181.68,1068.04,3509.69,0.00,0.00,1359.07,0.00,3816.53,1121.10,3480.24,0.00,0.00,1474.79,0.00,1275.84,4308.35,1095.82,3557.00,0.00,0.00,0.00,987.19,4420.17,3491.84,0.00,1326.59,0.00
243,251.92,1086.46617,326.7249,1.686,,"C43H54N30O4S",ION=[M+H+H]2+,,,2981.45,0.00,0.00,516.89,2876.98,2838.39,0.00,0.00,0.00,0.00,0.00,2981.45,2704.69,0.00,0.00,0.00,0.00,0.00,685.34,2938.52,2923.41,0.00,0.00,865.32,0.00,2710.97,2887.05,0.00,0.00
244,252.17,626.36208,234.63249,16.197,"NPA021328","C33H54O11",ION=[M+H]+,,,6051.62,0.00,0.00,1118.18,3879.80,5442.85,1406.14,0.00,0.00,0.00,1196.99,3829.28,6051.62,1357.40,0.00,0.00,0.00,0.00,1054.38,3864.70,5188.39,1534.69,0.00,1103.16,0.00,3945.40,5088.53,0.00,1326.32
245,252.27,728.36981,246.23468,37.005,"NPA014919","C42H52N2O9",ION=[M+H]+,,,1936.72,0.00,0.00,494.88,1826.82,1310.23,0.00,0.00,0.00,0.00,540.27,1936.72,1238.29,0.00,0.00,0.00,0.00,0.00,419.58,1833.97,1398.98,0.00,0.00,524.79,0.00,1709.78,1293.43,0.00,0.00
246,252.30,422.25204,189.69962,49.993,,"C20H38O9",ION=[M+H]+,,,2439.03,0.00,0.00,0.00,585.62,2409.52,697.40,0.00,0.00,0.00,0.00,727.27,2361.28,600.79,0.00,0.00,0.00,0.00,0.00,553.70,2439.03,705.85,0.00,0.00,0.00,475.88,2428.25,0.00,785.56
247,252.74,435.22221,158.47534,38.898,,"C19H29N7O5",ION=[M+H]+,,,1930.63,0.00,0.00,319.71,1472.17,1818.58,547.69,0.00,0.00,0.00,473.41,1558.52,1930.63,594.13,0.00,0.00,0.00,0.00,0.00,1373.89,1820.29,550.33,0.00,485.72,0.00,1484.10,1704.81,0.00,498.61
248,252.86,993.46552,322.58612,12.281,,"C54H51N21",ION=[M+H+H]2+,,,3651.42,0.00,3431.04,0.00,0.00,0.00,0.00,1163.03,0.00,3213.89,0.00,0.00,0.00,0.00,1142.84,0.00,1194.60,3427.82,0.00,0.00,0.00,0.00,0.00,0.00,3651.42,0.00,0.00,1151.66,0.00
249,252.98,1754.82584,486.2427,91.999,"PIM6(16:0/14:0)","C75H135O43P",ION=[M+H+H2]3+,,,2042.63,0.00,0.00,0.00,1618.24,1898.37,0.00,0.00,0.00,0.00,0.00,1509.61,2042.63,0.00,0.00,0.00,0.00,0.00,0.00,1800.93,1946.49,0.00,0.00,0.00,0.00,1544.19,1706.00,0.00,0.00
250,253.12,2206.91503,515.3357,,,,ION=[M+H+H2]3+,,,1591.44,0.00,0.00,0.00,1306.39,1090.56,0.00,0.00,0.00,0.00,0.00,1078.98,1301.89,0.00,0.00,0.00,0.00,0.00,0.00,1248.74,1076.07,0.00,0.00,0.00,0.00,1591.44,893.70,0.00,0.00
251,253.51,1549.71712,384.94342,88.872,"NPA028538","C69H103N19O18S2",ION=[M+H+H]2+,,,2199.16,0.00,0.00,532.32,1988.02,2179.63,641.84,0.00,0.00,0.00,588.11,2016.54,2155.37,517.01,0.00,0.00,0.00,0.00,448.25,2029.27,2199.16,755.00,0.00,560.61,0.00,1918.26,2184.35,0.00,653.52
252,254.40,1124.59428,351.67368,6.076,,"C60H89N2O16P",ION=[M+H+H]2+,,,2029.99,0.00,0.00,0.00,1914.69,1013.16,0.00,0.00,0.00,0.00,0.00,1936.28,1010.42,0.00,0.00,0.00,0.00,0.00,0.00,2029.99,992.98,0.00,0.00,0.00,0.00,1777.80,1036.07,0.00,0.00
253,255.48,995.52778,323.57907,3.354,,"C40H74KN15O12",ION=[M+H+H]2+,,,2653.86,0.00,0.00,335.57,2424.19,2277.77,440.06,0.00,0.00,0.00,0.00,2488.71,2653.86,0.00,0.00,0.00,0.00,0.00,1006.72,2393.63,1874.03,623.10,0.00,0.00,0.00,2390.22,2305.42,0.00,697.07
254,255.75,442.27848,198.81377,20.148,,"C18H30N14",ION=[M+H]+,,,2758.54,0.00,0.00,795.94,2668.36,2313.01,663.50,0.00,0.00,0.00,927.86,2537.22,2362.03,686.22,0.00,0.00,0.00,0.00,664.24,2709.31,2400.43,726.15,0.00,795.73,0.00,2758.54,2176.57,0.00,578.12
255,255.95,244.10455,227.47026,13.960,,"C10H16N2O5",ION=[M+H]+,,,18590.59,0.00,0.00,5066.71,13580.40,17631.35,6009.51,0.00,0.00,0.00,5132.10,13314.35,18590.59,5781.10,0.00,0.00,0.00,0.00,5065.41,13864.97,16726.56,6208.52,0.00,5002.63,0.00,13561.86,17576.88,0.00,6038.91
256,256.33,399.22202,155.31146,19.904,,"C15H33N3O9",ION=[M+H]+,,,2075.13,0.00,0.00,531.62,1739.45,1940.81,567.24,0.00,0.00,0.00,574.62,1886.67,2075.13,587.39,0.00,0.00,0.00,0.00,534.48,1419.95,2027.46,545.18,0.00,485.77,0.00,1911.72,1719.85,0.00,569.16
257,256.44,595.34265,152.87038,13.750,,"C23H37N19O",ION=[M+H]+,,,2923.95,0.00,0.00,794.24,2521.42,2881.97,890.86,0.00,0.00,0.00,818.51,2529.93,2923.95,940.55,0.00,0.00,0.00,0.00,761.70,2473.95,2806.10,803.09,0.00,802.51,0.00,2560.40,2915.86,0.00,928.95
258,256.95,602.27286,228.87129,NA,,"C17H52ClN4O12PS",ION=[M+H]+,,,5166.61,0.00,0.00,1439.48,5040.75,3629.84,982.04,0.00,0.00,0.00,1424.94,4855.60,3937.39,933.48,0.00,0.00,0.00,0.00,1329.96,5166.61,3460.64,1019.98,0.00,1563.52,0.00,5100.03,3491.48,0.00,992.66
259,257.90,1017.53629,338.63504,65.495,,"C26H76N21O19P",ION=[M+H+H]2+,,,1505.25,0.00,1496.63,0.00,0.00,0.00,0.00,0.00,0.00,1503.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1505.25,0.00,0.00,0.00,0.00,0.00,0.00,1480.92,0.00,0.00,0.00,0.00
260,258.15,513.27948,211.57184,25.540,,"C23H39N5O8",ION=[M+H]+,,,4826.90,0.00,0.00,686.05,2462.77,4098.09,1214.88,0.00,0.00,0.00,677.77,2400.60,4826.90,1347.52,0.00,0.00,0.00,0.00,670.87,2788.63,3709.55,1100.91,0.00,709.51,0.00,2199.07,3757.83,0.00,1196.22
261,258.48,315.17877,223.82613,51.618,,"C10H26KN7O2",ION=[M+H]+,,,4275.23,0.00,0.00,1334.20,4000.62,2538.95,873.48,0.00,0.00,0.00,1537.11,4275.23,2433.57,840.65,0.00,0.00,0.00,0.00,1175.66,4134.26,2629.36,987.21,0.00,1289.81,0.00,3592.37,2553.93,0.00,792.59
262,259.32,987.54968,330.64667,86.733,,"C53H79N7O7P2",ION=[M+H+H]2+,,,4373.63,0.00,0.00,1038.36,3189.72,3795.77,1058.28,0.00,0.00,0.00,1104.27,2992.02,4373.63,1110.33,0.00,0.00,0.00,0.00,984.52,3324.94,3481.09,878.73,0.00,1026.28,0.00,3252.19,3532.58,0.00,1185.79
263,259.54,590.31641,226.99081,29.927,,"C20H47N8O10P",ION=[M+H]+,,,4398.98,0.00,0.00,1080.22,4090.08,2295.27,538.35,0.00,0.00,0.00,1144.93,4398.98,2514.70,559.35,0.00,0.00,0.00,0.00,1006.88,4269.66,2138.31,529.62,0.00,1088.86,0.00,3601.60,2232.79,0.00,526.07
264,261.12,470.27291,201.84315,NA,,"C19H53Cl2KO3S",ION=[M+H]+,,,2955.55,0.00,0.00,686.30,2668.81,0.00,0.00,0.00,0.00,0.00,745.15,2955.55,0.00,0.00,0.00,0.00,0.00,0.00,725.02,2097.15,0.00,0.00,0.00,588.73,0.00,2953.74,0.00,0.00,0.00
265,261.65,499.26389,206.23921,80.168,,"C14H43N7O8P2",ION=[M+H]+,,,4362.58,0.00,0.00,904.42,3547.03,0.00,0.00,0.00,0.00,0.00,1210.57,4362.58,0.00,0.00,0.00,0.00,0.00,0.00,900.64,3617.91,0.00,0.00,0.00,602.05,0.00,2660.60,0.00,0.00,0.00
266,262.00,708.34183,242.10594,22.022,,"C27H44N14O9",ION=[M+H]+,,,5327.15,0.00,0.00,1134.77,4703.84,4641.88,1170.08,0.00,0.00,0.00,1070.88,5327.15,4728.30,1235.93,0.00,0.00,0.00,0.00,1201.06,4252.29,4459.53,1173.51,0.00,1132.37,0.00,4532.09,4737.81,0.00,1100.80
267,262.35,967.55690,327.733,64.816,,"C30H88N11O17P3",ION=[M+H+H]2+,,,2679.10,0.00,0.00,0.00,0.00,2363.53,0.00,0.00,0.00,0.00,0.00,0.00,2058.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2353.48,0.00,0.00,0.00,0.00,0.00,2679.10,0.00,0.00
268,263.07,1138.61246,354.1212,13.856,,"C35H70N36O9",ION=[M+H+H]2+,,,3003.07,0.00,0.00,802.82,2887.81,1824.57,0.00,0.00,0.00,0.00,914.50,2896.82,1699.64,0.00,0.00,0.00,0.00,0.00,661.04,2763.53,1709.53,0.00,0.00,832.92,0.00,3003.07,2064.54,0.00,0.00
269,263.40,1805.92657,494.7413,179.676,,"C107H130N11O9P3",ION=[M+H+H2]3+,,,1605.84,0.00,0.00,0.00,1106.72,1484.97,0.00,0.00,0.00,0.00,0.00,1025.72,1605.84,0.00,0.00,0.00,0.00,0.00,0.00,1281.53,1269.03,0.00,0.00,0.00,0.00,1012.91,1580.02,0.00,0.00
270,263.83,1149.49458,344.53482,11.808,,"C56H77N7O15P2",ION=[M+H+H]2+,,,2682.85,0.00,2611.40,0.00,0.00,0.00,0.00,697.28,0.00,2548.09,0.00,0.00,0.00,0.00,655.71,0.00,735.78,2603.25,0.00,0.00,0.00,0.00,0.00,0.00,2682.85,0.00,0.00,700.35,0.00
271,263.94,271.15176,188.86388,14.954,"NPA012786","C12H21N3O4",ION=[M+H]+,,,3856.27,0.00,0.00,567.53,1560.48,3594.49,1507.86,0.00,0.00,0.00,535.36,1727.12,3856.27,1546.69,0.00,0.00,0.00,0.00,647.71,1502.23,3263.68,1339.32,0.00,519.52,0.00,1452.09,3663.53,0.00,1637.56
272,264.51,1081.54098,335.27103,26.447,,"C53H63N25S",ION=[M+H+H]2+,,,2291.91,0.00,0.00,0.00,1656.47,2111.54,205.30,0.00,0.00,0.00,0.00,1679.15,2291.91,615.91,0.00,0.00,0.00,0.00,0.00,1704.07,1971.91,0.00,0.00,0.00,0.00,1586.19,2070.82,0.00,0.00
273,264.55,343.17343,228.89464,69.175,,"C19H30KNS",ION=[M+H]+,,,6129.28,0.00,0.00,2214.03,5905.42,2953.78,994.77,0.00,0.00,0.00,2372.20,6129.28,3257.21,989.90,0.00,0.00,0.00,0.00,2134.99,5706.24,2787.00,1015.23,0.00,2134.89,0.00,5880.75,2817.14,0.00,979.19
274,264.83,1203.60137,351.86414,26.293,,"C62H78N17O7P",ION=[M+H+H]2+,,,3786.27,0.00,0.00,870.00,3442.13,3562.90,997.17,0.00,0.00,0.00,912.98,3649.84,3496.87,1023.01,0.00,0.00,0.00,0.00,733.52,3437.64,3405.56,943.32,0.00,963.51,0.00,3238.90,3786.27,0.00,1025.19
275,265.32,1236.51721,356.77856,7.704,,"C52H64N30O4S2",ION=[M+H+H]2+,,,2220.33,0.00,1985.66,0.00,0.00,0.00,0.00,0.00,0.00,1676.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2220.33,0.00,0.00,0.00,0.00,0.00,0.00,2059.78,0.00,0.00,0.00,0.00
276,265.66,1144.54301,352.09543,5.823,,"C46H100O21P4S",ION=[M+H+H]2+,,,1551.78,0.00,0.00,0.00,1290.62,1394.41,0.00,0.00,0.00,0.00,0.00,1404.45,1212.56,0.00,0.00,0.00,0.00,0.00,0.00,1210.49,1418.90,0.00,0.00,0.00,0.00,1256.93,1551.78,0.00,0.00
277,265.91,580.87148,150.9322,NA,,"C18H9Cl2NO11S3",ION=[M+H]+,,,1626.79,0.00,1206.20,0.00,0.00,0.00,0.00,0.00,0.00,998.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1626.79,0.00,0.00,0.00,0.00,0.00,0.00,993.28,0.00,0.00,0.00,0.00
278,266.33,581.27290,150.55258,NA,,"C20H62Cl3NO2S4",ION=[M+H]+,,,1798.17,0.00,1594.67,0.00,0.00,0.00,0.00,0.00,0.00,1331.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1654.63,0.00,0.00,0.00,0.00,0.00,0.00,1798.17,0.00,0.00,0.00,0.00
279,266.81,581.07198,150.55377,NA,,"C41H12ClN3",ION=[M+H]+,,,1818.56,0.00,1579.06,0.00,0.00,0.00,0.00,0.00,0.00,1272.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1645.86,0.00,0.00,0.00,0.00,0.00,0.00,1818.56,0.00,0.00,0.00,0.00
280,267.80,307.09494,167.17928,21.750,"NPA013780","C17H13N3O3",ION=[M+H]+,,,4140.56,0.00,3872.61,0.00,1455.97,1392.18,0.00,1141.01,0.00,3626.27,0.00,1505.19,1482.27,0.00,1186.81,0.00,1151.69,3850.99,0.00,1361.20,1401.00,0.00,0.00,0.00,4140.56,1501.52,1293.26,1084.54,0.00
281,267.87,1032.64155,338.97543,83.301,,"C36H86N22O9P2",ION=[M+H+H]2+,,,1540.94,0.00,0.00,0.00,1081.04,1308.34,0.00,0.00,0.00,0.00,0.00,970.98,1540.94,0.00,0.00,0.00,0.00,0.00,0.00,1198.45,1241.97,0.00,0.00,0.00,0.00,1073.68,1142.11,0.00,0.00
282,268.36,342.12196,170.07233,32.128,"NPA013721","C18H18N2O5",ION=[M+H]+,,,4466.57,0.00,2887.20,0.00,0.00,4099.14,1757.21,466.02,0.00,2419.28,0.00,0.00,4466.57,1781.98,867.07,0.00,531.00,2850.47,0.00,0.00,3954.81,1796.90,0.00,0.00,3391.85,0.00,3876.03,0.00,1692.76
283,268.62,965.40518,347.83447,4.408,,"C54H65NO11P2",ION=[M+H+H]2+,,,2723.67,0.00,2646.94,0.00,0.00,0.00,0.00,0.00,0.00,2723.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2513.00,0.00,0.00,0.00,0.00,0.00,0.00,2704.13,0.00,0.00,0.00,0.00
284,268.96,948.37668,348.16852,3.895,,"C55H58N4O7P2",ION=[M+H+H]2+,,,12826.13,0.00,11984.85,0.00,0.00,0.00,0.00,3521.64,0.00,11354.89,0.00,0.00,0.00,0.00,3695.42,0.00,3272.13,11773.52,0.00,0.00,0.00,0.00,0.00,0.00,12826.13,0.00,0.00,3597.37,0.00
285,269.01,1057.53009,336.84854,9.302,,"C53H81N5O13P2",ION=[M+H+H]2+,,,1636.02,0.00,0.00,0.00,1597.46,1154.45,0.00,0.00,0.00,0.00,0.00,1621.67,1039.20,0.00,0.00,0.00,0.00,0.00,0.00,1534.70,1121.61,0.00,0.00,0.00,0.00,1636.02,1302.55,0.00,0.00
286,269.15,828.41877,263.04758,43.108,,"C45H48N16O",ION=[M+H]+,,,1610.59,0.00,0.00,243.76,1408.80,1149.63,96.55,0.00,0.00,0.00,327.63,1366.72,1266.41,0.00,0.00,0.00,0.00,0.00,403.65,1249.09,1030.25,289.64,0.00,0.00,0.00,1610.59,1152.22,0.00,0.00
287,269.68,1089.48150,338.9366,23.762,,"C57H63N13O10",ION=[M+H+H]2+,,,2855.34,0.00,2637.67,0.00,0.00,0.00,0.00,701.37,0.00,2365.50,0.00,0.00,0.00,0.00,827.94,0.00,545.69,2855.34,0.00,0.00,0.00,0.00,0.00,0.00,2692.18,0.00,0.00,730.50,0.00
288,269.73,1114.54198,343.17767,6.151,,"C47H67KN26O5",ION=[M+H+H]2+,,,3387.63,0.00,0.00,949.78,3082.58,3197.71,1052.55,0.00,0.00,0.00,972.57,3162.99,3387.63,1118.37,0.00,0.00,0.00,0.00,945.95,2743.22,3103.37,969.94,0.00,930.84,0.00,3341.53,3102.14,0.00,1069.33
289,269.92,737.32163,243.97218,20.672,,"C36H49N7O6P2",ION=[M+H]+,,,2252.31,0.00,0.00,0.00,1194.77,2049.39,431.91,0.00,0.00,0.00,0.00,1189.27,1984.14,380.77,0.00,0.00,0.00,0.00,0.00,1265.61,1911.72,515.65,0.00,0.00,0.00,1129.43,2252.31,0.00,399.32
290,269.94,745.34464,250.45749,1.055,,"C35H44KN15O2",ION=[M+H]+,,,36484.31,0.00,967.48,6577.16,28794.76,35491.89,7116.00,0.00,0.00,968.58,6691.93,29044.41,36484.31,7015.91,0.00,0.00,0.00,990.41,6257.74,28768.80,34305.13,7361.84,0.00,6781.80,943.45,28571.08,35686.23,0.00,6970.24
291,270.46,744.37834,251.9309,NA,,"C27H62K2N12O3S2",ION=[M+H]+,,,2013.07,0.00,0.00,0.00,876.11,1873.83,201.65,0.00,0.00,0.00,0.00,980.23,2013.07,285.40,0.00,0.00,0.00,0.00,0.00,828.73,1712.03,319.54,0.00,0.00,0.00,819.37,1896.40,0.00,0.00
292,270.82,575.26086,221.42336,8.095,,"C29H47KNO4PS",ION=[M+H]+,,,7849.26,0.00,0.00,2582.75,7767.03,6969.44,2156.31,0.00,0.00,0.00,2565.83,7733.96,6948.37,2341.42,0.00,0.00,0.00,0.00,2549.10,7717.86,6823.02,2146.90,0.00,2633.33,0.00,7849.26,7136.94,0.00,1980.60
293,271.09,897.46798,319.0222,71.095,"NPA023067","C45H67N7O10S",ION=[M+H+H]2+,,,2826.13,0.00,0.00,0.00,1220.97,2539.22,0.00,0.00,0.00,0.00,0.00,1162.71,2826.13,0.00,0.00,0.00,0.00,0.00,0.00,1273.56,2272.07,0.00,0.00,0.00,0.00,1226.65,2519.46,0.00,0.00
294,271.38,228.08882,209.02686,,,,ION=[M+H]+,,,1949.89,0.00,1812.92,0.00,0.00,0.00,0.00,341.25,0.00,1835.72,0.00,0.00,0.00,0.00,494.00,0.00,0.00,1653.13,0.00,0.00,0.00,0.00,0.00,0.00,1949.89,0.00,0.00,529.75,0.00
295,271.55,182.08296,212.38977,NA,"NPA032587","C12H10N2",ION=[M+H]+,,,1627.60,0.00,1331.73,0.00,0.00,0.00,0.00,0.00,0.00,1027.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1340.11,0.00,0.00,0.00,0.00,0.00,0.00,1627.60,0.00,0.00,0.00,0.00
296,271.70,448.15850,202.3711,51.412,,"C19H28O12",ION=[M+H]+,,,3863.38,0.00,3675.75,0.00,0.00,0.00,0.00,1184.47,0.00,3708.28,0.00,0.00,0.00,0.00,1259.07,0.00,1245.39,3455.58,0.00,0.00,0.00,0.00,0.00,0.00,3863.38,0.00,0.00,1048.94,0.00
297,272.13,500.13890,205.72029,4.565,,"C24H25KN6O2S",ION=[M+H]+,,,9965.00,0.00,0.00,2995.81,9383.45,0.00,0.00,0.00,0.00,0.00,3169.89,9965.00,0.00,0.00,0.00,0.00,0.00,0.00,2770.13,9281.01,0.00,0.00,0.00,3047.41,0.00,8904.35,0.00,0.00,0.00
298,272.87,1333.67612,374.68216,20.452,,"C58H91N23O10S2",ION=[M+H+H]2+,,,2739.95,0.00,0.00,247.45,2067.53,2648.95,216.90,0.00,0.00,0.00,0.00,2072.43,2739.95,0.00,0.00,0.00,0.00,0.00,0.00,2011.12,2550.97,650.71,0.00,742.34,0.00,2119.06,2655.93,0.00,0.00
299,273.08,867.48915,323.71036,7.717,,"C42H71KN9O6P",ION=[M+H+H]2+,,,2734.62,0.00,0.00,521.05,2503.54,2402.12,302.96,0.00,0.00,0.00,741.69,2490.02,2287.02,0.00,0.00,0.00,0.00,0.00,821.45,2734.62,2444.02,0.00,0.00,0.00,0.00,2285.97,2475.32,0.00,908.87
300,273.93,1301.66069,369.9055,55.978,,"C58H84N27O5PS",ION=[M+H+H]2+,,,1785.74,0.00,0.00,0.00,1517.64,1668.56,0.00,0.00,0.00,0.00,0.00,1627.65,1641.35,0.00,0.00,0.00,0.00,0.00,0.00,1518.19,1578.58,0.00,0.00,0.00,0.00,1407.07,1785.74,0.00,0.00
301,273.97,1044.57185,329.89038,141.710,"NPA030212","C51H80N8O15",ION=[M+H+H]2+,,,1690.13,0.00,0.00,0.00,409.88,1470.65,0.00,0.00,0.00,0.00,0.00,559.19,1690.13,0.00,0.00,0.00,0.00,0.00,0.00,670.45,1261.82,0.00,0.00,0.00,0.00,0.00,1459.99,0.00,0.00
302,274.43,685.36254,243.12633,5.430,,"C26H47N13O9",ION=[M+H]+,,,1780.98,0.00,0.00,397.86,1731.82,1222.95,0.00,0.00,0.00,0.00,477.02,1780.98,1319.16,0.00,0.00,0.00,0.00,0.00,353.85,1738.11,1142.32,0.00,0.00,362.72,0.00,1676.38,1207.35,0.00,0.00
303,274.47,1212.56440,351.09808,17.970,,"C56H89N6O19PS",ION=[M+H+H]2+,,,2360.79,0.00,0.00,823.47,2191.75,1977.53,315.99,0.00,0.00,0.00,779.68,2140.04,2013.10,476.57,0.00,0.00,0.00,0.00,843.40,2074.41,1813.22,471.41,0.00,847.33,0.00,2360.79,2106.26,0.00,0.00
304,274.47,683.33772,161.27904,13.055,,"C41H50NO6P",ION=[M+H]+,,,4492.40,0.00,0.00,934.12,3398.75,4338.78,358.11,0.00,0.00,0.00,952.38,3488.80,4492.40,1074.32,0.00,0.00,0.00,0.00,908.23,3455.75,4367.25,0.00,0.00,941.74,0.00,3251.71,4156.68,0.00,0.00
305,274.73,1018.48613,327.98337,21.847,,"C47H78K2N10O6P2",ION=[M+H+H]2+,,,2183.73,0.00,0.00,190.52,1687.63,2181.50,539.94,0.00,0.00,0.00,0.00,1771.21,2183.73,855.11,0.00,0.00,0.00,0.00,571.55,1531.98,2183.49,0.00,0.00,0.00,0.00,1759.72,2177.29,0.00,764.71
306,274.78,978.48923,322.90213,67.275,"NPA023393","C47H66N10O13",ION=[M+H+H]2+,,,1616.62,0.00,0.00,223.92,1219.91,1575.11,281.64,0.00,0.00,0.00,368.11,1170.92,1614.19,0.00,0.00,0.00,0.00,0.00,303.65,1152.05,1494.52,357.32,0.00,0.00,0.00,1336.75,1616.62,0.00,487.62
307,275.27,1024.51940,331.73868,47.906,"NPA015609","C54H72N8O12",ION=[M+H+H]2+,,,1660.93,0.00,0.00,0.00,1592.40,1563.99,0.00,0.00,0.00,0.00,0.00,1660.93,1579.72,0.00,0.00,0.00,0.00,0.00,0.00,1574.23,1562.71,0.00,0.00,0.00,0.00,1542.03,1549.54,0.00,0.00
308,275.85,996.50332,322.32462,54.409,"NPA024067","C52H68N8O12",ION=[M+H+H]2+,,,4202.41,0.00,0.00,958.00,3077.04,3972.73,1027.19,0.00,0.00,0.00,991.13,3053.95,4202.41,1009.45,0.00,0.00,0.00,0.00,849.91,2874.69,3959.74,1090.68,0.00,1032.96,0.00,3302.48,3756.05,0.00,981.44
309,275.96,712.33778,237.37122,13.151,,"C39H53O10P",ION=[M+H]+,,,1970.12,0.00,0.00,483.78,1772.51,1823.49,437.16,0.00,0.00,0.00,458.04,1778.83,1711.07,436.57,0.00,0.00,0.00,0.00,501.74,1823.60,1970.12,441.51,0.00,491.56,0.00,1715.09,1789.26,0.00,433.41
310,276.38,1432.54155,375.63586,43.662,,"C64H94KN6O24PS",ION=[M+H+H]2+,,,1983.05,0.00,1906.77,0.00,0.00,0.00,0.00,227.24,0.00,1857.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1983.05,0.00,0.00,0.00,0.00,0.00,0.00,1879.29,0.00,0.00,681.72,0.00
311,277.04,907.47663,312.1871,70.820,,"C36H58N23O4P",ION=[M+H+H]2+,,,1897.60,0.00,0.00,0.00,924.41,1702.23,0.00,0.00,0.00,0.00,0.00,918.75,1793.99,0.00,0.00,0.00,0.00,0.00,0.00,994.20,1415.10,0.00,0.00,0.00,0.00,860.29,1897.60,0.00,0.00
312,277.65,605.31709,236.66992,66.437,"NPA026618","C33H43N5O6",ION=[M+H]+,,,1782.18,0.00,0.00,0.00,0.00,1632.80,143.86,0.00,0.00,0.00,0.00,0.00,1782.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672.85,431.58,0.00,0.00,0.00,0.00,1443.37,0.00,0.00
313,277.87,356.17347,200.36867,19.446,"NPA031562","C20H24N2O4",ION=[M+H]+,,,1772.17,0.00,1608.80,0.00,522.97,625.60,0.00,547.98,0.00,1527.30,0.00,585.71,700.33,0.00,505.98,0.00,582.98,1772.17,0.00,543.39,574.94,0.00,0.00,0.00,1526.93,439.82,601.53,554.98,0.00
